node,_wkshell,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,load_centrality,pagerank,information_centrality
AT1G54490,0,0.0003151591553734636,0.0,9.952183462525644e-05,0.24530231810752517,0.0,0.00010529693137974606,0.0001961138772930497
AT1G54610,0,0.0006303183107469272,4.158965638011926e-07,1.71322133843416e-05,0.21083289762538057,4.148006891441507e-07,0.00014192856547434507,0.0002599865498222393
AT3G43810,0,0.002836432398361172,0.00101311890415509,0.0007977837475261925,0.268812922542956,0.0010102934356510085,0.00045104434525235654,0.0003995624784034901
AT1G54820,0,0.0003151591553734636,0.0,0.0002847468442832874,0.2279875416405398,0.0,0.0001012709324507968,0.00019373629502734228
AT1G54830,0,0.0003151591553734636,0.0,6.1226884165752135e-06,0.20687366506019134,0.0,0.00011583458625661353,0.000167924935331182
AT2G36490,0,0.0009454774661203907,0.00019087364165802482,0.0002916618991705968,0.2612974097373719,0.00028557326112175303,0.0001894961460481279,0.00030861687914887913
AT1G55150,0,0.0003151591553734636,0.0,0.00023066772947692805,0.26184054940514956,0.0,9.201835516178862e-05,0.0001959339992596152
AT1G55300,0,0.0003151591553734636,0.0,0.00011665834190902156,0.23701453527224967,0.0,9.319644471670345e-05,0.00019519048089307306
AT1G55350,0,0.0003151591553734636,0.0,9.342114884103395e-06,0.21366266070560325,0.0,0.00012353826081485633,0.00018916275595390886
AT1G55460,0,0.0003151591553734636,0.0,2.2023125421577957e-27,0.0003151591553734636,0.0,0.00022109465878995908,0.0
AT5G18830,0,0.0009454774661203907,0.0,3.5634165470614986e-27,0.0003151591553734636,0.0,0.0004090250639573629,0.0
AT1G55540,0,0.0003151591553734636,0.0,9.952183462525644e-05,0.24530231810752517,0.0,0.00010529693137974606,0.00019611387729304969
AT1G55610,0,0.0003151591553734636,0.0,5.8194198804180094e-05,0.21287771338486258,0.0,9.966256228876948e-05,0.00018457380774814736
AT3G54890,0,0.0025212732429877086,6.666228826692608e-05,0.0008036415420488485,0.26127384607881504,8.23493042469083e-05,0.0003218771560465186,0.00040058167910628033
AT4G10340,0,0.00441222817522849,0.0006852601669763679,0.0021231134735206383,0.26754692761732196,0.000712465106893207,0.0005437886637893238,0.0004311806077819892
AT4G11960,0,0.0012606366214938543,0.0,0.000128687960279622,0.2395226255925909,0.0,0.00018226001576004735,0.00034284174948160393
AT4G22890,0,0.0012606366214938543,0.0,0.000128687960279622,0.2395226255925909,0.0,0.00018226001576004735,0.00034284174948160393
AT1G55890,0,0.0009454774661203907,3.4337524097904723e-05,6.166854510256117e-05,0.23972080747707927,4.0788898393922294e-05,0.0001732286735680738,0.0003140783085599572
AT5G43080,0,0.0025212732429877086,0.0007468010152670491,0.00017451971583976484,0.25594219780635863,0.000802458573171371,0.00041266557916352356,0.00038485441323744704
AT1G56220,0,0.0003151591553734636,0.0,9.952183462525644e-05,0.24530231810752517,0.0,0.00010529693137974606,0.00019611387729304966
AT1G56330,0,0.0009454774661203907,0.00033576774125651445,0.002313140713662705,0.294647175751854,0.0003836515581615246,0.00020209648269191364,0.0003043189784395508
AT1G56580,0,0.0006303183107469272,1.1599530668462154e-05,0.00041719234918336114,0.24326328120637952,9.445496561108176e-06,0.00013954303320734107,0.0002786358618504182
AT1G56650,0,0.0006303183107469272,0.0,1.2634339543913207e-05,0.2223534673191082,0.0,0.0001327359180952739,0.0002702379612966233
AT2G18110,0,0.0006303183107469272,0.0,0.00013232950910843338,0.23668537530985864,0.0,0.0001382710915104168,0.00024734975515348776
AT1G58100,0,0.0009454774661203907,0.0,1.1016752800548743e-06,0.1831973240068277,0.0,0.00018368599251446748,0.0001728761623206249
AT4G37460,0,0.0025212732429877086,0.001884324667194365,6.037285401392215e-05,0.22663217139924752,0.0020096627158790285,0.0005500960910527808,0.0003631757906954058
AT1G58230,0,0.0003151591553734636,0.0,0.00015125855692631418,0.2283469167061775,0.0,0.00011076661246448503,0.00019286002602563978
AT1G58270,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.0001968381996299593
AT2G21580,0,0.001575795776867318,1.0200659547641695e-05,0.010629537441086518,0.2996758046305316,9.621220919411027e-06,0.00015243397837269573,0.00037562253453659895
AT4G39200,0,0.002206114087614245,3.162653330275453e-05,0.01333497093819121,0.3065240879356729,2.7050997375289563e-05,0.00021664388259398767,0.0004025213378686297
AT1G59580,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.0001968381996299593
AT1G59620,0,0.0003151591553734636,0.0,0.00015125855692631418,0.2283469167061775,0.0,0.00011076661246448503,0.00019286002602563967
AT2G24490,0,0.0009454774661203907,0.0006024984609661675,1.0816924139254922e-05,0.2121917151873429,0.0006024984609661676,0.00028290368416280035,0.00022762917816022412
AT1G59870,0,0.0018909549322407813,0.00014272942373239446,0.006493421546508699,0.3019557768804565,0.00013343618307410044,0.0002618804701366553,0.0003902174102270038
AT1G59900,0,0.0018909549322407813,0.00029566779027923257,0.005035017477149198,0.26221971935632005,0.00030917942681231203,0.00022719452931019236,0.00037838631537921816
AT5G50850,0,0.0006303183107469272,3.3088563837702584e-06,0.0001192873494891091,0.21980621190865487,4.657877739947492e-06,0.00011790877099158073,0.0002652220417749065
