"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"false","false","0.053586486","0","","false","true","true","false",,"true","interacts with","YKL063C (interacts with) YDL223C","","false","false","false","false","0","2","2","false","interacts with","YKL063C (interacts with) YDL223C","YKL063C","YKL063C","YDL223C","HBT1"
,"false","false","0.299220821","0","","true","true","true","true",,"true","interacts with","YKL063C (interacts with) YPL036W","","false","false","false","false","0","4","4","false","interacts with","YKL063C (interacts with) YPL036W","YKL063C","YKL063C","YPL036W","PMA2"
,"true","true","5.643326104","0","","false","false","true","false",,"false","interacts with","YKL063C (interacts with) YPL050C","","false","false","true","false","2","2","4","false","interacts with","YKL063C (interacts with) YPL050C","YKL063C","YKL063C","YPL050C","MNN9"
,"true","false","4.572350733","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","5","true","interacts with","YJR148W (interacts with) YHR208W","PUBMED:11805826, PUBMED:16429126, PUBMED:16429126","false","false","false","false","1","4","5","false","interacts with","YJR148W (interacts with) YHR208W","YJR148W","BAT2","YHR208W","BAT1"
,"true","true","5.964627457","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YBR035C","YJR148W","BAT2","YBR035C","PDX3"
,"false","false","-0.559016301","0","","false","true","true","false",,"true","interacts with","YJR148W (interacts with) YPR008W","","false","false","false","false","0","2","2","false","interacts with","YJR148W (interacts with) YPR008W","YJR148W","BAT2","YPR008W","HAA1"
,"true","true","6.674211187","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YKL024C","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YKL024C","YJR148W","BAT2","YKL024C","URA6"
,"true","true","5.362225222","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YBR286W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YBR286W","YJR148W","BAT2","YBR286W","APE3"
,"true","true","6.992503823","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YLR420W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YLR420W","YJR148W","BAT2","YLR420W","URA4"
,"true","true","7.551287098","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YKR066C","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YKR066C","YJR148W","BAT2","YKR066C","CCP1"
,"true","true","9.155798587","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YNL117W","YJR148W","BAT2","YNL117W","MLS1"
,"true","true","5.059964739","0","","false","false","false","false",,"false","interacts with","YJR148W (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YNL015W","YJR148W","BAT2","YNL015W","PBI2"
,"true","true","5.377295945","0","","false","false","false","false",,"true","interacts with","YJR148W (interacts with) YOR285W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YOR285W","YJR148W","BAT2","YOR285W","RDL1"
,"true","true","5.438874837","0","","false","false","false","false",,"true","interacts with","YJR148W (interacts with) YOR239W","","false","false","false","false","2","0","2","false","interacts with","YJR148W (interacts with) YOR239W","YJR148W","BAT2","YOR239W","ABP140"
,"true","true","5.816833314","0","","false","false","false","false",,"false","interacts with","YJL055W (interacts with) YKL024C","","false","false","false","false","2","0","2","false","interacts with","YJL055W (interacts with) YKL024C","YJL055W","LOG1","YKL024C","URA6"
,"true","true","7.026018562","0","","false","false","false","false",,"false","interacts with","YJL055W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YJL055W (interacts with) YBR035C","YJL055W","LOG1","YBR035C","PDX3"
,"true","true","5.167494064","0","","false","false","false","false",,"false","interacts with","YJL055W (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YJL055W (interacts with) YNL015W","YJL055W","LOG1","YNL015W","PBI2"
,"true","true","7.248426284","0","","false","false","false","false",,"false","interacts with","YJL055W (interacts with) YKR066C","","false","false","false","false","2","0","2","false","interacts with","YJL055W (interacts with) YKR066C","YJL055W","LOG1","YKR066C","CCP1"
,"true","true","5.707351061","0","","false","false","false","false",,"true","interacts with","YJL055W (interacts with) YOR285W","","false","false","false","false","2","0","2","false","interacts with","YJL055W (interacts with) YOR285W","YJL055W","LOG1","YOR285W","RDL1"
,"false","false","-0.881678428","0","","false","true","true","false",,"true","interacts with","YKR066C (interacts with) YJL066C","","false","false","false","false","0","2","2","false","interacts with","YKR066C (interacts with) YJL066C","YKR066C","CCP1","YJL066C","MPM1"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YKR066C (interacts with) YGR027W-A;YGR038C-A;YJR026W;YLR227W-A;YML040W","","false","false","false","false","0","3","3","false","interacts with","YKR066C (interacts with) YGR027W-A;YGR038C-A;YJR026W;YLR227W-A;YML040W","YKR066C","CCP1","YGR027W-A;YGR038C-A;YJR026W;YLR227W-A;YML040W","TY1A-LR3;TY1A-GR2;TY1A-GR1;TY1A-JR1;TY1A-ML2"
,"true","true","5.212376757","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YGL087C","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YGL087C","YKR066C","CCP1","YGL087C","MMS2"
,"true","true","9.54083887","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YBR035C","YKR066C","CCP1","YBR035C","PDX3"
,"true","true","7.322839668","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YNL015W","YKR066C","CCP1","YNL015W","PBI2"
,"true","true","5.96257015","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YLR420W","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YLR420W","YKR066C","CCP1","YLR420W","URA4"
,"true","true","5.110738835","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YNL134C","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YNL134C","YKR066C","CCP1","YNL134C","YNL134C"
,"true","true","9.004972902","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YNL117W","YKR066C","CCP1","YNL117W","MLS1"
,"true","true","8.058179962","0","","false","false","false","false",,"true","interacts with","YKR066C (interacts with) YOR285W","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YOR285W","YKR066C","CCP1","YOR285W","RDL1"
,"true","true","5.208002373","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YNR034W-A","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YNR034W-A","YKR066C","CCP1","YNR034W-A","EGO4"
,"true","true","5.688664258","0","","false","false","false","false",,"false","interacts with","YKR066C (interacts with) YPL111W","","false","false","false","false","2","0","2","false","interacts with","YKR066C (interacts with) YPL111W","YKR066C","CCP1","YPL111W","CAR1"
,"true","true","5.02903888","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YIR037W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YIR037W","YKL024C","URA6","YIR037W","HYR1"
,"true","true","8.316294345","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YBR035C","YKL024C","URA6","YBR035C","PDX3"
,"true","true","7.130397992","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YLR420W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YLR420W","YKL024C","URA6","YLR420W","URA4"
,"true","true","9.009159781","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YKR066C","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YKR066C","YKL024C","URA6","YKR066C","CCP1"
,"true","true","7.847624756","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YNL015W","YKL024C","URA6","YNL015W","PBI2"
,"true","true","5.385885715","0","","false","false","false","false",,"true","interacts with","YKL024C (interacts with) YML022W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YML022W","YKL024C","URA6","YML022W","APT1"
,"true","true","6.990100036","0","","false","false","false","false",,"false","interacts with","YKL024C (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YNL117W","YKL024C","URA6","YNL117W","MLS1"
,"true","true","5.379380456","0","","false","false","false","false",,"true","interacts with","YKL024C (interacts with) YNL104C","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YNL104C","YKL024C","URA6","YNL104C","LEU4"
,"true","true","5.973188891","0","","false","false","false","false",,"true","interacts with","YKL024C (interacts with) YOR285W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YOR285W","YKL024C","URA6","YOR285W","RDL1"
,"true","true","5.458218529","0","","false","false","false","false",,"true","interacts with","YKL024C (interacts with) YOR239W","","false","false","false","false","2","0","2","false","interacts with","YKL024C (interacts with) YOR239W","YKL024C","URA6","YOR239W","ABP140"
,"false","false","1.278078385","0","","true","true","true","true",,"true","interacts with","YNL015W (interacts with) YEL060C","","false","false","false","false","0","4","4","false","interacts with","YNL015W (interacts with) YEL060C","YNL015W","PBI2","YEL060C","PRB1"
,"false","false","2.371199795","1","Affinity Capture-MS","true","true","true","true","8","true","interacts with","YNL015W (interacts with) YOR168W","PUBMED:16554755","true","true","true","true","0","8","8","false","interacts with","YNL015W (interacts with) YOR168W","YNL015W","PBI2","YOR168W","GLN4"
,"false","false","-0.472868278","0","","false","true","true","false",,"true","interacts with","YNL015W (interacts with) YER175C","","false","false","false","false","0","2","2","false","interacts with","YNL015W (interacts with) YER175C","YNL015W","PBI2","YER175C","TMT1"
,"true","true","6.132046641","0","","false","false","false","false",,"false","interacts with","YNL015W (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YNL015W (interacts with) YNL117W","YNL015W","PBI2","YNL117W","MLS1"
,"true","true","7.281359072","0","","false","false","false","false",,"false","interacts with","YNL015W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YNL015W (interacts with) YBR035C","YNL015W","PBI2","YBR035C","PDX3"
,"false","false","3.864268154","0","","false","true","true","false",,"false","interacts with","YLR420W (interacts with) YGL087C","","false","false","false","false","0","2","2","false","interacts with","YLR420W (interacts with) YGL087C","YLR420W","URA4","YGL087C","MMS2"
,"true","true","5.110962341","0","","false","false","false","false",,"true","interacts with","YLR420W (interacts with) YEL071W","","false","false","false","false","2","0","2","false","interacts with","YLR420W (interacts with) YEL071W","YLR420W","URA4","YEL071W","DLD3"
,"true","true","5.421805272","0","","false","false","false","false",,"false","interacts with","YLR420W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YLR420W (interacts with) YBR035C","YLR420W","URA4","YBR035C","PDX3"
,"true","true","6.679611893","0","","false","false","false","false",,"true","interacts with","YLR420W (interacts with) YNL104C","","false","false","false","false","2","0","2","false","interacts with","YLR420W (interacts with) YNL104C","YLR420W","URA4","YNL104C","LEU4"
,"true","true","5.427300065","0","","false","false","false","false",,"false","interacts with","YLR420W (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YLR420W (interacts with) YNL015W","YLR420W","URA4","YNL015W","PBI2"
,"true","true","6.777950139","0","","false","false","false","false",,"false","interacts with","YLR420W (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YLR420W (interacts with) YNL117W","YLR420W","URA4","YNL117W","MLS1"
,"true","true","5.109448897","0","","false","false","false","false",,"true","interacts with","YOR285W (interacts with) YBR222C","","false","false","false","false","2","0","2","false","interacts with","YOR285W (interacts with) YBR222C","YOR285W","RDL1","YBR222C","PCS60"
,"true","true","8.366651152","0","","false","false","false","false",,"true","interacts with","YOR285W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YOR285W (interacts with) YBR035C","YOR285W","RDL1","YBR035C","PDX3"
,"true","true","5.946927037","0","","false","false","false","false",,"true","interacts with","YOR285W (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YOR285W (interacts with) YNL117W","YOR285W","RDL1","YNL117W","MLS1"
,"true","true","5.172398112","0","","false","false","false","false",,"true","interacts with","YOR285W (interacts with) YNL015W","","false","false","false","false","2","0","2","false","interacts with","YOR285W (interacts with) YNL015W","YOR285W","RDL1","YNL015W","PBI2"
,"true","true","6.142524969","0","","false","false","false","false",,"true","interacts with","YOR285W (interacts with) YPL111W","","false","false","false","false","2","0","2","false","interacts with","YOR285W (interacts with) YPL111W","YOR285W","RDL1","YPL111W","CAR1"
,"true","true","5.048824885","0","","false","false","false","false",,"true","interacts with","YNL117W (interacts with) YOR323C","","false","false","false","false","2","0","2","false","interacts with","YNL117W (interacts with) YOR323C","YNL117W","MLS1","YOR323C","PRO2"
,"true","true","6.239315573","0","","false","false","false","false",,"false","interacts with","YNL117W (interacts with) YBR286W","","false","false","false","false","2","0","2","false","interacts with","YNL117W (interacts with) YBR286W","YNL117W","MLS1","YBR286W","APE3"
,"true","true","7.52056754","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YBL037W (interacts with) YOL062C","PUBMED:11805826, PUBMED:16554755, PUBMED:22940862","true","true","true","true","2","8","10","false","interacts with","YBL037W (interacts with) YOL062C","YBL037W","APL3","YOL062C","APM4"
,"true","true","7.839037114","2","Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YBL037W (interacts with) YJR005W","PUBMED:11805826, PUBMED:19822444","true","true","true","true","2","8","10","false","interacts with","YBL037W (interacts with) YJR005W","YBL037W","APL3","YJR005W","APL1"
,"false","false","1.335303527","0","","false","true","true","false",,"true","interacts with","YPL111W (interacts with) YLR352W","","false","false","false","false","0","2","2","false","interacts with","YPL111W (interacts with) YLR352W","YPL111W","CAR1","YLR352W","LUG1"
,"true","true","6.967405841","0","","false","false","false","false",,"false","interacts with","YPL111W (interacts with) YBR035C","","false","false","false","false","2","0","2","false","interacts with","YPL111W (interacts with) YBR035C","YPL111W","CAR1","YBR035C","PDX3"
,"false","false","-2.048192248","0","","true","true","true","false",,"true","interacts with","YPL111W (interacts with) YNL059C","","false","false","false","false","0","3","3","false","interacts with","YPL111W (interacts with) YNL059C","YPL111W","CAR1","YNL059C","ARP5"
,"true","true","5.059969424","0","","false","false","false","false",,"false","interacts with","YPL111W (interacts with) YNR034W-A","","false","false","false","false","2","0","2","false","interacts with","YPL111W (interacts with) YNR034W-A","YPL111W","CAR1","YNR034W-A","EGO4"
,"true","true","5.208382209","0","","false","false","false","false",,"false","interacts with","YPL111W (interacts with) YNL117W","","false","false","false","false","2","0","2","false","interacts with","YPL111W (interacts with) YNL117W","YPL111W","CAR1","YNL117W","MLS1"
"true","true","true","7.642223869","4","Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS, Two-hybrid","true","true","true","true","10","false","interacts with","YJR005W (interacts with) YOL062C","PUBMED:19822444, PUBMED:10564262, PUBMED:16429126, PUBMED:25346786","true","true","true","true","2","8","10","false","interacts with","YJR005W (interacts with) YOL062C","YJR005W","APL1","YOL062C","APM4"
,"false","false","-0.130283871","0","","false","true","true","false",,"false","interacts with","YJR005W (interacts with) YBL024W","","false","false","false","false","0","2","2","false","interacts with","YJR005W (interacts with) YBL024W","YJR005W","APL1","YBL024W","NCL1"
,"false","false","-0.377851085","0","","false","true","true","false",,"true","interacts with","YDR356W (interacts with) YBR149W","","false","false","false","false","0","2","2","false","interacts with","YDR356W (interacts with) YBR149W","YDR356W","SPC110","YBR149W","ARA1"
,"true","true","5.584243342","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YDR037W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YDR037W","YDR356W","SPC110","YDR037W","KRS1"
,"false","false","0.064765714","0","","false","true","true","false",,"true","interacts with","YDR356W (interacts with) YLR421C","","false","false","false","false","0","2","2","false","interacts with","YDR356W (interacts with) YLR421C","YDR356W","SPC110","YLR421C","RPN13"
,"true","true","6.271172452","0","","false","false","false","false",,"false","interacts with","YDR356W (interacts with) YFL048C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YFL048C","YDR356W","SPC110","YFL048C","EMP47"
,"true","true","5.127804097","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YDR270W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YDR270W","YDR356W","SPC110","YDR270W","CCC2"
"true","true","true","7.040121008","13","Affinity Capture-Western, Affinity Capture-Western, Two-hybrid, Reconstituted Complex, Co-purification, FRET, Two-hybrid, FRET, Affinity Capture-MS, FRET, Two-hybrid, Two-hybrid, Two-hybrid","false","false","false","false","2","false","interacts with","YDR356W (interacts with) YKL042W","PUBMED:10339566, PUBMED:9384578, PUBMED:10330408, PUBMED:11950928, PUBMED:9585415, PUBMED:28814505, PUBMED:28814505, PUBMED:15872084, PUBMED:29903865, PUBMED:28814505, PUBMED:28814505, PUBMED:30044722, PUBMED:32374651","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YKL042W","YDR356W","SPC110","YKL042W","SPC42"
,"true","true","5.200165185","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YHR019C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YHR019C","YDR356W","SPC110","YHR019C","DED81"
,"true","true","5.594866358","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YLL018C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YLL018C","YDR356W","SPC110","YLL018C","DPS1"
,"true","true","5.222473409","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YKL103C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YKL103C","YDR356W","SPC110","YKL103C","APE1"
,"true","true","6.00627518","0","","false","false","false","false",,"false","interacts with","YDR356W (interacts with) YLR080W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YLR080W","YDR356W","SPC110","YLR080W","EMP46"
,"true","true","5.582303554","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YLR072W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YLR072W","YDR356W","SPC110","YLR072W","LAM6"
"true","true","true","7.034608877","5","Affinity Capture-Western, FRET, Co-purification, FRET, FRET","false","false","false","false","2","true","interacts with","YDR356W (interacts with) YNL225C","PUBMED:10339566, PUBMED:15872084, PUBMED:9585415, PUBMED:28814505, PUBMED:28814505","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YNL225C","YDR356W","SPC110","YNL225C","CNM67"
,"true","true","5.911465544","0","","false","false","false","false",,"false","interacts with","YDR356W (interacts with) YLR250W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YLR250W","YDR356W","SPC110","YLR250W","SSP120"
,"true","true","5.45880498","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YOL158C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YOL158C","YDR356W","SPC110","YOL158C","ENB1"
,"true","true","5.33228829","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YNL231C","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YNL231C","YDR356W","SPC110","YNL231C","PDR16"
,"true","true","6.089474387","2","Co-purification, Affinity Capture-Western","false","false","false","false","2","true","interacts with","YDR356W (interacts with) YOR373W","PUBMED:9585415, PUBMED:10339566","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YOR373W","YDR356W","SPC110","YOR373W","NUD1"
,"true","true","5.099181376","0","","false","false","false","false",,"true","interacts with","YDR356W (interacts with) YOR168W","","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YOR168W","YDR356W","SPC110","YOR168W","GLN4"
"true","true","true","5.575461166","11","Affinity Capture-Western, Reconstituted Complex, Two-hybrid, Co-purification, FRET, Two-hybrid, Two-hybrid, FRET, FRET, Two-hybrid, Two-hybrid","false","false","false","false","2","true","interacts with","YDR356W (interacts with) YPL124W","PUBMED:10339566, PUBMED:11950928, PUBMED:10339566, PUBMED:9585415, PUBMED:28814505, PUBMED:28814505, PUBMED:30044722, PUBMED:15872084, PUBMED:28814505, PUBMED:28814505, PUBMED:32374651","false","false","false","false","2","0","2","false","interacts with","YDR356W (interacts with) YPL124W","YDR356W","SPC110","YPL124W","SPC29"
,"true","true","5.548391885","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YDL201W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YDL201W","YDR037W","KRS1","YDL201W","TRM8"
,"true","true","5.724462286","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YDL195W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YDL195W","YDR037W","KRS1","YDL195W","SEC31"
,"true","true","5.649318727","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YDR270W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YDR270W","YDR037W","KRS1","YDR270W","CCC2"
,"true","true","5.793168232","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YDR091C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YDR091C","YDR037W","KRS1","YDR091C","RLI1"
,"true","true","6.462408841","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YEL034W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YEL034W","YDR037W","KRS1","YEL034W","HYP2"
,"true","true","5.120224515","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YDR037W (interacts with) YDR388W","PUBMED:11805837","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YDR388W","YDR037W","KRS1","YDR388W","RVS167"
,"true","true","5.707085369","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YER007C-A","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YER007C-A","YDR037W","KRS1","YER007C-A","TMA20"
,"true","true","6.283661316","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YEL065W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YEL065W","YDR037W","KRS1","YEL065W","SIT1"
,"true","true","5.550424459","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YER178W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YER178W","YDR037W","KRS1","YER178W","PDA1"
,"true","true","5.397785888","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YER048C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YER048C","YDR037W","KRS1","YER048C","CAJ1"
,"true","true","5.688484022","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YGL245W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YGL245W","YDR037W","KRS1","YGL245W","GUS1"
,"true","true","6.505432778","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YFR009W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YFR009W","YDR037W","KRS1","YFR009W","GCN20"
,"true","true","7.648536618","0","","false","false","false","false",,"false","interacts with","YDR037W (interacts with) YHR020W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YHR020W","YDR037W","KRS1","YHR020W","YHR020W"
,"true","true","8.007258658","0","","false","false","false","false",,"false","interacts with","YDR037W (interacts with) YHR019C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YHR019C","YDR037W","KRS1","YHR019C","DED81"
,"true","true","5.595426145","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YLR072W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YLR072W","YDR037W","KRS1","YLR072W","LAM6"
,"true","true","5.098710109","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YJR014W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YJR014W","YDR037W","KRS1","YJR014W","TMA22"
,"true","true","5.237878612","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YNL247W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YNL247W","YDR037W","KRS1","YNL247W","CRS1"
,"true","true","6.150869666","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YLR244C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YLR244C","YDR037W","KRS1","YLR244C","MAP1"
,"true","true","5.960355027","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YOL158C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YOL158C","YDR037W","KRS1","YOL158C","ENB1"
,"true","true","5.562564603","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YOL111C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YOL111C","YDR037W","KRS1","YOL111C","MDY2"
,"true","true","5.177787841","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YOR187W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YOR187W","YDR037W","KRS1","YOR187W","TUF1"
,"true","true","6.651329746","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YOR168W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YOR168W","YDR037W","KRS1","YOR168W","GLN4"
,"true","true","5.523114717","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YPL124W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YPL124W","YDR037W","KRS1","YPL124W","SPC29"
,"true","true","6.542333843","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YPL048W","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YPL048W","YDR037W","KRS1","YPL048W","CAM1"
,"true","true","5.334026897","0","","false","false","false","false",,"true","interacts with","YDR037W (interacts with) YPR163C","","false","false","false","false","2","0","2","false","interacts with","YDR037W (interacts with) YPR163C","YDR037W","KRS1","YPR163C","TIF3"
,"true","true","5.17196636","0","","false","false","false","false",,"true","interacts with","YDR406W (interacts with) YDR270W","","false","false","false","false","2","0","2","false","interacts with","YDR406W (interacts with) YDR270W","YDR406W","PDR15","YDR270W","CCC2"
,"true","true","5.771797041","0","","false","false","false","false",,"true","interacts with","YDR406W (interacts with) YOL158C","","false","false","false","false","2","0","2","false","interacts with","YDR406W (interacts with) YOL158C","YDR406W","PDR15","YOL158C","ENB1"
,"true","true","5.136799401","0","","false","false","false","false",,"false","interacts with","YDR406W (interacts with) YMR058W","","false","false","false","false","2","0","2","false","interacts with","YDR406W (interacts with) YMR058W","YDR406W","PDR15","YMR058W","FET3"
,"true","true","5.159195898","0","","false","false","false","false",,"true","interacts with","YDR406W (interacts with) YPR154W","","false","false","false","false","2","0","2","false","interacts with","YDR406W (interacts with) YPR154W","YDR406W","PDR15","YPR154W","PIN3"
,"true","true","5.236330179","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YDL182W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YDL182W","YGR185C","TYS1","YDL182W","LYS20"
