"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"false","false","1.215256306","0","","false","true","true","false",,"true","interacts with","YLR357W (interacts with) YNL088W","","false","false","false","false","0","2","2","false","interacts with","YLR357W (interacts with) YNL088W","YLR357W","RSC2","YNL088W","TOP2"
,"true","true","7.465193944","13","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-Western, Co-purification","true","true","true","true","6","false","interacts with","YLR357W (interacts with) YMR033W","PUBMED:14759368, PUBMED:14729968, PUBMED:12183366, PUBMED:12805231, PUBMED:10619019, PUBMED:16554755, PUBMED:17949749, PUBMED:22177115, PUBMED:22359657, PUBMED:25453095, PUBMED:27768892, PUBMED:32496195, PUBMED:32188943","false","false","false","false","2","4","6","false","interacts with","YLR357W (interacts with) YMR033W","YLR357W","RSC2","YMR033W","ARP9"
,"true","true","8.201106962","12","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Co-purification, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YLR357W (interacts with) YMR091C","PUBMED:14729968, PUBMED:16554755, PUBMED:16429126, PUBMED:17949749, PUBMED:22177115, PUBMED:22359657, PUBMED:27768892, PUBMED:32496195, PUBMED:32188943, PUBMED:14759368, PUBMED:14729968, PUBMED:16429126","true","true","true","true","2","8","10","false","interacts with","YLR357W (interacts with) YMR091C","YLR357W","RSC2","YMR091C","NPL6"
,"true","true","8.134008314","12","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Co-purification, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YLR357W (interacts with) YPR034W","PUBMED:14759368, PUBMED:14729968, PUBMED:12183366, PUBMED:12805231, PUBMED:16554755, PUBMED:17949749, PUBMED:22177115, PUBMED:22359657, PUBMED:27768892, PUBMED:32496195, PUBMED:32188943, PUBMED:16429126","true","true","true","true","2","8","10","false","interacts with","YLR357W (interacts with) YPR034W","YLR357W","RSC2","YPR034W","ARP7"
,"true","true","9.995255243","2","Co-purification, Co-purification","false","false","false","false","2","false","interacts with","YLR357W (interacts with) YGR056W","PUBMED:11304548, PUBMED:11336698","false","false","false","false","2","0","2","false","interacts with","YLR357W (interacts with) YGR056W","YLR357W","RSC2","YGR056W","RSC1"
,"true","false","4.645897337","1","Affinity Capture-MS","false","false","true","false","4","false","interacts with","YLR455W (interacts with) YML069W","PUBMED:25473596","false","true","true","false","1","3","4","false","interacts with","YLR455W (interacts with) YML069W","YLR455W","PDP3","YML069W","POB3"
,"true","true","5.451450865","3","Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS","true","true","true","true","8","false","interacts with","YLR455W (interacts with) YPR031W","PUBMED:25104842, PUBMED:25104842, PUBMED:25473596","false","true","true","false","2","6","8","false","interacts with","YLR455W (interacts with) YPR031W","YLR455W","PDP3","YPR031W","NTO1"
,"true","true","5.103977805","0","","false","false","false","false",,"true","interacts with","YLR455W (interacts with) YBL006C","","false","false","false","false","2","0","2","false","interacts with","YLR455W (interacts with) YBL006C","YLR455W","PDP3","YBL006C","LDB7"
,"true","true","5.389928784","1","Affinity Capture-MS","false","false","true","false","3","false","interacts with","YLR455W (interacts with) YNL088W","PUBMED:16554755","false","false","false","false","2","1","3","false","interacts with","YLR455W (interacts with) YNL088W","YLR455W","PDP3","YNL088W","TOP2"
,"false","false","2.166193384","2","Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","true","interacts with","YLR455W (interacts with) YPL129W","PUBMED:25104842, PUBMED:25473596","false","false","false","false","0","4","4","false","interacts with","YLR455W (interacts with) YPL129W","YLR455W","PDP3","YPL129W","TAF14"
,"true","true","5.425014833","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YLR455W (interacts with) YNL031C","PUBMED:22199229","false","false","false","false","2","0","2","false","interacts with","YLR455W (interacts with) YNL031C","YLR455W","PDP3","YNL031C","HHT2"
,"false","false","3.977801819","0","","false","false","false","false",,"true","interacts with","YLR455W (interacts with) YPR034W","","false","true","true","false","0","2","2","false","interacts with","YLR455W (interacts with) YPR034W","YLR455W","PDP3","YPR034W","ARP7"
,"true","false","4.003925778","0","","false","false","false","false",,"true","interacts with","YLR455W (interacts with) YML127W","","false","false","true","false","1","1","2","false","interacts with","YLR455W (interacts with) YML127W","YLR455W","PDP3","YML127W","RSC9"
,"true","true","5.337203145","0","","false","false","false","false",,"true","interacts with","YLR455W (interacts with) YMR091C","","false","false","true","false","2","1","3","false","interacts with","YLR455W (interacts with) YMR091C","YLR455W","PDP3","YMR091C","NPL6"
,"false","false","-1.795910294","0","","false","true","true","false",,"true","interacts with","YLR442C (interacts with) YER090W","","false","false","false","false","0","2","2","false","interacts with","YLR442C (interacts with) YER090W","YLR442C","SIR3","YER090W","TRP2"
"true","true","true","7.365618854","18","Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Two-hybrid, Reconstituted Complex, Co-purification, Affinity Capture-MS, Affinity Capture-Western, Two-hybrid, Co-fractionation, Co-purification, Affinity Capture-MS, Two-hybrid, Two-hybrid, Reconstituted Complex","false","false","false","false","2","false","interacts with","YML065W (interacts with) YPR162C","PUBMED:11805826, PUBMED:12110181, PUBMED:7585959, PUBMED:16554755, PUBMED:16429126, PUBMED:17880717, PUBMED:17825065, PUBMED:18647841, PUBMED:19896182, PUBMED:20595233, PUBMED:20595233, PUBMED:22421151, PUBMED:22732456, PUBMED:26456755, PUBMED:17880717, PUBMED:17825065, PUBMED:22421151, PUBMED:28191893","false","false","false","false","2","0","2","false","interacts with","YML065W (interacts with) YPR162C","YML065W","ORC1","YPR162C","ORC4"
,"false","false","-0.347093871","0","","false","true","true","false",,"true","interacts with","YML010W (interacts with) YKL024C","","false","false","false","false","0","2","2","false","interacts with","YML010W (interacts with) YKL024C","YML010W","SPT5","YKL024C","URA6"
,"true","true","7.470478643","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western","true","true","true","false","9","true","interacts with","YML010W (interacts with) YML069W","PUBMED:12556496, PUBMED:12556496, PUBMED:20634314","true","true","true","true","2","7","9","false","interacts with","YML010W (interacts with) YML069W","YML010W","SPT5","YML069W","POB3"
,"false","false","0.449195428","0","","false","true","true","false",,"true","interacts with","YML010W (interacts with) YBR149W","","false","false","false","false","0","2","2","false","interacts with","YML010W (interacts with) YBR149W","YML010W","SPT5","YBR149W","ARA1"
,"true","true","7.5227346","2","Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","6","true","interacts with","YML010W (interacts with) YBR154C","PUBMED:12556496, PUBMED:16429126","false","false","false","false","2","4","6","false","interacts with","YML010W (interacts with) YBR154C","YML010W","SPT5","YBR154C","RPB5"
,"true","true","7.700892675","0","","true","true","true","true",,"true","interacts with","YML010W (interacts with) YOR210W","","false","false","false","false","2","4","6","false","interacts with","YML010W (interacts with) YOR210W","YML010W","SPT5","YOR210W","RPB10"
,"true","true","7.694217502","1","Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML010W (interacts with) YPL228W","PUBMED:12556496","false","false","false","false","2","4","6","false","interacts with","YML010W (interacts with) YPL228W","YML010W","SPT5","YPL228W","CET1"
,"true","true","10.13687935","4","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML010W (interacts with) YOL005C","PUBMED:12556496, PUBMED:16554755, PUBMED:21048197, PUBMED:23418395","true","true","true","true","2","8","10","false","interacts with","YML010W (interacts with) YOL005C","YML010W","SPT5","YOL005C","RPB11"
,"true","true","9.949093402","6","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML010W (interacts with) YOR151C","PUBMED:12556496, PUBMED:16085932, PUBMED:16554755, PUBMED:21467036, PUBMED:24813444, PUBMED:23209026","true","true","true","true","2","8","10","false","interacts with","YML010W (interacts with) YOR151C","YML010W","SPT5","YOR151C","RPB2"
,"true","true","7.038419576","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YML010W (interacts with) YER139C","PUBMED:23418395","false","false","false","false","2","0","2","false","interacts with","YML010W (interacts with) YER139C","YML010W","SPT5","YER139C","RTR1"
,"true","true","5.161504001","0","","false","false","false","false",,"true","interacts with","YML010W (interacts with) YER162C","","false","false","false","false","2","0","2","false","interacts with","YML010W (interacts with) YER162C","YML010W","SPT5","YER162C","RAD4"
,"true","true","9.771439784","1","Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML010W (interacts with) YPR133C","PUBMED:12556496","false","false","false","false","2","4","6","false","interacts with","YML010W (interacts with) YPR133C","YML010W","SPT5","YPR133C","SPN1"
,"true","true","7.503383553","2","Affinity Capture-MS, Affinity Capture-MS","true","true","true","false","9","true","interacts with","YML010W (interacts with) YPR187W","PUBMED:12556496, PUBMED:16429126","true","true","true","true","2","7","9","false","interacts with","YML010W (interacts with) YPR187W","YML010W","SPT5","YPR187W","RPO26"
,"true","true","5.544387731","1","Affinity Capture-MS","false","false","false","false","6","false","interacts with","YML010W (interacts with) YOR224C","PUBMED:12556496","true","true","true","true","2","4","6","false","interacts with","YML010W (interacts with) YOR224C","YML010W","SPT5","YOR224C","RPB8"
,"true","true","5.698136679","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YML010W (interacts with) YPL129W","PUBMED:12556496","false","false","false","false","2","0","2","false","interacts with","YML010W (interacts with) YPL129W","YML010W","SPT5","YPL129W","TAF14"
,"true","true","6.909693129","2","Affinity Capture-MS, Affinity Capture-MS","false","false","false","false","2","false","interacts with","YML010W (interacts with) YGR005C","PUBMED:12556496, PUBMED:16429126","false","false","false","false","2","0","2","false","interacts with","YML010W (interacts with) YGR005C","YML010W","SPT5","YGR005C","TFG2"
,"true","true","7.865034767","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","false","false","false","false","2","false","interacts with","YML010W (interacts with) YGR186W","PUBMED:12556496, PUBMED:12556496, PUBMED:23418395","false","false","false","false","2","0","2","false","interacts with","YML010W (interacts with) YGR186W","YML010W","SPT5","YGR186W","TFG1"
,"true","true","5.740558946","0","","false","false","true","false",,"false","interacts with","YML074C (interacts with) YAL025C","","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YAL025C","YML074C","FPR3","YAL025C","MAK16"
"true","true","true","5.906254012","1","Two-hybrid","true","true","true","true","6","false","interacts with","YML074C (interacts with) YCL054W","PUBMED:25877921","false","false","false","false","2","4","6","false","interacts with","YML074C (interacts with) YCL054W","YML074C","FPR3","YCL054W","SPB1"
,"true","true","5.884088498","1","Co-purification","false","false","true","false","3","false","interacts with","YML074C (interacts with) YHR088W","PUBMED:29557065","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YHR088W","YML074C","FPR3","YHR088W","RPF1"
"true","true","true","5.113883619","1","Two-hybrid","false","false","true","false","3","false","interacts with","YML074C (interacts with) YKL082C","PUBMED:25877921","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YKL082C","YML074C","FPR3","YKL082C","RRP14"
"true","true","true","5.881345244","1","Two-hybrid","true","true","true","true","6","false","interacts with","YML074C (interacts with) YDL031W","PUBMED:25877921","false","false","false","false","2","4","6","false","interacts with","YML074C (interacts with) YDL031W","YML074C","FPR3","YDL031W","DBP10"
,"true","true","5.66055569","1","Affinity Capture-MS","false","true","true","false","4","false","interacts with","YML074C (interacts with) YDR412W","PUBMED:20005841","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YDR412W","YML074C","FPR3","YDR412W","RRP17"
,"true","true","6.112473817","0","","false","true","true","false",,"false","interacts with","YML074C (interacts with) YMR049C","","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YMR049C","YML074C","FPR3","YMR049C","ERB1"
,"true","true","5.217150033","0","","false","false","true","false",,"false","interacts with","YML074C (interacts with) YMR131C","","false","true","true","false","2","3","5","false","interacts with","YML074C (interacts with) YMR131C","YML074C","FPR3","YMR131C","RRB1"
"true","true","true","5.252840914","1","Two-hybrid","false","false","true","false","3","false","interacts with","YML074C (interacts with) YKL172W","PUBMED:25877921","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YKL172W","YML074C","FPR3","YKL172W","EBP2"
,"true","true","5.667610025","1","Affinity Capture-MS","false","true","true","false","4","false","interacts with","YML074C (interacts with) YLR009W","PUBMED:12808088","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YLR009W","YML074C","FPR3","YLR009W","RLP24"
,"true","true","5.867591004","0","","true","true","true","true",,"false","interacts with","YML074C (interacts with) YNL061W","","true","true","true","true","2","8","10","false","interacts with","YML074C (interacts with) YNL061W","YML074C","FPR3","YNL061W","NOP2"
,"true","true","5.705803243","1","Affinity Capture-MS","false","false","true","false","7","false","interacts with","YML074C (interacts with) YNL110C","PUBMED:17922018","true","true","true","true","2","5","7","false","interacts with","YML074C (interacts with) YNL110C","YML074C","FPR3","YNL110C","NOP15"
,"true","true","5.661076988","0","","false","false","true","false",,"false","interacts with","YML074C (interacts with) YMR290C","","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YMR290C","YML074C","FPR3","YMR290C","HAS1"
,"true","true","5.710262631","1","Affinity Capture-MS","false","true","true","false","4","false","interacts with","YML074C (interacts with) YNL002C","PUBMED:23945946","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YNL002C","YML074C","FPR3","YNL002C","RLP7"
,"true","true","6.430264705","0","","false","true","true","false",,"false","interacts with","YML074C (interacts with) YOR272W","","true","true","true","false","2","5","7","false","interacts with","YML074C (interacts with) YOR272W","YML074C","FPR3","YOR272W","YTM1"
,"true","true","5.812433716","0","","true","true","true","true",,"false","interacts with","YML074C (interacts with) YOR294W","","false","false","false","false","2","4","6","false","interacts with","YML074C (interacts with) YOR294W","YML074C","FPR3","YOR294W","RRS1"
"true","true","true","5.625326678","0","","false","false","true","false",,"false","interacts with","YML074C (interacts with) YOL077C","","true","true","true","true","2","5","7","false","interacts with","YML074C (interacts with) YOL077C","YML074C","FPR3","YOL077C","BRX1"
,"true","true","5.323336983","0","","false","false","true","false",,"false","interacts with","YML074C (interacts with) YOR206W","","false","false","false","false","2","1","3","false","interacts with","YML074C (interacts with) YOR206W","YML074C","FPR3","YOR206W","NOC2"
,"true","true","6.437232935","0","","true","true","true","true",,"false","interacts with","YML074C (interacts with) YPL211W","","false","false","false","false","2","4","6","false","interacts with","YML074C (interacts with) YPL211W","YML074C","FPR3","YPL211W","NIP7"
,"true","true","6.00076428","0","","false","true","true","false",,"false","interacts with","YML074C (interacts with) YPR143W","","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YPR143W","YML074C","FPR3","YPR143W","RRP15"
,"true","true","5.475205418","2","Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML074C (interacts with) YPL093W","PUBMED:12808088, PUBMED:29294095","true","true","true","true","2","8","10","false","interacts with","YML074C (interacts with) YPL093W","YML074C","FPR3","YPL093W","NOG1"
"true","true","false","4.420576978","2","Two-hybrid, Affinity Capture-MS","false","false","true","false","2","false","interacts with","YML074C (interacts with) YPL146C","PUBMED:25877921, PUBMED:15686447","false","false","false","false","1","1","2","false","interacts with","YML074C (interacts with) YPL146C","YML074C","FPR3","YPL146C","NOP53"
"true","true","true","5.015100753","0","","false","false","false","false",,"true","interacts with","YML074C (interacts with) YNL031C","","false","false","false","false","2","0","2","false","interacts with","YML074C (interacts with) YNL031C","YML074C","FPR3","YNL031C","HHT2"
,"true","true","5.291238895","0","","false","true","true","false",,"false","interacts with","YML074C (interacts with) YPR169W","","false","false","false","false","2","2","4","false","interacts with","YML074C (interacts with) YPR169W","YML074C","FPR3","YPR169W","JIP5"
,"true","true","5.126670702","0","","false","false","false","false",,"true","interacts with","YML074C (interacts with) YLR455W","","false","false","false","false","2","0","2","false","interacts with","YML074C (interacts with) YLR455W","YML074C","FPR3","YLR455W","PDP3"
,"false","false","2.388544013","4","Affinity Capture-Western, Reconstituted Complex, Affinity Capture-MS, Affinity Capture-MS","true","true","true","false","3","true","interacts with","YML069W (interacts with) YBL023C","PUBMED:23499444, PUBMED:23499444, PUBMED:23499444, PUBMED:30104407","false","false","false","false","0","3","3","false","interacts with","YML069W (interacts with) YBL023C","YML069W","POB3","YBL023C","MCM2"
,"true","false","4.215314764","0","","false","true","true","false",,"false","interacts with","YML069W (interacts with) YBL052C","","false","false","false","false","1","2","3","false","interacts with","YML069W (interacts with) YBL052C","YML069W","POB3","YBL052C","SAS3"
,"false","false","0.834147672","3","Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western","false","true","true","false","2","true","interacts with","YML069W (interacts with) YAR007C","PUBMED:16678108, PUBMED:16678108, PUBMED:16678108","false","false","false","false","0","2","2","false","interacts with","YML069W (interacts with) YAR007C","YML069W","POB3","YAR007C","RFA1"
,"false","false","1.158559476","0","","true","true","true","false",,"true","interacts with","YML069W (interacts with) YBR248C","","false","false","false","false","0","3","3","false","interacts with","YML069W (interacts with) YBR248C","YML069W","POB3","YBR248C","HIS7"
,"false","false","3.779098798","6","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","true","interacts with","YML069W (interacts with) YBR279W","PUBMED:14759368, PUBMED:12242279, PUBMED:14759368, PUBMED:12242279, PUBMED:11927560, PUBMED:16554755","false","false","false","false","0","4","4","false","interacts with","YML069W (interacts with) YBR279W","YML069W","POB3","YBR279W","PAF1"
,"true","false","4.770927015","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YBR154C","","false","false","false","false","1","2","3","false","interacts with","YML069W (interacts with) YBR154C","YML069W","POB3","YBR154C","RPB5"
,"false","false","3.23891529","0","","true","true","true","false",,"true","interacts with","YML069W (interacts with) YBR202W","","false","false","false","false","0","3","3","false","interacts with","YML069W (interacts with) YBR202W","YML069W","POB3","YBR202W","MCM7"
,"false","false","1.033462263","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YER055C","","false","false","false","false","0","2","2","false","interacts with","YML069W (interacts with) YER055C","YML069W","POB3","YER055C","HIS1"
,"true","true","5.012238004","0","","true","true","true","false",,"true","interacts with","YML069W (interacts with) YJL168C","","false","false","false","false","2","3","5","false","interacts with","YML069W (interacts with) YJL168C","YML069W","POB3","YJL168C","SET2"
,"true","false","4.621390617","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YCR052W","","false","false","false","false","1","2","3","false","interacts with","YML069W (interacts with) YCR052W","YML069W","POB3","YCR052W","RSC6"
,"false","false","1.598810708","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YDR448W","","false","false","false","false","0","2","2","false","interacts with","YML069W (interacts with) YDR448W","YML069W","POB3","YDR448W","ADA2"
,"true","false","4.327898322","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YML127W","","false","false","true","false","1","3","4","false","interacts with","YML069W (interacts with) YML127W","YML069W","POB3","YML127W","RSC9"
,"true","false","4.940493064","0","","false","false","true","false",,"true","interacts with","YML069W (interacts with) YMR091C","","false","false","true","false","1","2","3","false","interacts with","YML069W (interacts with) YMR091C","YML069W","POB3","YMR091C","NPL6"
,"false","false","0.211850615","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YJL173C","","false","false","false","false","0","2","2","false","interacts with","YML069W (interacts with) YJL173C","YML069W","POB3","YJL173C","RFA3"
,"true","false","4.59790276","0","","true","true","true","false",,"true","interacts with","YML069W (interacts with) YLR274W","","false","false","false","false","1","3","4","false","interacts with","YML069W (interacts with) YLR274W","YML069W","POB3","YLR274W","MCM5"
,"true","true","5.680860677","1","Affinity Capture-MS","true","true","true","true","7","false","interacts with","YML069W (interacts with) YNL088W","PUBMED:16554755","false","false","true","false","2","5","7","false","interacts with","YML069W (interacts with) YNL088W","YML069W","POB3","YNL088W","TOP2"
,"false","false","0.84574957","4","Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS","true","true","true","false","3","true","interacts with","YML069W (interacts with) YNL102W","PUBMED:9199353, PUBMED:23499444, PUBMED:30104407, PUBMED:30104407","false","false","false","false","0","3","3","false","interacts with","YML069W (interacts with) YNL102W","YML069W","POB3","YNL102W","POL1"
,"true","true","5.585745587","3","Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML069W (interacts with) YNL030W","PUBMED:21656278, PUBMED:16554755, PUBMED:22199229","true","true","true","true","2","8","10","false","interacts with","YML069W (interacts with) YNL030W","YML069W","POB3","YNL030W","HHF2"
,"true","true","5.526711822","4","Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML069W (interacts with) YNL031C","PUBMED:21656278, PUBMED:22198837, PUBMED:26804921, PUBMED:16554755","false","false","false","false","2","4","6","false","interacts with","YML069W (interacts with) YNL031C","YML069W","POB3","YNL031C","HHT2"
,"true","false","4.396322968","2","Affinity Capture-Western, Affinity Capture-MS","false","true","true","false","3","false","interacts with","YML069W (interacts with) YOL054W","PUBMED:25128498, PUBMED:11805837","false","false","false","false","1","2","3","false","interacts with","YML069W (interacts with) YOL054W","YML069W","POB3","YOL054W","PSH1"
,"false","false","2.305291947","5","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","false","3","true","interacts with","YML069W (interacts with) YOL145C","PUBMED:14759368, PUBMED:12242279, PUBMED:16554755, PUBMED:14759368, PUBMED:12242279","false","false","false","false","0","3","3","false","interacts with","YML069W (interacts with) YOL145C","YML069W","POB3","YOL145C","CTR9"
,"true","true","5.243345765","0","","true","true","true","true",,"true","interacts with","YML069W (interacts with) YOL005C","","true","true","true","true","2","8","10","false","interacts with","YML069W (interacts with) YOL005C","YML069W","POB3","YOL005C","RPB11"
,"true","false","4.196726851","0","","false","false","true","false",,"false","interacts with","YML069W (interacts with) YOL012C","","false","true","true","false","1","3","4","false","interacts with","YML069W (interacts with) YOL012C","YML069W","POB3","YOL012C","HTZ1"
,"true","true","5.151789996","0","","false","false","true","false",,"true","interacts with","YML069W (interacts with) YOR210W","","false","false","false","false","2","1","3","false","interacts with","YML069W (interacts with) YOR210W","YML069W","POB3","YOR210W","RPB10"
,"false","false","3.438959721","0","","false","true","true","false",,"true","interacts with","YML069W (interacts with) YPR034W","","false","false","true","false","0","3","3","false","interacts with","YML069W (interacts with) YPR034W","YML069W","POB3","YPR034W","ARP7"
,"false","false","2.552776543","7","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","true","interacts with","YML069W (interacts with) YOR123C","PUBMED:14759368, PUBMED:12242279, PUBMED:16554755, PUBMED:20634314, PUBMED:14759368, PUBMED:12242279, PUBMED:11927560","false","false","false","false","0","4","4","false","interacts with","YML069W (interacts with) YOR123C","YML069W","POB3","YOR123C","LEO1"
,"true","true","5.931971117","0","","true","true","true","true",,"true","interacts with","YML069W (interacts with) YOR151C","","false","true","true","false","2","6","8","false","interacts with","YML069W (interacts with) YOR151C","YML069W","POB3","YOR151C","RPB2"
,"true","false","4.600861762","0","","false","false","true","false",,"true","interacts with","YML069W (interacts with) YPR187W","","false","false","false","false","1","1","2","false","interacts with","YML069W (interacts with) YPR187W","YML069W","POB3","YPR187W","RPO26"
,"true","true","5.296349047","0","","false","false","false","false",,"false","interacts with","YML069W (interacts with) YDL070W","","false","false","false","false","2","0","2","false","interacts with","YML069W (interacts with) YDL070W","YML069W","POB3","YDL070W","BDF2"
,"true","true","6.271358354","0","","true","true","true","true",,"true","interacts with","YML069W (interacts with) YPR133C","","false","false","false","false","2","4","6","false","interacts with","YML069W (interacts with) YPR133C","YML069W","POB3","YPR133C","SPN1"
,"false","false","1.001546324","0","","true","true","true","true",,"true","interacts with","YML069W (interacts with) YPR135W","","false","false","false","false","0","4","4","false","interacts with","YML069W (interacts with) YPR135W","YML069W","POB3","YPR135W","CTF4"
,"true","true","5.256954486","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YML069W (interacts with) YDL156W","PUBMED:22199229","false","false","false","false","2","0","2","false","interacts with","YML069W (interacts with) YDL156W","YML069W","POB3","YDL156W","CMR1"
,"true","true","5.068919281","0","","false","false","false","false",,"false","interacts with","YML069W (interacts with) YPR031W","","false","false","false","false","2","0","2","false","interacts with","YML069W (interacts with) YPR031W","YML069W","POB3","YPR031W","NTO1"
,"true","true","8.020653105","1","Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML127W (interacts with) YBL006C","PUBMED:11931764","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YBL006C","YML127W","RSC9","YBL006C","LDB7"
,"true","true","6.445250403","4","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western","true","true","true","true","6","false","interacts with","YML127W (interacts with) YGR056W","PUBMED:11931764, PUBMED:16429126, PUBMED:22359657, PUBMED:32496195","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YGR056W","YML127W","RSC9","YGR056W","RSC1"
,"true","true","7.951702989","0","","true","true","true","true",,"false","interacts with","YML127W (interacts with) YHR056C","","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YHR056C","YML127W","RSC9","YHR056C","RSC30"
,"true","true","7.256568126","4","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML127W (interacts with) YCR052W","PUBMED:16554755, PUBMED:11931764, PUBMED:31886770, PUBMED:16429126","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YCR052W","YML127W","RSC9","YCR052W","RSC6"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YML127W (interacts with) YDR225W;YBL003C","","false","false","false","false","0","2","2","false","interacts with","YML127W (interacts with) YDR225W;YBL003C","YML127W","RSC9","YDR225W;YBL003C","HTA1;HTA2"
,"true","true","7.399160453","5","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML127W (interacts with) YMR091C","PUBMED:16554755, PUBMED:11931764, PUBMED:14759368, PUBMED:14729968, PUBMED:16429126","true","true","true","true","2","8","10","false","interacts with","YML127W (interacts with) YMR091C","YML127W","RSC9","YMR091C","NPL6"
,"true","false","4.839418102","2","Reconstituted Complex, Affinity Capture-MS","false","true","true","false","6","true","interacts with","YML127W (interacts with) YNL030W","PUBMED:21749977, PUBMED:22199229","true","true","true","false","1","5","6","false","interacts with","YML127W (interacts with) YNL030W","YML127W","RSC9","YNL030W","HHF2"
