name,_wkshell,_wks_percentile_bucket
AT5G03540,111.0,55.0
AT5G05010,217.0,90.0
AT5G05170,175.0,70.0
AT5G11670,182.0,70.0
AT5G16590,182.0,70.0
AT5G17770,217.0,85.0
AT5G19520,111.0,55.0
AT5G24710,201.0,70.0
AT5G26280,217.0,90.0
AT5G26340,152.0,65.0
AT5G41260,167.0,70.0
AT5G44550,167.0,65.0
AT5G47210,167.0,70.0
AT5G48230,217.0,85.0
AT5G51570,145.0,65.0
AT5G52240,182.0,70.0
AT5G53480,217.0,90.0
AT5G54160,217.0,90.0
AT5G55480,167.0,65.0
AT5G57110,167.0,65.0
AT5G62390,217.0,85.0
AT5G62740,167.0,70.0
AT4G08150,4.0,5.0
AT2G46130,8.0,15.0
AT2G46510,32.0,30.0
AT5G37600,109.0,55.0
AT2G46800,84.0,50.0
AT3G25250,3.0,5.0
AT2G47090,217.0,75.0
AT2G47110,67.0,45.0
AT3G33520,9.0,15.0
AT4G37280,9.0,15.0
AT5G09740,9.0,15.0
AT2G47430,29.0,30.0
AT2G47710,217.0,75.0
AT2G47770,1.0,0.0
AT4G21980,1.0,0.0
AT2G47900,73.0,50.0
AT4G16360,8.0,15.0
AT3G01180,29.0,30.0
AT3G01330,8.0,15.0
AT3G01340,217.0,80.0
AT3G01440,1.0,0.0
AT4G39710,1.0,0.0
AT3G01470,73.0,50.0
AT3G01570,217.0,75.0
AT3G01610,105.0,55.0
AT3G01910,217.0,75.0
AT3G02065,84.0,50.0
AT3G16480,8.0,15.0
AT3G02170,2.0,0.0
AT3G55000,128.0,65.0
AT3G02230,217.0,80.0
AT5G15650,73.0,50.0
AT5G16510,6.0,10.0
AT3G02260,217.0,80.0
AT3G02540,217.0,80.0
AT5G38470,217.0,80.0
AT3G02550,84.0,50.0
AT3G03000,1.0,0.0
AT5G27150,1.0,0.0
AT3G03270,217.0,75.0
AT3G03490,,
AT3G03530,13.0,20.0
AT3G03550,73.0,50.0
AT5G24520,128.0,65.0
AT3G04240,96.0,55.0
AT3G04380,105.0,55.0
AT3G04550,57.0,40.0
AT5G28500,57.0,40.0
AT4G04885,128.0,60.0
AT3G04790,57.0,40.0
AT3G04940,4.0,5.0
AT3G05000,9.0,15.0
AT5G54750,9.0,15.0
AT3G05150,84.0,50.0
AT3G05200,21.0,25.0
AT3G05350,2.0,0.0
AT4G14540,2.0,0.0
AT3G06240,2.0,0.0
AT4G12560,4.0,5.0
AT5G44180,10.0,15.0
AT3G06450,84.0,50.0
AT3G06560,29.0,30.0
AT3G06580,217.0,75.0
AT3G06610,17.0,20.0
AT3G06660,61.0,45.0
AT4G28590,4.0,5.0
AT3G06810,15.0,20.0
AT3G06930,217.0,75.0
AT5G49020,2.0,0.0
AT3G07030,40.0,35.0
AT3G07090,217.0,80.0
AT3G07520,73.0,50.0
AT3G07560,1.0,0.0
AT3G10572,1.0,0.0
AT3G07680,,
AT3G61530,20.0,25.0
AT4G31120,217.0,80.0
AT3G63500,19.0,25.0
AT5G48160,9.0,15.0
AT3G07880,84.0,50.0
AT3G08505,54.0,40.0
AT3G08510,41.0,35.0
AT3G08720,17.0,20.0
AT4G15410,128.0,65.0
AT3G08740,62.0,45.0
AT3G08780,2.0,0.0
AT3G08820,41.0,35.0
AT3G15040,45.0,35.0
AT3G29160,217.0,80.0
AT3G44620,29.0,30.0
AT3G49590,29.0,30.0
AT3G53710,128.0,65.0
AT3G56090,217.0,80.0
AT4G17950,29.0,30.0
AT4G24710,29.0,30.0
AT4G33400,29.0,30.0
AT5G14240,29.0,30.0
AT5G66930,29.0,30.0
AT3G08970,2.0,0.0
AT3G09000,128.0,60.0
AT3G09260,54.0,40.0
AT3G09370,34.0,30.0
AT4G11260,61.0,45.0
AT5G61900,61.0,45.0
AT3G09670,29.0,30.0
AT3G09770,2.0,0.0
AT4G31730,217.0,75.0
AT3G09800,22.0,25.0
AT3G20650,10.0,15.0
AT3G27310,35.0,30.0
AT3G09960,40.0,35.0
AT3G09980,13.0,20.0
AT3G10340,217.0,80.0
AT3G10390,9.0,15.0
AT3G10480,2.0,0.0
AT4G20400,3.0,5.0
AT3G10490,2.0,0.0
AT3G10640,15.0,20.0
AT3G15280,17.0,20.0
AT4G33060,17.0,20.0
AT5G65220,84.0,50.0
AT3G13360,3.0,5.0
AT4G26455,6.0,10.0
AT5G56210,6.0,10.0
AT3G10850,217.0,75.0
AT3G10860,40.0,35.0
AT5G54310,128.0,65.0
AT3G11200,217.0,85.0
AT3G15880,128.0,65.0
AT3G16830,128.0,60.0
AT4G01700,10.0,15.0
AT5G04280,62.0,45.0
AT5G27030,33.0,30.0
AT5G58470,10.0,15.0
AT5G59950,10.0,15.0
AT3G11280,5.0,10.0
AT3G11410,9.0,15.0
AT3G11430,40.0,35.0
AT5G06680,7.0,10.0
AT5G46780,4.0,5.0
AT3G11540,8.0,15.0
AT3G14940,217.0,85.0
AT3G20390,57.0,40.0
AT4G16155,217.0,85.0
AT4G21990,57.0,40.0
AT4G25100,217.0,85.0
AT4G25670,57.0,40.0
AT4G29060,57.0,40.0
AT5G09650,57.0,40.0
AT5G55220,57.0,40.0
AT5G26830,68.0,45.0
AT3G16460,217.0,85.0
AT4G21450,77.0,50.0
AT4G31340,217.0,85.0
AT4G32650,27.0,25.0
AT5G27420,140.0,65.0
AT3G12145,3.0,5.0
AT3G12210,31.0,30.0
AT5G11510,30.0,30.0
AT4G21560,3.0,5.0
AT3G12480,10.0,15.0
AT3G13110,217.0,75.0
AT3G13160,21.0,25.0
AT3G13200,15.0,20.0
AT3G13220,126.0,60.0
AT3G13320,84.0,50.0
AT3G13380,217.0,85.0
AT3G13460,128.0,60.0
AT3G13530,128.0,60.0
AT5G41560,76.0,50.0
AT3G13750,217.0,75.0
AT3G13810,41.0,35.0
AT3G56190,31.0,30.0
AT3G13960,13.0,20.0
AT3G13990,217.0,75.0
AT3G14000,32.0,30.0
AT3G14010,128.0,60.0
AT3G14080,3.0,5.0
AT3G14100,128.0,60.0
AT3G14210,79.0,50.0
AT3G14240,40.0,35.0
AT3G14310,217.0,75.0
AT3G14580,41.0,35.0
AT3G14930,217.0,75.0
AT3G52930,217.0,85.0
AT5G38420,217.0,80.0
AT3G14990,217.0,80.0
AT5G13270,5.0,10.0
AT3G15030,40.0,35.0
AT3G15095,128.0,60.0
AT3G15356,17.0,20.0
AT4G23980,4.0,5.0
AT5G20730,28.0,30.0
AT5G60450,4.0,5.0
AT3G15660,11.0,15.0
AT3G15690,62.0,45.0
AT3G16090,1.0,0.0
AT4G29960,1.0,0.0
AT3G16240,217.0,75.0
AT3G16270,128.0,60.0
AT3G16470,217.0,80.0
AT3G16630,128.0,60.0
AT3G16640,73.0,50.0
AT3G16670,61.0,45.0
AT3G16950,217.0,75.0
AT3G17210,9.0,15.0
AT3G17280,41.0,35.0
AT3G17510,63.0,45.0
AT3G17600,5.0,10.0
AT3G17609,8.0,15.0
AT4G36730,8.0,15.0
AT3G17690,217.0,80.0
AT3G17820,217.0,75.0
AT3G17900,61.0,45.0
AT3G17970,61.0,45.0
AT5G46790,17.0,20.0
AT3G18000,42.0,35.0
AT3G18035,65.0,45.0
AT3G18040,73.0,50.0
AT3G18130,217.0,80.0
AT3G51950,28.0,30.0
AT4G01720,28.0,25.0
AT5G01410,217.0,85.0
AT5G16220,28.0,25.0
AT5G18110,28.0,25.0
AT5G18230,128.0,65.0
AT5G19400,28.0,25.0
AT5G20280,217.0,80.0
AT5G42950,128.0,65.0
AT5G42980,217.0,80.0
AT3G18480,63.0,45.0
AT3G18580,31.0,30.0
AT4G11060,31.0,30.0
AT3G18700,40.0,35.0
AT3G18730,105.0,55.0
AT3G62250,23.0,25.0
AT4G33650,25.0,25.0
AT3G18780,217.0,80.0
AT3G18830,95.0,55.0
AT3G19140,40.0,35.0
AT5G54900,34.0,30.0
AT3G19180,217.0,75.0
AT3G19210,54.0,40.0
AT3G19360,62.0,45.0
AT3G19370,128.0,60.0
AT3G19510,73.0,50.0
AT3G19553,29.0,30.0
AT3G47430,4.0,5.0
AT3G61070,62.0,45.0
AT5G12390,4.0,5.0
AT3G19950,217.0,75.0
AT3G19960,128.0,60.0
AT3G20000,40.0,35.0
AT3G20130,217.0,75.0
AT5G01810,3.0,5.0
AT3G20600,6.0,10.0
AT3G20860,2.0,0.0
AT3G44200,3.0,5.0
AT3G21055,84.0,50.0
AT3G21175,31.0,30.0
AT4G25920,4.0,5.0
AT5G10720,4.0,5.0
AT3G21650,63.0,45.0
AT3G21720,217.0,75.0
AT4G15090,3.0,5.0
AT3G22231,,
AT3G22370,2.0,0.0
AT3G22660,31.0,30.0
AT3G22880,9.0,15.0
AT5G20850,9.0,15.0
AT5G19220,7.0,10.0
AT3G22970,61.0,45.0
AT3G27190,49.0,35.0
AT3G23050,3.0,5.0
AT5G20820,3.0,5.0
AT3G23310,128.0,60.0
AT3G23400,217.0,80.0
AT3G23660,217.0,75.0
AT3G52050,32.0,30.0
AT3G53260,217.0,85.0
AT4G03280,32.0,30.0
AT4G16430,32.0,30.0
AT4G27450,128.0,65.0
AT4G32551,128.0,65.0
AT5G02760,32.0,30.0
AT5G03850,32.0,30.0
AT5G11060,40.0,35.0
AT5G15680,32.0,30.0
AT5G43280,32.0,30.0
AT5G54770,84.0,50.0
AT3G47780,73.0,50.0
AT3G48890,149.0,65.0
AT3G57650,73.0,50.0
AT3G58510,151.0,65.0
AT4G02620,73.0,50.0
AT5G55190,217.0,85.0
AT3G24430,61.0,45.0
AT3G24440,22.0,25.0
AT5G20910,2.0,0.0
AT3G28220,6.0,10.0
AT3G25500,128.0,60.0
AT3G25545,77.0,50.0
AT4G04800,7.0,10.0
AT4G24680,128.0,60.0
AT4G38710,128.0,65.0
AT5G46750,128.0,60.0
AT5G49880,7.0,10.0
AT3G26030,13.0,20.0
AT3G26450,217.0,75.0
AT3G26520,217.0,75.0
AT3G26560,54.0,40.0
AT3G52590,5.0,10.0
AT3G26910,128.0,60.0
AT3G27170,217.0,75.0
AT3G27810,217.0,75.0
AT5G46830,2.0,0.0
AT3G27830,217.0,85.0
AT3G27850,217.0,75.0
AT3G27920,2.0,0.0
AT5G41315,4.0,5.0
AT3G46780,84.0,50.0
AT3G53460,4.0,5.0
AT3G28300,217.0,75.0
AT3G28360,84.0,50.0
AT5G10840,15.0,20.0
AT5G25100,15.0,20.0
AT3G29320,217.0,80.0
AT3G42640,217.0,75.0
AT3G43190,217.0,75.0
AT5G20810,22.0,25.0
AT3G63280,2.0,0.0
AT3G44730,217.0,75.0
AT3G44750,29.0,30.0
AT3G45080,40.0,35.0
AT3G45140,41.0,35.0
AT3G45620,22.0,25.0
AT4G12470,4.0,5.0
AT3G45860,6.0,10.0
AT3G46010,9.0,15.0
AT3G46510,11.0,15.0
AT3G46580,3.0,5.0
AT3G46830,62.0,45.0
AT3G47520,217.0,80.0
AT4G27670,4.0,5.0
AT3G48000,217.0,75.0
AT3G48080,13.0,20.0
AT3G48090,57.0,40.0
AT3G52430,8.0,15.0
AT5G14930,8.0,15.0
AT4G16890,9.0,15.0
AT5G45250,6.0,10.0
AT3G48240,40.0,35.0
AT3G48590,5.0,10.0
AT4G00380,2.0,0.0
AT4G04020,30.0,30.0
AT3G48870,4.0,5.0
AT5G49650,217.0,80.0
AT3G49100,17.0,20.0
AT3G49260,128.0,60.0
AT3G49500,1.0,0.0
AT5G23570,1.0,0.0
AT3G49750,14.0,20.0
AT3G50060,6.0,10.0
