name,_wkshell,_wks_percentile_bucket
AT2G30110,217.0,90.0
ATCG00720,17.0,20.0
AT5G23290,56.0,40.0
ATCG00730,62.0,45.0
AT5G49510,56.0,40.0
AT3G17930,2.0,0.0
AT1G08800,128.0,60.0
ATCG00780,40.0,35.0
AT5G20490,217.0,85.0
ATCG00800,97.0,55.0
AT1G08820,128.0,60.0
ATCG00810,7.0,10.0
AT1G08830,217.0,75.0
ATMG01190,40.0,35.0
AT1G08970,20.0,25.0
AT2G01570,168.0,70.0
AT5G47640,88.0,55.0
AT1G09000,1.0,0.0
AT1G18370,1.0,0.0
AT1G09020,217.0,80.0
AT5G21170,8.0,15.0
AT1G09030,217.0,75.0
AT1G09060,99.0,55.0
AT1G25260,114.0,55.0
AT1G32380,217.0,90.0
AT2G35390,206.0,70.0
AT2G44530,210.0,70.0
AT5G54260,158.0,65.0
AT1G09070,128.0,65.0
AT1G64060,6.0,10.0
AT1G09080,2.0,5.0
AT3G10800,17.0,25.0
AT1G09100,310.0,95.0
AT1G16470,300.0,95.0
AT1G20200,305.0,95.0
AT1G29150,300.0,95.0
AT1G45000,303.0,95.0
AT1G47250,300.0,95.0
AT1G56450,300.0,95.0
AT1G64520,308.0,95.0
AT1G75990,305.0,95.0
AT1G76540,65.0,45.0
AT2G05840,300.0,95.0
AT2G21390,294.0,95.0
AT2G27020,300.0,95.0
AT3G14290,300.0,95.0
AT3G26340,287.0,95.0
AT3G27430,291.0,95.0
AT3G51260,300.0,95.0
AT3G60820,300.0,95.0
AT4G29130,142.0,65.0
AT4G31300,300.0,95.0
AT4G34450,300.0,95.0
AT4G38630,263.0,90.0
AT5G02470,90.0,55.0
AT5G14960,51.0,40.0
AT5G40580,291.0,95.0
AT5G45620,306.0,95.0
AT5G66140,300.0,95.0
AT1G09140,8.0,15.0
AT1G09180,217.0,75.0
AT2G28740,177.0,70.0
AT3G46320,139.0,65.0
AT3G53730,139.0,65.0
AT5G59970,139.0,65.0
AT5G48300,217.0,80.0
AT1G09270,217.0,85.0
AT1G49620,117.0,55.0
AT1G09330,5.0,10.0
AT1G09630,2.0,5.0
AT1G28490,39.0,35.0
AT1G09340,86.0,55.0
AT1G10522,4.0,10.0
AT2G16365,128.0,65.0
AT2G25930,186.0,70.0
AT3G51800,102.0,55.0
AT4G37930,217.0,85.0
AT1G09530,144.0,65.0
AT1G09570,133.0,65.0
AT2G34640,71.0,45.0
AT3G18520,26.0,25.0
AT4G10180,92.0,55.0
AT4G16250,59.0,40.0
AT5G35840,58.0,40.0
AT1G52240,24.0,25.0
AT2G37680,10.0,15.0
AT2G40080,130.0,65.0
AT2G42810,45.0,35.0
AT2G46370,26.0,25.0
AT3G22170,21.0,25.0
AT5G37055,39.0,35.0
AT5G63310,217.0,80.0
AT1G70600,153.0,65.0
AT2G34480,278.0,95.0
AT2G36620,273.0,95.0
AT3G06850,74.0,50.0
AT3G07110,274.0,95.0
AT3G08580,243.0,90.0
AT3G23390,217.0,85.0
AT3G24830,273.0,95.0
AT3G53020,278.0,95.0
AT2G27100,217.0,85.0
AT4G21670,4.0,10.0
AT1G09760,90.0,55.0
AT1G67580,60.0,45.0
AT2G30260,82.0,50.0
AT5G20160,16.0,20.0
AT1G09840,217.0,75.0
AT1G09960,2.0,5.0
AT5G53560,115.0,55.0
AT1G09970,4.0,10.0
AT3G61430,217.0,90.0
AT1G10180,3.0,5.0
AT3G60600,83.0,50.0
AT1G10200,217.0,80.0
AT1G10290,207.0,70.0
AT1G14830,217.0,90.0
AT1G59610,212.0,70.0
AT2G38650,53.0,40.0
AT3G61130,53.0,40.0
AT5G42080,217.0,90.0
AT5G44560,241.0,90.0
AT1G10350,54.0,40.0
AT3G58500,217.0,90.0
AT4G33950,217.0,90.0
AT1G10470,20.0,25.0
AT3G21510,9.0,15.0
AT1G10480,84.0,50.0
AT1G10520,13.0,20.0
AT5G52640,228.0,90.0
AT1G10690,119.0,55.0
AT2G27960,202.0,70.0
AT4G37630,112.0,55.0
AT5G65420,70.0,45.0
AT1G10760,217.0,85.0
AT1G10790,29.0,30.0
AT4G26630,299.0,95.0
AT1G10820,1.0,0.0
AT5G58900,1.0,0.0
AT1G10840,217.0,90.0
AT1G66070,101.0,55.0
AT2G32710,140.0,65.0
AT2G46280,217.0,90.0
AT3G11400,140.0,65.0
AT4G11420,233.0,90.0
AT5G03415,44.0,35.0
AT5G22330,291.0,95.0
AT1G10940,217.0,75.0
AT1G11130,6.0,10.0
AT1G18260,12.0,20.0
AT5G35080,12.0,20.0
AT1G11260,182.0,70.0
AT1G11310,128.0,60.0
AT1G11330,128.0,60.0
AT1G11430,217.0,80.0
AT1G32580,18.0,25.0
AT2G33430,26.0,25.0
AT3G15000,74.0,50.0
AT1G11480,128.0,60.0
AT1G11650,146.0,65.0
AT1G24510,300.0,95.0
AT1G49760,34.0,30.0
AT1G78570,167.0,70.0
AT2G42600,217.0,85.0
AT3G02530,280.0,95.0
AT3G03960,300.0,95.0
AT3G18190,295.0,95.0
AT3G27925,48.0,35.0
AT4G15560,20.0,25.0
AT4G37910,9.0,15.0
AT4G39960,31.0,30.0
AT5G44200,22.0,25.0
AT5G46290,35.0,30.0
AT1G11850,29.0,30.0
AT1G11910,217.0,75.0
AT1G11950,217.0,75.0
AT1G12000,217.0,80.0
AT1G20950,217.0,80.0
AT1G22300,293.0,95.0
AT1G12110,2.0,5.0
AT2G17290,167.0,70.0
AT1G12200,217.0,85.0
AT1G12220,40.0,35.0
AT5G13160,50.0,40.0
AT1G12230,17.0,25.0
AT2G21270,128.0,65.0
AT2G44350,62.0,45.0
AT3G53580,217.0,80.0
AT4G38930,8.0,15.0
AT1G12270,128.0,65.0
AT1G17745,75.0,50.0
AT1G24360,58.0,40.0
AT2G43710,57.0,40.0
AT3G11710,217.0,85.0
AT3G62120,88.0,55.0
AT3G62310,217.0,80.0
AT4G34200,217.0,85.0
AT1G12310,128.0,60.0
AT1G71820,113.0,55.0
AT1G12410,8.0,15.0
AT1G49970,68.0,45.0
AT1G12440,63.0,45.0
AT1G12480,13.0,20.0
AT4G04740,2.0,5.0
AT1G12840,217.0,90.0
AT5G35410,128.0,65.0
AT1G12860,6.0,10.0
AT1G19180,24.0,25.0
AT1G48500,6.0,10.0
AT1G12900,217.0,85.0
AT1G32060,217.0,85.0
AT3G14980,218.0,90.0
AT1G12910,23.0,25.0
AT1G12920,217.0,80.0
AT2G04520,97.0,55.0
AT5G35680,31.0,30.0
AT1G12980,6.0,10.0
AT1G30490,7.0,15.0
AT5G08130,33.0,30.0
AT1G13020,128.0,60.0
AT1G13120,57.0,40.0
AT1G75340,110.0,55.0
AT3G53110,40.0,35.0
AT1G13180,2.0,5.0
AT4G14147,7.0,15.0
AT1G13260,20.0,25.0
AT3G50500,128.0,65.0
AT5G66880,128.0,65.0
AT1G50370,217.0,90.0
AT1G75080,223.0,90.0
AT2G19480,171.0,70.0
AT3G19980,172.0,70.0
AT4G26110,164.0,65.0
AT5G28900,52.0,40.0
AT5G44090,52.0,40.0
AT5G56950,155.0,65.0
AT1G13440,217.0,90.0
AT3G04120,217.0,85.0
AT4G04950,150.0,65.0
AT4G13520,70.0,45.0
AT1G13460,18.0,25.0
AT1G13570,57.0,40.0
AT1G13690,133.0,65.0
AT2G15400,285.0,95.0
AT2G15430,294.0,95.0
AT1G13930,128.0,60.0
AT1G13980,1.0,0.0
AT2G29960,1.0,0.0
AT1G14000,3.0,5.0
AT2G01950,116.0,55.0
AT1G14030,32.0,30.0
AT1G14280,128.0,60.0
AT3G45780,128.0,65.0
AT5G58140,128.0,65.0
AT5G05800,36.0,30.0
AT5G16000,36.0,30.0
AT1G14410,31.0,30.0
AT1G14510,217.0,80.0
AT4G29170,5.0,10.0
AT5G20510,15.0,20.0
AT1G14620,10.0,15.0
AT3G50630,170.0,70.0
AT1G14640,217.0,80.0
AT2G32600,104.0,55.0
AT5G06160,176.0,70.0
AT1G14730,167.0,65.0
AT1G14740,2.0,5.0
AT3G07780,7.0,15.0
AT1G14870,182.0,70.0
AT1G45249,6.0,10.0
AT1G49720,12.0,20.0
AT2G36270,169.0,70.0
AT3G05120,54.0,40.0
AT3G16770,6.0,10.0
AT3G24650,15.0,20.0
AT3G44460,6.0,10.0
AT5G59980,9.0,15.0
AT1G14960,217.0,75.0
AT1G15130,217.0,80.0
AT4G16144,2.0,5.0
AT1G15200,62.0,45.0
AT1G15215,51.0,40.0
AT3G42670,28.0,30.0
AT4G11130,3.0,5.0
AT1G15290,128.0,60.0
AT1G57720,217.0,90.0
AT1G61870,16.0,20.0
AT3G54180,118.0,55.0
AT1G15690,217.0,80.0
AT1G15730,32.0,30.0
AT1G15750,129.0,65.0
AT1G19350,128.0,65.0
AT2G46790,217.0,80.0
AT3G11260,128.0,65.0
AT3G24150,57.0,40.0
AT4G32570,128.0,65.0
AT5G02810,217.0,80.0
AT5G24470,29.0,30.0
AT5G63110,217.0,85.0
AT1G15810,5.0,10.0
AT3G18240,5.0,10.0
AT4G34620,68.0,45.0
AT1G15820,19.0,25.0
AT1G44575,39.0,35.0
AT2G41680,220.0,90.0
AT1G15910,2.0,5.0
AT3G48670,3.0,5.0
AT1G15930,77.0,50.0
AT1G16000,5.0,10.0
AT1G16030,217.0,85.0
AT1G47200,88.0,55.0
AT5G43070,88.0,55.0
AT1G16240,24.0,25.0
AT5G39510,84.0,55.0
AT1G16330,10.0,15.0
AT3G62240,16.0,20.0
AT1G55490,254.0,90.0
AT1G77440,263.0,95.0
AT2G28000,251.0,90.0
AT2G33210,287.0,95.0
AT3G05530,311.0,95.0
AT3G09840,300.0,95.0
AT3G11830,275.0,95.0
AT3G13470,248.0,90.0
AT3G20050,296.0,95.0
AT3G23990,291.0,95.0
AT5G16070,271.0,95.0
AT5G20890,265.0,95.0
AT5G56500,251.0,90.0
AT1G16530,84.0,50.0
AT1G23860,217.0,85.0
AT1G55310,4.0,10.0
AT1G16790,25.0,25.0
AT1G33810,2.0,5.0
AT5G66680,217.0,90.0
AT1G16860,128.0,60.0
AT1G16970,70.0,45.0
AT1G48050,102.0,55.0
AT1G17050,2.0,5.0
AT5G09820,3.0,5.0
AT1G17110,217.0,75.0
AT1G17140,217.0,80.0
AT2G33460,6.0,10.0
AT1G17260,217.0,90.0
AT1G17420,29.0,30.0
AT1G17550,9.0,15.0
AT4G18620,17.0,25.0
AT5G53160,217.0,85.0
AT1G17590,217.0,75.0
AT1G17615,2.0,5.0
AT5G58430,31.0,30.0
AT1G17650,2.0,5.0
AT2G40490,8.0,15.0
AT1G17730,15.0,20.0
AT1G48850,39.0,35.0
AT1G62740,132.0,65.0
AT2G01140,39.0,35.0
AT4G12400,50.0,40.0
AT4G18440,57.0,40.0
AT5G04140,217.0,85.0
AT1G17760,61.0,45.0
AT1G17840,16.0,20.0
AT1G31770,2.0,5.0
AT4G27420,2.0,5.0
AT1G17860,40.0,35.0
AT4G28440,2.0,5.0
AT1G17980,62.0,45.0
AT1G18040,21.0,25.0
AT1G23190,217.0,90.0
AT4G28980,21.0,25.0
AT1G18080,140.0,65.0
AT1G48410,217.0,85.0
AT2G43790,38.0,35.0
AT3G21220,23.0,25.0
AT3G45640,217.0,80.0
AT4G08500,16.0,20.0
AT4G34460,166.0,65.0
AT1G18150,217.0,80.0
AT1G18160,128.0,60.0
AT4G39400,217.0,85.0
AT1G18330,217.0,75.0
AT1G65650,30.0,30.0
AT1G79020,33.0,30.0
AT2G28290,128.0,65.0
AT2G46020,58.0,40.0
AT3G01780,222.0,90.0
AT3G03460,211.0,70.0
AT3G12380,28.0,30.0
AT3G12810,78.0,50.0
AT4G04920,124.0,60.0
AT4G06634,29.0,30.0
AT4G25630,291.0,95.0
AT5G16310,30.0,30.0
AT5G17510,214.0,70.0
AT5G28640,194.0,70.0
AT5G45600,66.0,45.0
AT5G52470,290.0,95.0
AT5G64610,33.0,30.0
AT1G18500,217.0,80.0
AT1G18660,66.0,45.0
AT1G18800,62.0,45.0
AT1G19100,2.0,5.0
AT4G36290,6.0,10.0
AT2G28550,4.0,10.0
AT3G20770,17.0,25.0
AT3G26744,217.0,85.0
AT5G60120,4.0,10.0
AT1G19270,8.0,15.0
AT1G69690,16.0,20.0
AT3G47620,25.0,25.0
AT1G71030,6.0,10.0
AT2G42620,27.0,25.0
AT3G23980,128.0,65.0
AT3G28910,217.0,80.0
AT5G17800,12.0,20.0
AT5G56030,246.0,90.0
AT1G19520,6.0,10.0
AT1G20610,82.0,50.0
AT1G19570,217.0,75.0
AT1G19750,34.0,30.0
AT1G27840,34.0,30.0
AT5G46210,181.0,70.0
AT1G19800,1.0,0.0
AT3G20320,1.0,0.0
AT1G19835,128.0,65.0
AT1G19850,28.0,30.0
AT3G15540,78.0,50.0
AT1G19860,61.0,45.0
AT1G20010,217.0,90.0
AT1G20020,57.0,40.0
AT1G20090,5.0,10.0
AT4G16340,125.0,60.0
AT1G20110,128.0,65.0
AT3G12400,128.0,60.0
AT3G61710,63.0,45.0
AT4G19690,217.0,80.0
AT5G13860,4.0,10.0
AT3G63460,217.0,90.0
AT5G07340,227.0,90.0
AT5G24670,58.0,40.0
AT1G20220,31.0,30.0
AT1G20260,217.0,90.0
AT3G58730,85.0,55.0
AT1G20330,63.0,45.0
AT1G20340,77.0,50.0
AT1G20450,128.0,60.0
AT1G20540,4.0,10.0
AT1G43700,27.0,25.0
AT5G07300,7.0,15.0
AT5G13330,5.0,10.0
AT1G20620,217.0,85.0
AT3G54360,14.0,20.0
AT4G20380,50.0,40.0
AT5G19450,5.0,10.0
AT1G20630,50.0,40.0
AT1G20640,217.0,75.0
AT1G20700,73.0,50.0
AT1G20840,63.0,45.0
AT1G20850,2.0,5.0
AT2G43120,5.0,10.0
AT1G20870,25.0,25.0
AT1G54840,25.0,25.0
AT5G59380,24.0,25.0
AT5G59800,25.0,25.0
AT1G20920,84.0,50.0
AT1G20930,57.0,40.0
AT1G51650,63.0,45.0
AT4G37490,9.0,15.0
AT5G06150,65.0,45.0
AT5G21274,60.0,45.0
AT5G37780,98.0,55.0
AT4G31180,39.0,35.0
AT1G77180,128.0,65.0
AT3G06400,211.0,70.0
AT5G18620,208.0,70.0
AT5G26710,217.0,90.0
AT5G41770,29.0,30.0
AT1G20970,21.0,25.0
AT2G05520,7.0,15.0
AT5G19280,57.0,40.0
AT1G21270,14.0,20.0
AT1G21400,40.0,35.0
AT1G21410,27.0,25.0
AT1G75950,163.0,65.0
AT4G02570,217.0,90.0
AT1G21560,84.0,50.0
AT1G21690,2.0,5.0
AT1G63160,9.0,15.0
AT1G54360,217.0,90.0
AT3G03450,87.0,55.0
AT5G17490,27.0,25.0
AT2G27860,217.0,80.0
AT3G28270,3.0,5.0
AT3G54660,58.0,40.0
AT1G21780,6.0,10.0
AT1G26830,76.0,50.0
AT1G21980,84.0,55.0
AT1G70490,4.0,10.0
AT3G23000,4.0,10.0
AT4G35950,4.0,10.0
AT5G56600,4.0,5.0
AT5G64070,4.0,5.0
AT1G22150,109.0,55.0
AT1G22280,19.0,25.0
AT3G26470,2.0,5.0
AT5G54590,14.0,20.0
AT1G24020,27.0,25.0
AT1G26570,47.0,35.0
AT1G29910,184.0,70.0
AT1G35160,217.0,90.0
AT1G35580,217.0,85.0
AT1G41880,120.0,55.0
AT1G47220,195.0,70.0
AT1G56070,189.0,70.0
AT1G61520,235.0,90.0
AT1G65930,217.0,90.0
AT1G75780,217.0,85.0
AT2G24270,27.0,25.0
AT2G36580,217.0,90.0
AT2G47750,27.0,25.0
AT3G02360,217.0,90.0
AT3G09440,217.0,90.0
AT3G16050,81.0,50.0
AT3G25860,165.0,65.0
AT4G24280,204.0,70.0
AT4G27160,217.0,80.0
AT4G39260,217.0,80.0
AT5G10450,217.0,90.0
AT5G17920,217.0,90.0
AT5G24780,91.0,55.0
AT5G35360,217.0,85.0
AT5G42020,198.0,70.0
AT5G61060,79.0,50.0
AT5G67360,81.0,50.0
AT1G22440,167.0,65.0
AT1G22700,40.0,35.0
AT1G22710,128.0,60.0
AT1G22760,19.0,25.0
AT2G42790,217.0,85.0
AT3G58740,47.0,35.0
AT3G58750,217.0,85.0
AT1G22770,217.0,85.0
AT1G68050,217.0,85.0
AT5G24270,5.0,10.0
AT5G57360,74.0,50.0
AT5G62430,5.0,10.0
AT1G47420,23.0,25.0
AT3G17240,3.0,5.0
AT5G62575,15.0,20.0
AT3G13550,122.0,60.0
AT1G22970,217.0,75.0
AT1G23080,128.0,65.0
AT1G63940,217.0,85.0
AT3G55440,76.0,50.0
AT4G14880,217.0,85.0
AT5G11520,217.0,80.0
AT5G13840,132.0,65.0
AT5G14780,217.0,80.0
AT5G20720,217.0,85.0
AT1G23290,145.0,65.0
AT1G23490,217.0,80.0
AT1G29330,2.0,5.0
AT2G37550,128.0,60.0
AT1G23820,16.0,20.0
AT1G70310,16.0,20.0
AT5G53120,6.0,10.0
AT2G24590,71.0,45.0
AT3G13570,14.0,20.0
AT4G02840,203.0,70.0
AT4G31580,71.0,45.0
AT1G23900,217.0,85.0
AT1G60780,217.0,85.0
AT4G11380,217.0,90.0
AT1G23980,40.0,35.0
AT1G24050,128.0,60.0
AT1G24190,2.0,5.0
AT3G20310,3.0,5.0
AT1G24260,84.0,50.0
AT1G69120,103.0,55.0
AT2G32700,128.0,65.0
AT3G48430,21.0,25.0
AT3G54340,39.0,35.0
AT4G18960,217.0,85.0
AT5G20240,105.0,55.0
AT5G44800,42.0,35.0
AT1G24280,50.0,40.0
AT1G24310,61.0,45.0
AT2G45000,72.0,45.0
AT4G37130,61.0,45.0
AT1G30580,41.0,35.0
AT2G33150,217.0,90.0
AT2G47470,73.0,50.0
AT1G29260,166.0,65.0
AT1G24590,6.0,10.0
AT2G40360,46.0,35.0
AT5G15550,24.0,25.0
AT1G25280,73.0,50.0
AT1G25310,7.0,15.0
AT5G57090,40.0,35.0
AT1G25540,28.0,30.0
AT1G32640,108.0,55.0
AT3G15210,7.0,15.0
AT5G10140,5.0,10.0
AT5G46760,23.0,25.0
AT5G63610,31.0,30.0
AT1G26460,17.0,25.0
AT4G35850,17.0,25.0
AT1G26480,163.0,65.0
AT1G26630,189.0,70.0
AT2G01830,8.0,15.0
AT3G25980,100.0,55.0
AT1G26670,64.0,45.0
AT1G77140,24.0,25.0
AT3G54320,7.0,15.0
AT5G20570,50.0,40.0
AT5G64330,128.0,65.0
AT5G67385,128.0,60.0
AT1G26850,17.0,25.0
AT1G26960,20.0,25.0
AT1G27020,217.0,75.0
AT1G27030,217.0,75.0
AT1G27070,217.0,80.0
AT1G27100,217.0,80.0
AT1G27190,9.0,15.0
AT4G33430,185.0,70.0
AT1G27310,5.0,10.0
AT1G27450,57.0,40.0
AT1G27630,8.0,15.0
AT5G10270,20.0,25.0
AT5G64960,81.0,50.0
AT1G27650,217.0,75.0
AT1G27970,217.0,80.0
AT1G28120,105.0,55.0
AT1G28200,2.0,5.0
AT1G28420,29.0,30.0
AT1G28480,73.0,50.0
AT4G35100,217.0,90.0
AT4G31490,221.0,90.0
AT1G29170,128.0,60.0
AT3G46060,7.0,15.0
AT4G18430,7.0,15.0
AT5G56290,128.0,60.0
AT1G29400,128.0,65.0
AT1G29670,61.0,45.0
AT1G29880,217.0,80.0
AT1G29900,217.0,80.0
AT3G22960,22.0,25.0
AT3G27740,217.0,80.0
AT5G02150,15.0,20.0
AT1G31330,204.0,70.0
AT3G47470,217.0,90.0
AT1G29920,73.0,50.0
AT3G44880,14.0,20.0
AT4G13250,14.0,20.0
AT4G22920,10.0,15.0
AT4G37000,14.0,20.0
AT5G04900,14.0,20.0
AT5G13800,23.0,25.0
AT1G29930,85.0,55.0
AT1G30070,128.0,65.0
AT1G30210,2.0,5.0
AT5G13060,6.0,10.0
AT1G30230,11.0,20.0
AT5G19510,26.0,25.0
AT1G30270,3.0,5.0
AT4G17615,3.0,5.0
AT5G47100,2.0,5.0
AT1G30320,128.0,60.0
AT1G30330,83.0,50.0
AT2G43010,86.0,55.0
AT1G30360,182.0,70.0
AT3G25070,128.0,65.0
AT1G30380,217.0,85.0
AT1G30400,4.0,5.0
AT3G21640,19.0,25.0
AT1G30440,217.0,75.0
AT1G30460,,
AT1G30480,84.0,50.0
AT1G30530,217.0,85.0
AT1G30690,182.0,70.0
AT1G30860,9.0,15.0
AT1G30950,64.0,45.0
AT5G61850,9.0,15.0
AT1G30970,8.0,15.0
AT3G19590,77.0,50.0
AT4G02560,217.0,85.0
AT1G31230,217.0,80.0
AT1G31280,217.0,75.0
AT1G55670,120.0,55.0
AT2G05070,217.0,85.0
AT2G05100,217.0,85.0
AT2G34420,90.0,55.0
AT2G34430,60.0,45.0
AT3G27690,217.0,85.0
AT4G12800,119.0,55.0
AT4G14713,60.0,45.0
AT5G01530,217.0,90.0
AT5G13450,81.0,50.0
AT5G19760,148.0,65.0
AT1G31340,13.0,20.0
AT1G31420,1.0,0.0
AT2G35620,1.0,0.0
AT1G31440,128.0,65.0
AT1G31760,16.0,20.0
AT4G11920,110.0,55.0
AT1G31780,12.0,20.0
AT1G67930,31.0,30.0
AT4G01400,14.0,20.0
AT4G24840,31.0,30.0
AT1G42970,94.0,55.0
AT3G26650,217.0,85.0
AT3G55800,217.0,85.0
AT1G32100,5.0,10.0
AT2G37000,5.0,10.0
AT1G32350,2.0,5.0
AT4G15415,3.0,5.0
AT1G32360,62.0,45.0
AT2G40650,154.0,65.0
AT4G20440,156.0,65.0
AT5G27120,205.0,70.0
AT5G44500,174.0,70.0
AT1G32440,16.0,20.0
AT1G32530,217.0,75.0
AT4G20020,18.0,25.0
AT1G71020,7.0,15.0
AT3G22380,128.0,65.0
AT4G17880,23.0,25.0
AT5G13220,31.0,30.0
AT5G20900,42.0,35.0
AT1G32900,50.0,40.0
AT1G32990,217.0,85.0
AT1G33040,23.0,25.0
AT3G12390,141.0,65.0
AT1G33050,128.0,60.0
AT1G34170,217.0,75.0
AT1G34430,19.0,25.0
AT1G34470,50.0,40.0
AT1G34760,163.0,65.0
AT5G56000,236.0,90.0
AT5G56010,226.0,90.0
AT1G35460,84.0,50.0
AT1G35520,84.0,50.0
AT3G09920,3.0,5.0
AT1G35670,217.0,80.0
AT2G31500,2.0,5.0
AT1G35720,16.0,20.0
AT2G38750,217.0,90.0
AT1G37130,217.0,80.0
AT1G42560,29.0,30.0
AT1G43790,2.0,5.0
AT5G17420,6.0,10.0
AT1G43850,217.0,85.0
AT1G44000,14.0,20.0
AT1G44110,28.0,30.0
AT2G36010,85.0,55.0
AT1G45170,3.0,5.0
AT5G05000,14.0,20.0
AT1G45474,15.0,20.0
AT1G46480,217.0,80.0
AT4G36710,2.0,5.0
AT1G47128,217.0,85.0
AT1G47710,5.0,10.0
AT1G72290,5.0,10.0
AT3G12580,200.0,70.0
AT5G02490,217.0,90.0
AT5G02500,242.0,90.0
AT5G11390,59.0,40.0
AT5G28540,217.0,90.0
AT1G53310,217.0,85.0
AT1G59750,16.0,20.0
AT1G75750,11.0,20.0
AT1G78380,82.0,50.0
AT2G05710,82.0,50.0
AT3G01280,11.0,20.0
AT4G34870,180.0,70.0
AT4G38740,127.0,60.0
AT5G19440,217.0,80.0
AT5G28290,11.0,20.0
AT1G69530,14.0,20.0
AT3G16980,178.0,70.0
AT4G14310,86.0,55.0
AT4G25550,101.0,55.0
AT4G28230,100.0,55.0
AT1G79010,88.0,55.0
AT2G20530,40.0,35.0
AT3G27240,68.0,45.0
AT3G28710,217.0,90.0
AT3G28715,217.0,90.0
AT3G48680,217.0,85.0
AT4G21150,213.0,70.0
AT4G27585,62.0,45.0
AT4G32470,54.0,40.0
AT5G63510,120.0,60.0
AT1G47290,3.0,5.0
AT5G67500,217.0,85.0
AT1G47380,3.0,5.0
AT2G40060,182.0,70.0
AT5G49910,187.0,70.0
AT1G47550,7.0,15.0
AT5G11040,64.0,45.0
AT1G47830,66.0,45.0
AT5G22770,81.0,50.0
AT1G47870,17.0,20.0
AT1G77000,16.0,20.0
AT3G12280,45.0,35.0
AT5G17330,73.0,50.0
AT1G48175,4.0,5.0
AT1G48210,95.0,55.0
AT1G48270,3.0,5.0
AT2G26300,13.0,20.0
AT2G32560,5.0,10.0
AT2G33730,111.0,55.0
AT2G45980,5.0,10.0
AT4G00355,5.0,10.0
AT4G25500,217.0,85.0
AT5G52040,115.0,55.0
AT1G48420,217.0,75.0
AT1G48480,167.0,65.0
AT1G48520,2.0,5.0
AT3G25660,3.0,5.0
AT1G48560,7.0,15.0
AT2G19520,104.0,55.0
AT1G48630,217.0,80.0
AT1G48830,141.0,65.0
AT2G19940,11.0,15.0
AT1G48900,217.0,75.0
AT1G48920,87.0,55.0
AT4G35260,217.0,85.0
AT1G49240,217.0,85.0
AT1G49480,1.0,0.0
AT4G34390,1.0,0.0
AT4G03270,59.0,40.0
AT5G10440,103.0,55.0
AT1G49670,23.0,25.0
AT4G14720,59.0,40.0
AT1G49820,217.0,80.0
AT4G03200,217.0,80.0
AT1G50010,217.0,80.0
AT1G50030,56.0,40.0
AT1G50250,109.0,55.0
AT2G30950,7.0,15.0
AT3G07370,34.0,30.0
AT1G50320,57.0,40.0
AT3G45190,128.0,65.0
AT5G63980,217.0,85.0
AT1G50410,3.0,5.0
AT1G50420,14.0,20.0
AT1G50430,73.0,50.0
AT1G50460,73.0,50.0
AT1G50500,128.0,60.0
AT4G02030,3.0,5.0
AT1G50600,4.0,5.0
AT1G50670,128.0,60.0
AT1G50740,40.0,35.0
AT1G51070,2.0,5.0
AT4G14410,3.0,5.0
AT1G51090,61.0,45.0
AT1G51100,57.0,40.0
AT1G74880,2.0,5.0
AT1G51460,29.0,30.0
AT1G51500,14.0,20.0
AT3G13920,217.0,90.0
AT1G51560,217.0,75.0
AT1G51590,1.0,0.0
AT4G38240,1.0,0.0
AT1G51600,31.0,30.0
AT1G51660,29.0,30.0
AT1G51690,217.0,80.0
AT1G51710,217.0,80.0
AT1G51800,182.0,70.0
AT1G51950,73.0,50.0
AT1G51980,217.0,85.0
AT3G02090,217.0,80.0
AT1G52040,217.0,80.0
AT3G12630,16.0,20.0
AT1G52230,84.0,50.0
AT1G52360,40.0,35.0
AT4G22910,136.0,65.0
AT1G79930,217.0,90.0
AT2G19900,17.0,20.0
AT2G25730,52.0,40.0
AT2G38300,68.0,45.0
AT3G01050,59.0,40.0
AT3G20250,217.0,85.0
AT3G24240,17.0,20.0
AT3G63490,173.0,70.0
AT4G02150,48.0,35.0
AT4G05520,17.0,20.0
AT4G20360,217.0,85.0
AT5G03740,33.0,30.0
AT5G04640,59.0,40.0
AT5G25980,217.0,85.0
AT5G47560,17.0,20.0
AT5G55180,48.0,35.0
AT1G52400,217.0,80.0
AT1G52410,9.0,15.0
AT1G52510,32.0,30.0
AT1G52600,73.0,50.0
AT1G52740,3.0,5.0
AT1G52760,8.0,15.0
AT1G52920,3.0,5.0
AT5G63860,69.0,45.0
AT1G53230,2.0,5.0
AT1G65620,11.0,15.0
AT5G54960,217.0,85.0
AT1G53320,84.0,50.0
AT1G53430,128.0,60.0
AT1G53440,128.0,60.0
AT1G53720,22.0,25.0
AT4G35800,217.0,90.0
AT1G53900,28.0,30.0
AT1G54000,5.0,10.0
AT1G54030,5.0,10.0
AT1G70520,5.0,10.0
AT1G54010,58.0,40.0
AT1G54040,3.0,5.0
AT4G23810,19.0,25.0
AT1G61150,59.0,40.0
AT1G79730,98.0,55.0
AT3G23325,176.0,70.0
AT4G14342,176.0,70.0
AT5G05680,67.0,45.0
AT5G50230,14.0,20.0
AT5G61150,25.0,25.0
AT1G54170,128.0,60.0
AT1G54320,182.0,70.0
AT1G54370,217.0,75.0
AT1G54410,217.0,80.0
AT1G54490,128.0,60.0
AT1G54610,12.0,20.0
AT3G43810,98.0,55.0
AT1G54820,40.0,35.0
