node,homodimer,homotrimer,homotetramer,heterodimer,heterotrimer,heterotetramer,heteropentamer,heterohexamer,heteroheptamer,heterooctamer,heterononamer,heterodecamer,in_complex,complex_partners,complex_count_unknown,complex_count
AT3G14290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14415,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G14990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15040,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15095,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15354,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15356,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G15980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16857,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G16980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17465,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17590,0,0,0,0,0,0,0,0,0,0,0,0,1,AT1G06500;AT1G18450;AT1G32730;AT1G50620;AT1G58025;AT2G33610;AT2G47620;AT3G06010;AT3G08020;AT3G18380;AT3G20280;AT3G22990;AT3G52100;AT3G60830;AT4G22320;AT4G22320/T10I14_150;AT5G14170;AT5G19310;AT5G55210,1,1
AT3G17600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17609,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G17980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18035,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18040,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18165,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18524,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18700,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G18990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19553,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G19980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20040,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20780,0,0,0,0,0,1,0,0,0,0,0,0,1,AT5G02820,0,1
AT3G20820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G20940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21055,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21175,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21295,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G21830,0,0,0,0,0,1,0,0,0,0,0,0,1,AT1G02980;AT2G39940;AT3G42830;AT3G62980;AT4G02570;AT5G20570,0,8
AT3G21840,0,0,0,0,0,1,0,0,0,0,0,0,1,AT1G02980;AT2G39940;AT3G42830;AT3G62980;AT4G02570;AT5G20570,0,8
AT3G21850,0,0,0,0,0,1,0,0,0,0,0,0,1,AT1G02980;AT2G39940;AT3G42830;AT3G62980;AT4G02570;AT5G20570,0,8
AT3G21860,0,0,0,0,0,1,0,0,0,0,0,0,1,AT1G02980;AT2G39940;AT3G42830;AT3G62980;AT4G02570;AT5G20570,0,8
AT3G22110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22142,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22231,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22425,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22910,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G22990,0,0,0,0,0,0,0,0,0,0,0,0,1,AT1G01160;AT1G06500;AT1G18450;AT1G32730;AT1G50620;AT1G58025;AT2G28290;AT2G33610;AT2G47620;AT3G06010;AT3G08020;AT3G17590;AT3G18380;AT3G20280;AT3G52100;AT3G60830;AT4G00850;AT4G22320;AT4G22320/T10I14_150;AT4G34430;AT5G07940;AT5G07970;AT5G07980;AT5G14170;AT5G19310;AT5G28640;AT5G55210,2,2
AT3G23000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23145,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23325,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23715,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G23990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24300,0,1,0,0,1,0,0,0,0,0,0,0,1,AT4G13510,0,3
AT3G24340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24503,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G24880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25545,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G25990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26618,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26744,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26910,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26935,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G26940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27415,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27925,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G27980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28155,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT3G28300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
