node,homodimer,homotrimer,homotetramer,heterodimer,heterotrimer,heterotetramer,heteropentamer,heterohexamer,heteroheptamer,heterooctamer,heterononamer,heterodecamer,in_complex,complex_partners,complex_count_unknown,complex_count
AT1G77440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G77940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G78970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79040,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79090,0,0,0,0,0,0,0,0,0,1,0,0,1,AT1G03330;AT1G19120;AT1G21190;AT1G76860;AT2G03870;AT2G43810;AT3G14080;AT3G59810;AT5G27720;AT5G48870,0,8
AT1G79190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G79990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT1G80930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G01950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G02950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G03870,0,0,0,0,0,0,0,0,1,1,0,0,1,AT1G03330;AT1G19120;AT1G21190;AT1G65700;AT1G76860;AT1G79090;AT2G43810;AT3G14080;AT3G22270;AT3G59810;AT4G14990;AT5G27720;AT5G48870,0,28
AT2G03890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G04880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G05990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06255,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G06990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07667,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07698,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07727,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07732,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07734,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G07750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G09990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G10450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G10780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G10940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G11405,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G12200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G12280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G13360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G13370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G13440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G13540,0,0,0,1,0,0,0,0,0,0,0,0,1,AT5G44200,0,1
AT2G13560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G13820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14260,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14285,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14835,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G14920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G15920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16365,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G16960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17560,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17700,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G17980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18915,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G18960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G19940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20208,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20260,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20875,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G20990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G21940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22125,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22370,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22475,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G22950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT2G23350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
