,node,cagiada-dG
518,YPL037C,5.0042587592018775
519,YBL075C,36.339779953944415
520,YML078W,13.856648342608096
521,YBL074C,17.203541039202154
522,YKL173W,26.686361365713065
523,YHR165C,28.06434716389339
524,YKR018C,28.74843851377034
525,YLR347C,30.961036536091193
526,YBL076C,36.587987332283234
527,YDR035W,24.953862216177377
528,YHR087W,5.622620705748757
529,YNL137C,23.411404338764164
530,YDR050C,18.282896534502186
531,YBR196C,33.27167769502034
532,YPR074C,43.13607013320673
533,YFR053C,30.887535647569354
534,YGL117W,9.709452689487328
535,YBL098W,27.794175411754598
536,YGR138C,
537,Q0140,12.7815902406765
538,YDR494W,8.781525353769464
539,YBR146W,11.827322568748523
540,YGR150C,21.81229421892371
541,YER050C,4.851450490194658
542,YNL306W,8.234414908282577
543,YMR158W,9.751159534875386
544,YOR158W,8.43404044965643
545,YNR037C,5.164503075724332
546,YPL013C,6.015029857129992
547,YOR205C,27.798928886548055
548,YPR166C,5.248085941532694
549,YPL118W,11.845501853194119
550,YNR036C,6.456609226418238
551,YNL292W,23.458000146911523
552,YER105C,27.715196220862893
553,YGL092W,13.004806434186579
554,YFR002W,20.737383069916433
555,YKL057C,29.143143964337433
556,YLR018C,
557,YKR082W,26.139418206083402
558,YML103C,29.40960704426038
559,YML031W,
560,YMR153W,8.825095050098714
561,YMR129W,
562,YHR024C,28.66872700396563
563,YLR163C,28.001306081424303
564,YJL041W,18.114889179482013
565,YBL079W,27.734483810150444
566,YDL116W,26.5115605868914
567,YJL008C,28.38348412258672
568,YAL026C,
569,YJR042W,24.01061960169257
570,YLR208W,18.71686116085752
571,YPL169C,25.04851830817124
572,YGL172W,8.606727233985634
573,YJL061W,27.2231580295715
574,YBL080C,28.95076598213995
575,YDR061W,27.976049373285846
576,YMR293C,31.01512101005028
577,YBL084C,17.304732669274166
578,YDR260C,3.921059357292119
579,YDR118W,26.651865140837405
580,YGL240W,12.850135591467687
581,YFR036W,2.0101469648934422
582,YIR025W,5.869478384076233
583,YHR166C,22.24807224257551
584,YLR102C,5.67813533750074
585,YKL022C,18.31668028452137
586,YNL172W,22.55919260834831
587,YLR127C,22.43506269391606
588,YDL008W,6.583662200017606
589,YOR249C,19.84670147278686
590,YBL082C,
591,YDR135C,
592,YGL003C,20.728334984973337
593,YJL053W,14.859772666707775
594,YJL154C,26.687778008960013
595,YBL085W,12.39392705476138
596,YIR006C,16.75264677758673
597,YOL070C,7.0455008480384596
598,YDR208W,12.45870200001194
599,YBL066C,19.306539052050095
600,YHR097C,5.33393576120329
601,YGR237C,14.092205994001237
602,YJR019C,19.26351020083801
603,YIL154C,11.671530286279665
604,YPR115W,19.53511203079143
605,YGR280C,6.977477431071932
606,YBL086C,12.717089108547492
607,YIL002C,27.971524369643664
608,YJL084C,22.27853050991992
609,YKR092C,15.78562475591157
610,YKL193C,19.14546015821633
611,YMR269W,5.0161956680914965
612,YDR389W,15.56360993987691
613,YDR348C,7.420013196068656
614,YLR425W,17.00688656545581
615,YGR068C,21.35269885983109
616,YMR273C,8.363306593197912
617,YMR070W,10.96870323016858
618,YDR475C,14.840675286347683
619,YDR040C,
620,YGR024C,14.282727564170962
621,YGL229C,25.456526628870613
622,YDR452W,
623,YNR002C,
624,YLR454W,29.493888261499812
625,YNR008W,
626,YPR117W,
627,YBL087C,7.465293473258165
628,YKL021C,
629,YDR361C,12.064081445303593
630,YPL208W,29.74222274272208
631,YAL025C,8.825544602991961
632,YKL082C,9.444883858355437
633,YHR088W,13.126914952913417
634,YLL008W,26.69834996415746
635,YKR081C,14.81334472060825
636,YLR276C,28.000462351001207
637,YLR009W,5.197239482905791
638,YNL061W,25.50789859734474
639,YMR049C,20.729309157804984
640,YOR294W,8.677743601342536
641,YOR272W,22.981560990689978
642,YPL093W,25.05610085814995
643,YPR143W,4.596579031554221
644,YPL211W,10.463725211419952
645,YDL031W,26.670133573164676
646,YCL054W,22.495930420476448
647,YLR002C,21.167555385385075
648,YKL172W,9.15328330581804
649,YML074C,14.846920573883429
650,YLR449W,14.299209926315228
651,YNL002C,12.951199244789324
652,YMR290C,28.14221602634367
653,YOL077C,12.426885540406852
654,YNL110C,7.231902053131356
655,YPL043W,24.89471392662213
656,YOR206W,25.253309316456903
657,YBL090W,3.243852918559562
658,YDL045W-A,3.6554141813247796
659,YBR251W,14.321807773397664
660,YDR337W,9.447807100648328
661,YDR175C,11.986198958203282
662,YDR347W,14.379810806047892
663,YGL129C,21.539880394243095
664,YGR165W,12.784933100184489
665,YGR084C,16.445792854078825
666,YHL004W,15.9105386153277
667,YGR215W,3.918247631595529
668,YIL093C,9.014144028156462
669,YHR059W,4.87359028718427
670,YJR101W,13.420279835657468
671,YJL131C,11.246616540396891
672,YKL003C,6.275511973449005
673,YJR113C,8.389991883520041
674,YKL155C,26.253916361483324
675,YNL081C,6.493518521598858
676,YMR188C,9.387479334901085
677,YBR221C,24.267167989995862
678,YFL018C,32.481621947784596
679,YER190W;YGR296W;YNL339C;YPL283C;YEL077C;YLL066C;YLL067C;YML133C;YPR204W,
680,YBL023C,19.666540922597303
681,YLR074C,6.2971130176494405
682,YDR190C,23.926556055317413
683,YDL002C,5.480933274549384
684,YER092W,4.568278915654501
685,YEL044W,5.212358146112855
686,YGL150C,13.10747034389486
687,YFL013C,21.476924270289253
688,YKL204W,7.977506379475906
689,YJL081C,24.55222377628218
690,YLR052W,4.396220976924995
691,YOR141C,20.593327448689877
692,YNL215W,3.8889703833260976
693,YPL235W,23.189954351752288
694,YPL129W,11.480721626975525
695,YBR279W,11.746782397168944
696,YGR140W,27.33361555618662
697,YJL124C,6.838138092972018
698,YIR001C,6.66610976514565
699,YER112W,5.18168510920012
700,YLR182W,23.664780999278086
701,YOR265W,5.4945503750901805
702,YDR138W,21.664552355560755
703,YLR382C,34.67675256419109
704,YDR194C,26.50949965499583
705,YDL081C,3.318600998097449
706,YGL079W,3.604394035292599
707,YDL143W,30.10153024229071
708,YDR188W,29.52192965009754
709,YIL142W,30.782044826512603
710,YDR212W,30.6203889691806
711,YJL014W,29.37726516689716
712,YJR064W,29.848329754924215
713,YJL111W,28.8352456445381
714,YBL093C,5.940373110792114
715,YBR193C,5.743224967851477
716,YCR081W,26.381284583998408
717,YBR253W,2.7454977613904195
718,YDR308C,4.2657447995733495
719,YDL005C,6.907609188065314
720,YER022W,16.127636504659012
721,YDR443C,22.13875227231315
722,YGL151W,25.345209226538053
723,YGL025C,7.484179469823709
724,YHR041C,11.050874335259625
725,YGR104C,12.260399150632368
726,YLR071C,18.799651231346953
727,YHR058C,7.775650588744219
728,YNL025C,16.29270963266748
729,YMR112C,
730,YNR010W,3.662946683279076
731,YNL236W,27.041917209505474
732,YOL135C,7.565395229583499
733,YOL051W,20.696898839091368
734,YPL042C,22.434119431146023
735,YOR174W,5.256082888424737
736,YPR168W,5.79135092488295
737,YPR070W,17.569740765125186
738,YKR095W-A,4.151581878906292
739,YJL184W,6.056938997582563
740,YML036W,10.871773265621545
741,YML059C,
742,YJL209W,26.089269427580206
743,YNL271C,21.333416306097924
744,YIL066C,32.65145580934717
745,YDL122W,25.821895212877763
746,YDR055W,19.857590382725764
747,YJL200C,37.48186358436999
748,YDR325W,27.87567588245269
749,YFR031C,24.363948558344035
750,YLR086W,23.699233700761948
751,YLR272C,27.070935869310414
752,YBL097W,10.043399198790546
753,YML092C,16.09795950691663
754,YBL041W,13.936725979110182
755,YDL007W,21.143920005763306
756,YCR076C,9.492005508589626
757,YER012W,12.364264066515387
758,YDR120C,29.146086850637673
759,YMR314W,15.040356513449767
760,YOR117W,21.414719815237
761,YOL038W,15.432404433017872
762,YOR259C,21.216384460972286
763,YOR362C,15.327624534491868
764,YOR261C,10.130961790014663
765,YPR108W,16.685477625576304
766,YPR103W,16.667150489631986
767,YER099C,22.273472653743557
768,YGR260W,
769,YKR093W,
770,YKR035W-A,4.723315312565478
771,YLR025W,5.3669757405254135
772,YBL022C,19.588645970838254
773,YBR026C,25.35484721077952
774,YCL009C,12.695023363279468
775,YBR176W,17.81496873672894
776,YCL064C,22.11514936588306
777,YCL057W,31.65436896393472
778,YCR046C,7.0573097706726955
779,YCR024C,28.838682545654287
780,YDL066W,29.123559001170555
781,YDL178W,32.144715417389705
782,YDR019C,23.892431133480702
783,YDR065W,13.836308879478988
784,YDR204W,16.04688484930842
785,YDR234W,34.738017699524725
786,YER014W,30.30149209482184
787,YER087W,32.69080005487535
788,YFL016C,18.517829047750208
789,YGL143C,22.535977324662923
790,YGL256W,26.78131177429918
791,YHL014C,23.667957135732482
792,YHL018W,6.4402268537379115
793,YHR008C,12.136760038539373
794,YIL051C,7.5153160891392545
795,YJL071W,25.51304887675898
796,YJR122W,25.075781995130836
797,YKL134C,27.64176702434202
798,YLR192C,5.963811563753475
799,YLR290C,15.39067469633449
800,YLR393W,11.591873859381883
801,YLR369W,34.59109504403369
802,YML110C,18.42312476997547
803,YMR072W,8.495198279238778
804,YNL168C,17.931033643292896
805,YOL008W,8.714370960292463
806,YOR022C,21.718649946960284
807,YOR142W,23.051074998563198
808,YOR356W,33.58188125899129
809,YPL104W,34.05656193878709
810,YPL188W,23.242389961728556
811,YPL135W,9.450054923297788
812,YPR116W,11.72462820785957
813,YDR280W,16.314690318892584
814,YGR111W,22.385602719312594
815,YBL101C,16.329442330081445
816,YPL183C,34.013808023157125
817,YBL102W,
818,YPR100W,5.831825724187016
819,YKL067W,10.742518973781756
820,YBL103C,6.709240586170139
821,YOL067C,5.327435036328489
822,YBL104C,22.847542543413304
823,YDR128W,30.143235422534772
824,YGL100W,18.306319042471795
825,YEL062W,19.98867142538142
826,YJR138W,26.083522897803917
827,YHL023C,13.199389108646098
828,YOL138C,23.4766283528252
829,YHR073W,17.3516026284031
830,YLR310C,17.467883372575606
831,YMR210W,25.917379864634917
832,YEL020C,33.91556847581001
833,YDR283C,31.475233235003383
834,YBR001C,27.73191580352933
835,YMR298W,
836,YBL105C,20.497998951656232
837,YBR002C,15.820927960041603
838,YKR067W,
839,YDL193W,14.27367693575196
840,YBR006W,35.600329378494344
841,YPL061W,34.711711817791716
842,YDL150W,9.005239768073116
843,YBL039C,37.70556787272044
844,YAL005C,36.42306696318714
845,YDL137W,13.277164616962772
846,YDR502C,29.142069313736055
847,YDR391C,13.11460294785563
848,YGL001C,21.670906107488975
849,YER103W,35.905173407714535
850,YHR113W,26.510898443572614
851,YGL201C,18.955813113296745
852,YJL173C,6.150155471456762
853,YKL094W,19.62534604423512
854,YLL024C,36.65989694766479
855,YML004C,22.16745076381708
856,YMR246W,34.48944690101765
857,YLL050C,8.526149404506572
858,YPL262W,35.43138549011472
859,YJL115W,11.297135456688741
860,YBR215W,7.322354127479527
861,YBL008W,26.439221414348037
862,YJR140C,23.433355464741492
863,YPL153C,31.209150233131254
864,YOR038C,25.777033857048895
865,YDR087C,13.668943169655691
866,YBR010W,7.660182737821417
867,YBL028C,2.1767904032030096
868,YDR312W,13.05916045523433
869,YDR224C;YBL002W,
870,YDR496C,25.103808160814133
871,YER006W,20.29821892470803
872,YER002W,8.304608947112234
873,YER164W,24.216570480782206
874,YER126C,9.407389157492394
875,YGL111W,23.976399801019006
876,YFR001W,5.061144168278252
877,YHR052W,16.42858425636665
878,YGR103W,21.751530582942213
879,YHR066W,13.696490668735205
880,YKL009W,12.511655205480348
881,YMR131C,23.82161627277198
882,YNL022C,27.981479144357962
883,YNL031C,7.660182539589917
884,YNL030W,8.31724864347874
885,YNR053C,19.994416605281444
886,YPL146C,12.412449872203279
887,YFL002C,30.785977192265623
888,YPR169W,22.1407496944942
889,YLL022C,13.314696944978929
890,YEL056W,23.384139947466455
891,YPL001W,19.769176039749894
892,YOR061W,22.681218148608703
893,YDR334W,14.606525856808611
894,YIL035C,22.262015955199782
895,YER003C,29.058300337009868
896,YJL129C,
897,YHR131C,13.64535857424524
898,YLR399C,18.989253603357696
899,YLR223C,10.427558583173532
900,YMR172W,7.4068987563518505
901,YOR039W,11.287725618685826
902,YBR011C,20.021833790719008
903,YGR070W,16.07975390540425
904,YDL203C,21.0143504494613
905,YLR371W,15.056604441983819
906,YMR037C,6.961442086459175
907,YPL066W,19.445176770703327
908,YMR267W,18.140059128787815
909,YPR133C,10.965049372548735
