source,target,label,evidence_count,source_files,sources,methods
AT1G37130,AT2G43790,in vitro,4,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20870959,Biochemical Activity; PCA; Reconstituted Complex; Two-hybrid
AT1G37130,AT3G45640,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20870959,Reconstituted Complex; Two-hybrid
AT1G37130,AT4G09000,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:9933611,Two-hybrid
AT1G37130,AT4G32570,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Altmann et al.; PUBMED:32612234,Two-hybrid; Y2H
AT1G37130,AT5G10450,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:9933611,Two-hybrid
AT1G37130,AT5G18930,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Altmann et al.; PUBMED:32612234,Two-hybrid; Y2H
AT1G37130,AT5G38480,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:9933611,Two-hybrid
AT1G37130,AT5G38640,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Arabidopsis consortium; PUBMED:21798944,Two-hybrid; Y2H
AT1G37130,AT5G60120,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Altmann et al.; PUBMED:32612234,Two-hybrid; Y2H
AT1G37130,AT5G60410,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21772271,Biochemical Activity
AT1G37130,AT5G65430,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:9933611,Two-hybrid
AT1G41880,AT4G25030,in vitro,1,Table S1.xlsx,Singh et al.,in vitro
AT1G42540,AT3G04110,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24300102,PCA
AT1G42540,AT5G48410,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24300102,PCA
AT1G42560,AT1G63110,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT1G70520,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT2G36305,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT3G24660,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21423366,PCA
AT1G42560,AT3G25805,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT3G26370,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT5G52240,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G42560,AT5G59650,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21423366,PCA
AT1G42970,AT1G42970,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21798944,Two-hybrid
AT1G42970,AT2G42580,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:19000166,Reconstituted Complex
AT1G42970,AT3G11630,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:32545358,Reconstituted Complex
AT1G42970,AT3G21630,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25036661,Two-hybrid
AT1G42970,AT5G45410,in vitro,1,Table S1.xlsx,Singh et al.,in vitro
AT1G42990,AT1G51450,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25730865,Reconstituted Complex
AT1G42990,AT2G40950,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20207753,Two-hybrid
AT1G42990,AT2G41835,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G42990,AT3G10800,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20207753,Two-hybrid
AT1G42990,AT3G49660,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25730865,Reconstituted Complex
AT1G42990,AT4G17785,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G42990,AT5G05120,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G42990,AT5G11590,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G42990,AT5G19280,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43000,AT1G76880,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43000,AT4G17785,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43000,AT5G19330,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43080,AT2G24940,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43080,AT3G07090,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43080,AT3G08510,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43080,AT5G59650,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43160,AT2G04890,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43160,AT2G33710,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43160,AT3G61910,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43160,AT5G12980,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43160,AT5G18037,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43170,AT1G68185,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20855607,Two-hybrid
AT1G43170,AT3G57870,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20855607,Two-hybrid
AT1G43640,AT5G19010,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:19095804,Biochemical Activity
AT1G43670,AT1G43670,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24600465,FRET
AT1G43700,AT1G43700,in vitro,3,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24057918; PUBMED:25093810,PCA; Reconstituted Complex; Two-hybrid
AT1G43700,AT1G58110,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43700,AT2G21230,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25093810,Two-hybrid
AT1G43700,AT2G31370,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25093810,PCA; Two-hybrid
AT1G43700,AT2G42380,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:17719007,Two-hybrid
AT1G43700,AT3G07220,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43700,AT3G07260,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43700,AT3G45640,in vitro,3,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:17947581,Biochemical Activity; Reconstituted Complex; Two-hybrid
AT1G43700,AT3G58120,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:17719007,Two-hybrid
AT1G43700,AT4G34460,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:23974356,PCA; Two-hybrid
AT1G43700,AT4G38900,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25093810,Two-hybrid
AT1G43700,AT5G12980,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G43790,AT4G10080,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43790,AT4G13530,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G43790,AT5G17420,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:19383897,PCA
AT1G43850,AT1G69120,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:16854969,Reconstituted Complex; Two-hybrid
AT1G43850,AT3G54340,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:16854969,Reconstituted Complex
AT1G43850,AT4G32551,in vitro,3,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:15277686; PUBMED:16679456,Reconstituted Complex; Two-hybrid
AT1G43860,AT3G45640,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:19095804,Biochemical Activity
AT1G43890,AT5G47910,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44000,AT1G44000,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25261252,Reconstituted Complex
AT1G44000,AT4G11910,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25261252,Reconstituted Complex
AT1G44000,AT4G22920,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25261252,Reconstituted Complex
AT1G44000,AT4G37000,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25261252,Two-hybrid
AT1G44000,AT5G04900,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25261252,Two-hybrid
AT1G44100,AT1G59730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT1G63110,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT2G01175,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT2G22425,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT2G26180,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT2G43570,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT4G16190,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT4G18430,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT4G19370,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT4G20790,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT4G23180,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:22737156,PCA
AT1G44100,AT4G23400,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT4G25160,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT5G04870,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:22737156,PCA
AT1G44100,AT5G59650,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44100,AT5G61820,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24823379,Two-hybrid
AT1G44100,AT5G63030,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44110,AT1G70210,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20407024,Two-hybrid
AT1G44110,AT1G76540,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20407024,PCA
AT1G44110,AT2G32710,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20407024,Two-hybrid
AT1G44110,AT3G48750,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20407024,PCA
AT1G44110,AT3G54180,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:20407024,PCA
AT1G44110,AT4G11920,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:15970679,Reconstituted Complex
AT1G44110,AT4G22910,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:15970679,Reconstituted Complex
AT1G44110,AT5G13840,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:15970679,Reconstituted Complex
AT1G44414,AT4G19030,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Arabidopsis consortium; PUBMED:21798944,Two-hybrid; Y2H
AT1G44414,AT5G22290,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Arabidopsis consortium; PUBMED:21798944,Two-hybrid; Y2H
AT1G44575,AT3G27925,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21877139,Reconstituted Complex
AT1G44575,AT4G00355,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25281689,Two-hybrid
AT1G44575,AT4G02510,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:24736607,PCA
AT1G44750,AT4G19030,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Arabidopsis consortium; PUBMED:21798944,Two-hybrid; Y2H
AT1G44800,AT4G19030,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Arabidopsis consortium; PUBMED:21798944,Two-hybrid; Y2H
AT1G44800,AT4G26450,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21798944,Two-hybrid
AT1G44800,AT4G26455,in vitro,1,Table S1.xlsx,Arabidopsis consortium,Y2H
AT1G44800,AT5G22290,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21798944,Two-hybrid
AT1G44810,AT1G49010,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44810,AT1G61730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44810,AT3G07220,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44810,AT3G28730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44810,AT4G00238,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44810,AT4G00250,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT1G50420,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT1G53320,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT1G69120,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT2G41240,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT3G11100,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT3G11280,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT3G54220,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT3G56570,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT5G13730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT5G24470,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44830,AT5G37260,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,PUBMED:28650476; Trigg et al.,Two-hybrid; y2H
AT1G44910,AT4G35800,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:19467629,Two-hybrid
AT1G44920,AT1G59730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT2G22425,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT3G10640,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT3G12180,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT4G00355,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:25281689,Two-hybrid
AT1G44920,AT4G05370,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT4G17730,in vitro,1,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx,PUBMED:21952135,Two-hybrid
AT1G44920,AT4G20790,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44920,AT5G59650,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G45145,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G47640,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G51930,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G57870,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G59730,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G63120,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT1G69880,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G22425,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G24940,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G26180,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G27290,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G31280,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT2G36305,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT3G12180,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT3G17000,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT3G21580,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
AT1G44960,AT3G28220,in vitro,2,BIOGRID-ARABIDOPSIS-THALIANA-5.0.258.tab3.xlsx; Table S1.xlsx,Jones et al.; PUBMED:24833385,PCA; Y2H
