gene,Lyu_lysate_cell_MS2_Tm,Lyu_lysate_cell_MS2_R2,Lyu_lysate_cell_MS2_RSE,Lyu_intact_cell_MS2_Tm,Lyu_intact_cell_MS2_R2,Lyu_intact_cell_MS2_RSE,Lyu_intact_cell_MS3_Tm,Lyu_intact_cell_MS3_R2,Lyu_intact_cell_MS3_RSE
AT1G47260,50.11196556,0.995238842,0.027844037,56.26441014,0.997818976,0.020307731,56.28536865,0.993582022,0.035736825
AT1G47290,,,,,,,50.9550653,0.985175397,0.053961936
AT1G47420,54.0667615,0.98766873,0.042456296,51.97843758,0.997135461,0.025736273,51.89498018,0.99432381,0.036743473
AT1G48030,64.74318319,0.974499305,0.047301435,64.43201494,0.984246818,0.041130808,64.48880139,0.961769935,0.087369439
AT1G48350,59.19454787,0.94402432,0.057358908,,,,,,
AT1G48410,52.9878787,0.998275921,0.017652467,56.03540394,0.988834048,0.050542837,56.27991497,0.994150984,0.036372903
AT1G48420,59.88428284,0.994199749,0.030604518,62.30347989,0.991879569,0.033023864,63.71846372,0.94508398,0.100642768
AT1G48520,47.24088638,0.997742237,0.023063228,53.30982597,0.997535427,0.024216075,53.17509524,0.996647026,0.029056428
AT1G48570,51.25265182,0.991477162,0.039835902,,,,,,
AT1G48600,39.23667212,0.999380974,0.00998238,45.44963926,0.992297257,0.042247431,44.72639777,0.994144467,0.038567955
AT1G48610,66.13155171,0.959711995,0.052610643,68.18868482,0.873364106,0.105341758,,,
AT1G48630,42.42646636,0.987324929,0.047402515,53.07645224,0.991443718,0.049033794,52.637498,0.977336868,0.084565719
AT1G48830,39.23115512,0.994984061,0.027743303,53.72452701,0.995829164,0.029424235,54.01323131,0.999513312,0.010515559
AT1G48850,44.92628376,0.998463832,0.019663243,50.0750521,0.999014718,0.015837308,49.50111028,0.999125544,0.015450208
AT1G48860,,,,54.43394857,0.964038639,0.092733127,,,
AT1G49480,47.22023005,0.993264562,0.027903819,51.56386865,0.977523587,0.06263201,47.99133101,0.951867486,0.098670581
AT1G49630,,,,50.61454461,0.991339267,0.046480954,50.17622852,0.99178221,0.047462592
AT1G49760,49.94154788,0.993324088,0.030170712,41.05682492,0.986865297,0.051297414,40.33687659,0.99298424,0.037997718
AT1G49820,44.4846677,0.998645743,0.016775296,53.34108382,0.994902552,0.034718841,53.33956028,0.996443719,0.028159148
AT1G49970,40.3495827,0.99726686,0.019732919,55.48609458,0.993490777,0.038708383,55.22584036,0.994625111,0.035975847
AT1G50010,36.93348066,0.991714495,0.031592962,,,,,,
AT1G50200,46.6834346,0.998502603,0.018329133,49.09207133,0.999320564,0.013103302,48.96910649,0.999702171,0.008908052
AT1G50250,39.86849126,0.991025714,0.032932234,51.8285261,0.995324828,0.03304258,49.71785868,0.994838686,0.034748783
AT1G50320,60.28214962,0.973213152,0.061163957,58.95158599,0.984300994,0.050799536,60.66209884,0.972554259,0.07024535
AT1G50480,48.63103203,0.998356874,0.020483949,53.42371022,0.998763694,0.017454167,52.9623659,0.998132021,0.02152121
AT1G50670,39.79106159,0.99776903,0.018554913,44.3395797,0.993977753,0.034217892,,,
AT1G50940,43.15139282,0.998696887,0.017034192,52.02425536,0.992042972,0.044495953,50.98688448,0.986531733,0.057299637
AT1G51100,58.94473975,0.956513113,0.067233111,52.21822358,0.992880974,0.037092165,52.12878574,0.983000773,0.058979088
AT1G51560,44.64517751,0.987159355,0.048248073,54.35195864,0.953827622,0.095604309,,,
AT1G51590,,,,48.53430556,0.991840079,0.03790531,,,
AT1G51650,54.2744304,0.983094784,0.038716684,56.5805791,0.955515384,0.105101083,,,
AT1G51710,47.27772594,0.995801673,0.030110558,43.45339982,0.995247208,0.032805758,,,
AT1G51760,48.10258273,0.993938048,0.033829857,53.02623442,0.998607063,0.017255445,52.91402376,0.998488238,0.018648695
AT1G51980,34.24085885,0.99816858,0.015579735,54.53190888,0.993499259,0.039089695,54.87853478,0.993467882,0.040174084
AT1G52000,,,,45.93923319,0.98961729,0.04894035,,,
AT1G52230,54.58467135,0.991248223,0.033783759,59.42618108,0.985578359,0.054231279,60.68123135,0.975224822,0.072525553
AT1G52300,,,,64.46480358,0.932788825,0.091839413,,,
AT1G52380,64.42683598,0.985048687,0.035172758,51.35258867,0.993290974,0.035057136,,,
AT1G52400,50.39492304,0.989549168,0.050999434,55.07358723,0.991892524,0.039445041,56.13271857,0.990562345,0.042505576
AT1G52600,38.23551067,0.991874082,0.032997268,50.30690146,0.998407342,0.018399235,46.91917281,0.996030374,0.031029203
AT1G52730,44.39311872,0.998220683,0.016514534,52.65873949,0.997348641,0.024900127,50.75712072,0.989433505,0.050023967
AT1G52740,62.18777448,0.914944892,0.084440885,57.69190824,0.981823067,0.057287726,58.04914415,0.965411949,0.081537366
AT1G52760,39.53360453,0.995463983,0.027073679,48.53011207,0.979729405,0.075659872,,,
AT1G53240,51.45987241,0.998388833,0.020423485,55.15886155,0.99385892,0.038478186,55.41534844,0.994247429,0.037969019
AT1G53280,42.70365016,0.999192758,0.011572286,50.2795391,0.996193187,0.028956845,48.43062383,0.978296915,0.068040842
AT1G53310,38.27947724,0.998360511,0.017352526,50.37263961,0.998598121,0.018183369,50.1770115,0.998956074,0.016055708
AT1G53500,,,,41.4439866,0.986976703,0.051712888,,,
AT1G53520,51.21596532,0.998161589,0.021801276,54.11985124,0.997274973,0.026026779,53.20623003,0.9975206,0.025417883
AT1G53580,43.75048277,0.996453315,0.025531885,54.68744951,0.993566361,0.037382462,54.30397168,0.991663273,0.042504238
AT1G53750,33.95606267,0.990776966,0.033316459,45.7308068,0.982328482,0.066241168,45.78752683,0.977917744,0.07592687
AT1G53850,61.97811766,0.978299054,0.058935952,50.98254521,0.997359757,0.024013232,49.85043832,0.992776713,0.043075603
AT1G54000,50.33010194,0.994804623,0.028443504,58.58553513,0.976792777,0.059904425,,,
AT1G54010,65.70757513,0.943593268,0.078015911,,,,,,
AT1G54030,58.73759079,0.988220539,0.039173881,63.85997556,0.990346905,0.03503147,62.97173154,0.958766726,0.090093175
AT1G54100,50.09270341,0.990471349,0.04730702,55.8980157,0.98104374,0.066226105,56.44752298,0.989676681,0.049568203
AT1G54220,56.12972822,0.984589425,0.046315574,56.14084406,0.974962505,0.070647723,,,
AT1G54320,50.00379172,0.96953372,0.059735449,53.77064888,0.975936116,0.063249144,,,
AT1G54340,41.9377652,0.993434282,0.031630892,51.35061774,0.994189689,0.033990412,,,
AT1G54410,,,,59.46225175,0.958357013,0.076902167,60.71542459,0.981096146,0.060122047
AT1G54780,48.27571809,0.998496235,0.017651856,54.8046269,0.998123458,0.020582125,55.32920211,0.992689005,0.042331362
AT1G54830,52.34352161,0.938422699,0.118470933,,,,,,
AT1G55020,55.53402802,0.996481087,0.027257531,59.77895747,0.995797436,0.024420014,61.66339374,0.913435939,0.118073171
AT1G55490,50.11725038,0.999248105,0.010376931,54.23529768,0.998272585,0.020589929,54.08626777,0.998276169,0.020850713
AT1G55670,34.73739133,0.986512039,0.039892931,,,,58.53996275,0.984797656,0.058363652
AT1G55850,41.6529016,0.986007246,0.043446194,,,,,,
AT1G55890,45.84383459,0.99239993,0.03379707,43.51111146,0.996569606,0.02480051,,,
AT1G56110,39.4154534,0.998934007,0.012687795,46.66518676,0.998348475,0.019426905,46.42910592,0.996890232,0.027522085
AT1G56190,48.35058598,0.998857767,0.016982631,50.05770148,0.999120943,0.015070617,49.81728366,0.998778696,0.018074749
AT1G56330,41.76421987,0.999708407,0.007538771,,,,,,
AT1G56340,45.50811877,0.991723074,0.031932811,44.97107411,0.992945963,0.037164868,,,
AT1G56450,59.82125113,0.990095448,0.040749055,51.15136085,0.973414241,0.085246797,49.61124258,0.992739842,0.040198939
AT1G56580,45.20296609,0.998336746,0.017699582,45.61446058,0.995759392,0.029960687,45.27428019,0.984830524,0.061298431
AT1G57720,41.87898305,0.998737178,0.014469929,47.82124242,0.982184478,0.064959072,45.8067778,0.984157649,0.062180567
AT1G59610,,,,55.0982875,0.959995449,0.085518948,,,
AT1G59820,,,,53.62034141,0.994332543,0.035713845,,,
AT1G59830,,,,50.92648693,0.998572072,0.01740224,51.08802935,0.991602904,0.044816944
AT1G59870,31.51693687,0.994276888,0.026202466,48.43895133,0.997500008,0.024579371,48.38215927,0.996317077,0.031206703
AT1G59900,38.2584863,0.998115056,0.017556317,51.89353364,0.998138879,0.020321395,51.52958315,0.997998985,0.021486497
AT1G60070,42.12915266,0.998315927,0.015996333,49.89077398,0.997270673,0.02169438,,,
AT1G60080,52.47080094,0.991983559,0.037514317,,,,,,
AT1G60420,50.30207976,0.9963919,0.028178572,46.01097559,0.988580728,0.053704921,45.34499085,0.993654466,0.040463362
AT1G60710,55.77141531,0.994416698,0.033933712,57.0903063,0.996693126,0.026600773,57.40195521,0.995631986,0.031274033
AT1G60780,36.32255266,0.992283882,0.031540692,47.01503395,0.996133073,0.029238561,,,
AT1G61010,51.42830313,0.992388513,0.037582876,,,,,,
AT1G61150,58.0724435,0.990416938,0.035680267,48.91765951,0.983061714,0.055025259,,,
AT1G61250,45.81525422,0.984772721,0.041044194,,,,55.73219999,0.994247209,0.034137741
AT1G61520,32.67713454,0.992596404,0.030304119,56.82825469,0.983684177,0.060526133,56.87537392,0.985319988,0.057807352
AT1G61570,58.65620627,0.99073529,0.03296482,55.68751725,0.994540615,0.030971957,,,
AT1G61790,35.85161114,0.990509666,0.03673881,49.3955207,0.990565542,0.049677259,,,
AT1G61870,40.17528225,0.994678792,0.028236925,43.67501204,0.993191369,0.038002117,,,
AT1G62180,39.23715529,0.997616383,0.019587254,50.36106878,0.998209904,0.021337053,49.68462856,0.997230449,0.026757385
AT1G62380,43.91196627,0.999596844,0.008301011,43.46528961,0.997715228,0.022136052,43.34966857,0.997734055,0.023275223
AT1G62390,51.84300081,0.96933034,0.064636594,55.30323402,0.958722231,0.079212662,,,
AT1G62740,63.68012976,0.993295973,0.025343657,52.0193288,0.965499183,0.072805683,54.30038744,0.879678739,0.160824716
AT1G62750,46.08247215,0.998031099,0.020055543,47.28364712,0.993317702,0.043348995,46.85749881,0.995016584,0.038751129
AT1G63000,41.05766435,0.99541034,0.023935253,43.63005054,0.997232963,0.023901929,42.75478983,0.994658527,0.032869163
AT1G63180,,,,45.84809012,0.99229094,0.038015639,,,
AT1G63500,40.51701702,0.995138009,0.026403967,50.07101573,0.988350573,0.050278223,,,
AT1G63660,43.1201854,0.999014438,0.014167741,47.2496845,0.996336011,0.031084071,47.11562646,0.998038671,0.023388308
AT1G63780,43.34548448,0.983184582,0.048260589,,,,,,
AT1G63970,46.18530708,0.99867836,0.015041558,55.47373725,0.98736989,0.051646536,54.48410415,0.976012775,0.074921718
AT1G64040,,,,56.17339498,0.984985768,0.050475552,,,
AT1G64190,41.24791429,0.998822983,0.016208899,48.48009075,0.995886322,0.032007773,48.0800825,0.995504041,0.034539067
AT1G64330,,,,55.20870044,0.932523775,0.125574072,,,
AT1G64500,54.38886799,0.963334423,0.070746127,,,,,,
AT1G64520,44.61704698,0.999218896,0.012191051,51.77833504,0.988487927,0.048731834,50.99858101,0.988615476,0.05013987
AT1G64550,36.71569195,0.998111469,0.016379939,46.3796041,0.997157963,0.026011418,,,
AT1G64770,40.98413848,0.998669563,0.016040531,53.78539664,0.995093166,0.033219815,53.79469743,0.992905718,0.042581246
AT1G65010,54.27121605,0.983086672,0.045172174,,,,,,
AT1G65650,46.36665668,0.996583647,0.024541076,47.52394671,0.993308178,0.038209867,45.43499017,0.993241041,0.040511016
AT1G65930,52.95302304,0.993189652,0.040146945,54.60369785,0.999031053,0.015737171,54.65527551,0.998930906,0.016537416
AT1G65960,52.16117379,0.998596647,0.016527981,49.24764604,0.992263617,0.04457402,49.14867675,0.995236215,0.03512691
AT1G65980,55.55014464,0.990349333,0.042616816,49.83691948,0.996455807,0.028281858,49.6878401,0.995764432,0.031759728
AT1G66260,62.85827518,0.988749522,0.03108905,50.17518947,0.973646236,0.066151728,50.92132195,0.981672277,0.06032367
AT1G66270,,,,52.58774533,0.928018393,0.110528557,,,
AT1G66280,48.80945999,0.996083203,0.031206832,56.97097411,0.976040536,0.071488371,,,
AT1G66530,39.27750626,0.999078782,0.012714132,48.97331015,0.996685857,0.029076334,48.88659577,0.999210381,0.01520772
AT1G66580,35.11282598,0.975471268,0.050477739,50.84051006,0.997802661,0.020844547,51.46336031,0.993479312,0.037083367
AT1G66670,40.92561888,0.997465037,0.019771739,53.86914381,0.993653808,0.038908069,53.01636763,0.993245995,0.041914392
AT1G67080,49.62745714,0.995353986,0.026378508,60.99076427,0.981564175,0.055136042,,,
AT1G67090,56.71792122,0.982123257,0.063917049,58.50954798,0.987980956,0.053045054,58.87687466,0.985776651,0.059194256
AT1G67280,54.27623271,0.995483211,0.033288549,58.37695417,0.990798614,0.044376359,59.36925659,0.985927506,0.053693235
AT1G67680,45.1096189,0.986489993,0.038537467,48.49051454,0.988929727,0.046426096,48.46477216,0.968604754,0.083961028
AT1G67700,43.66724761,0.993792276,0.035572017,45.99982784,0.992760775,0.04383488,45.72371998,0.995512924,0.034842314
AT1G67730,34.40481799,0.996682812,0.020973327,54.73425691,0.994847811,0.032658061,54.45562989,0.993536288,0.036611523
AT1G67930,40.50634842,0.989923688,0.035797346,46.35255483,0.99190398,0.040418532,,,
AT1G68590,47.78574097,0.998294505,0.01737798,51.09569095,0.99659559,0.029602557,50.92866934,0.997298516,0.026138865
AT1G68830,31.6325544,0.974114037,0.054383905,48.67196972,0.997772957,0.022598252,47.76223915,0.997982074,0.022808121
AT1G69250,51.94825692,0.967064752,0.080898311,,,,,,
AT1G69510,,,,63.00958181,0.893100332,0.104967893,65.05041194,0.843993593,0.185288947
AT1G69830,39.34717675,0.999395262,0.009704988,42.26544541,0.996015644,0.029522365,41.89868593,0.996377434,0.028602704
AT1G69840,42.02860437,0.994524486,0.033100436,53.78446582,0.988300791,0.046844003,,,
AT1G69960,57.31440912,0.904009697,0.102076275,52.06133156,0.991871672,0.041573147,52.76562647,0.988729875,0.04958634
AT1G70310,51.8443981,0.996086695,0.02907819,57.11352024,0.995384495,0.028192338,58.04574495,0.989465502,0.043801757
AT1G70410,49.80824586,0.994231496,0.034018295,51.55023161,0.999455992,0.011616449,51.69151159,0.998873697,0.016999757
AT1G70580,44.70437342,0.99609337,0.025874042,50.52293565,0.990220233,0.045040047,49.63949,0.995398966,0.034128452
AT1G70600,54.16349953,0.986022839,0.044705911,,,,,,
AT1G70730,42.44563416,0.994336712,0.032091358,53.50504354,0.992878293,0.04029629,53.21483671,0.994750256,0.035043448
AT1G70770,45.57573617,0.998808604,0.01364742,48.46206093,0.9921886,0.039807339,45.3471867,0.996686491,0.029064135
AT1G70830,52.50442287,0.99615676,0.023777763,49.62977371,0.997673663,0.021759054,48.89720241,0.994204685,0.034855532
AT1G71500,35.14579147,0.990983896,0.034631846,49.8252585,0.99685777,0.028109214,49.75640407,0.997298149,0.026875176
AT1G71697,34.03086089,0.9974486,0.018577316,40.32804015,0.990847555,0.042854157,,,
AT1G71820,44.59003914,0.997863821,0.018577848,,,,,,
AT1G71880,,,,53.24074251,0.983378974,0.049136387,,,
AT1G72010,,,,53.53395299,0.917141459,0.098879868,,,
AT1G72150,41.46215751,0.996189206,0.024250894,45.25727099,0.99682281,0.027472931,45.4128206,0.992430362,0.042913108
AT1G72160,43.41957228,0.997871137,0.020819886,47.59675811,0.998625288,0.018325901,47.62036612,0.998376193,0.020552551
AT1G72330,50.37833227,0.994245596,0.034938212,53.29014179,0.998668692,0.017177513,53.53103222,0.995397198,0.032705689
AT1G72550,49.93913966,0.996049848,0.030243871,46.88916746,0.988357923,0.057807044,46.83129505,0.99315635,0.044844058
AT1G72680,46.37816027,0.996600687,0.025909821,54.06609789,0.995339655,0.031486314,53.08311823,0.989139938,0.051120619
AT1G72710,46.61312115,0.927028333,0.07290446,,,,,,
AT1G72750,,,,54.51598817,0.989521361,0.047460856,52.79816983,0.995233999,0.032885663
AT1G72810,50.59647424,0.992521171,0.036912025,53.9385923,0.998727682,0.015994961,53.67882656,0.988964614,0.049241864
AT1G72930,,,,40.31611675,0.995577607,0.030537762,,,
AT1G73030,63.19257429,0.982588099,0.035658394,51.08128933,0.960360746,0.079491178,47.62207566,0.967485609,0.079706062
AT1G73180,53.12010477,0.990979523,0.042164337,57.7115157,0.9875851,0.051819314,57.60145999,0.994890352,0.032196707
AT1G74030,48.55788046,0.999645691,0.009338964,52.37314133,0.994926539,0.036930542,51.41706531,0.996178182,0.031767519
AT1G74040,42.04295091,0.999725767,0.007280932,51.01920872,0.997377305,0.024882251,50.43640261,0.995989351,0.032790798
AT1G74060,47.97263549,0.995623878,0.026025203,59.89190589,0.833000898,0.20662625,,,
AT1G74260,41.74537303,0.999565941,0.009895635,52.26255957,0.993816249,0.038716349,52.01635948,0.993843234,0.039463611
AT1G74310,47.34226765,0.994834884,0.03239667,50.50080359,0.991261682,0.042446455,49.3691881,0.994471727,0.038043831
AT1G74380,41.45001235,0.989883904,0.039687107,,,,,,
AT1G74470,36.4874924,0.993791501,0.027880365,55.66519551,0.990439733,0.044732156,55.76936965,0.989341562,0.047605924
AT1G74500,55.77155611,0.964699142,0.101561734,56.71293767,0.986653723,0.051826375,,,
AT1G74880,52.44066832,0.955867717,0.063145372,50.82829658,0.998781209,0.015152767,53.27027508,0.996459176,0.026811925
AT1G74910,38.23379501,0.999263347,0.010837734,49.81168334,0.997956968,0.021562146,49.14617082,0.995864793,0.032750394
AT1G74920,45.59723365,0.996610585,0.028744969,52.25278632,0.997097483,0.02586108,51.73585626,0.995736817,0.031374862
AT1G74960,44.96424068,0.998598809,0.016787112,52.15207265,0.99877534,0.017668441,51.4942461,0.995444154,0.033374077
AT1G74970,49.12471368,0.980836866,0.060540165,64.35535075,0.855323275,0.139222663,64.57699667,0.885145107,0.175269297
AT1G75330,56.82661358,0.976426345,0.069649434,56.91253708,0.995384404,0.032571646,57.22325222,0.995042858,0.033889466
AT1G75680,45.26282938,0.988821629,0.051367527,50.41161873,0.976303566,0.074015273,,,
AT1G75840,,,,50.96675858,0.997638938,0.021630324,,,
AT1G75950,59.07573278,0.988810316,0.040902561,49.882568,0.99233942,0.041603149,49.53032282,0.992529916,0.042347958
AT1G76030,43.22318432,0.994090176,0.035154862,53.70853775,0.996483369,0.028874675,53.26669843,0.997824253,0.022584829
AT1G76080,50.77660452,0.994188543,0.035254724,53.66856394,0.996129793,0.030912663,53.51364683,0.999360608,0.012377578
AT1G76090,38.95972366,0.988086135,0.041563995,43.4591388,0.988658819,0.045115653,,,
AT1G76180,65.04764977,0.974697369,0.04461637,62.57206413,0.968027904,0.057565926,62.6928322,0.937495881,0.109379137
AT1G76400,39.1955143,0.997854838,0.018445434,49.03022518,0.997640333,0.022806251,48.1860704,0.991849285,0.04499534
AT1G76550,42.01705796,0.996826952,0.021312043,53.76673101,0.994432089,0.033815132,,,
AT1G76790,37.82345609,0.989173273,0.045641252,44.67176083,0.98346598,0.061187333,,,
AT1G77140,40.14202942,0.994019402,0.033128274,,,,,,
AT1G77180,64.3930014,0.966524674,0.050750177,49.61169959,0.9566898,0.075303422,,,
AT1G77510,60.37658535,0.995415796,0.023902629,47.36587857,0.99847525,0.018721631,47.09997753,0.996614269,0.028220782
AT1G78340,59.08036467,0.972770965,0.064724866,,,,,,
AT1G78370,50.59438594,0.998633444,0.017335066,53.37422246,0.999702287,0.008192712,53.2375862,0.999451522,0.011284005
AT1G78380,58.88255938,0.990395875,0.040796259,60.78550017,0.994851832,0.029229966,62.10513195,0.966380046,0.077946263
AT1G78570,34.23864813,0.987712224,0.038442549,42.68155509,0.993577874,0.035880915,42.33976389,0.993490313,0.038344685
AT1G78830,52.07976966,0.972559594,0.083759477,52.80882455,0.984252377,0.0617537,,,
AT1G78850,55.93874116,0.979715698,0.058709354,56.25046583,0.996460638,0.027461012,,,
AT1G78900,42.07932757,0.995423253,0.028445993,53.5106217,0.997665447,0.0242642,53.12372187,0.99920727,0.014156394
AT1G78920,60.48702158,0.963408334,0.061181883,62.01931296,0.96868793,0.060960638,63.91288499,0.906706505,0.132613225
AT1G78970,,,,48.41959322,0.983838826,0.053503507,,,
AT1G79010,48.45459982,0.998362423,0.016142299,52.01919409,0.997722862,0.022660306,,,
AT1G79040,59.02985863,0.945514705,0.072728629,62.0283113,0.965921327,0.074682712,,,
AT1G79210,61.20349742,0.969278581,0.075631407,,,,,,
AT1G79380,,,,56.40186241,0.964903461,0.084490688,,,
AT1G79440,58.67333832,0.992800748,0.037078104,57.24319127,0.988499954,0.049058811,57.87648177,0.989314325,0.04785445
AT1G79550,49.620981,0.997444259,0.026121023,53.22274658,0.997686146,0.024966277,53.16314615,0.998072928,0.02327449
AT1G79690,51.35586711,0.998696729,0.018473527,56.85963419,0.998037038,0.020343561,57.93320932,0.992292465,0.041324919
AT1G79750,56.93150818,0.996037941,0.027505204,59.20057134,0.99039004,0.04004449,59.57969295,0.965437949,0.079015622
AT1G79850,68.19173355,0.877017495,0.070974968,,,,,,
AT1G79870,42.37458247,0.998383263,0.018624562,49.98477757,0.996963975,0.027465059,50.06489059,0.997073296,0.028451171
AT1G79920,50.27789227,0.995207325,0.033545027,49.06351849,0.996568433,0.028832075,48.99848989,0.995267154,0.03498674
AT1G79930,50.68290008,0.997539192,0.02247867,49.31768276,0.999468701,0.01049002,,,
AT1G80360,38.07466315,0.995774461,0.023934375,54.50179795,0.995727495,0.030505611,54.06191515,0.997509397,0.02291602
AT1G80410,36.89298603,0.998376891,0.015317493,48.75270673,0.994677293,0.035702741,48.42345467,0.9936692,0.039956908
AT1G80480,43.30082323,0.997498803,0.019211946,47.68437398,0.996611844,0.027889225,46.89969096,0.994042298,0.039609557
AT1G80560,58.25392795,0.990442819,0.039506164,59.12857799,0.993379405,0.035623423,61.04096572,0.980810013,0.060596843
AT1G80600,54.45836734,0.996025433,0.029681127,56.16914076,0.990365642,0.046250687,56.6824336,0.991820223,0.043010209
AT1G80670,42.75276551,0.989713225,0.041083442,46.63573005,0.994021396,0.034555711,45.74136935,0.99172943,0.043725996
AT1G80750,39.8997067,0.990656092,0.034106399,50.12588557,0.99404033,0.034926102,,,
AT1G80840,57.82000944,0.877070313,0.149865179,,,,,,
AT2G01140,49.69872769,0.997390288,0.026254505,52.7419592,0.998276902,0.021757843,52.71992196,0.997918336,0.024360277
AT2G01250,34.02355025,0.978166638,0.049975043,53.34788774,0.893622015,0.157511476,51.03973825,0.880846253,0.183155095
AT2G01350,39.45767424,0.997757641,0.017813203,47.78569567,0.994530047,0.034332666,,,
AT2G01470,50.95588019,0.991596326,0.041474126,52.4191182,0.99430661,0.034269132,50.73527693,0.975930952,0.069024182
AT2G01720,38.74734027,0.997671656,0.019178406,49.51771357,0.99828316,0.020317997,49.18075583,0.997883548,0.023267141
AT2G03440,69.25780688,0.914539992,0.065665322,64.25779941,0.965260474,0.055430975,64.71827453,0.940855075,0.115467074
AT2G03680,66.44897378,0.959594017,0.047758994,65.46779831,0.966613084,0.05564917,65.15500943,0.963456148,0.098444078
AT2G03760,,,,45.84302125,0.991707284,0.040314773,,,
AT2G04030,40.78413746,0.998358286,0.015365172,47.39104067,0.99177325,0.043819845,46.960086,0.993108817,0.041355171
AT2G04280,45.78721706,0.997398902,0.021594606,48.53005686,0.993298278,0.039087991,48.71674687,0.988598485,0.054590901
AT2G04780,,,,59.93569277,0.980753896,0.05396407,58.89236022,0.970110251,0.072378668
AT2G05220,58.6693246,0.995207434,0.019939883,56.41024736,0.98784858,0.05051906,57.50575228,0.978181205,0.071864218
AT2G05310,57.16990411,0.97677156,0.044658595,61.85514251,0.982853435,0.050888818,63.7436279,0.951375272,0.100975814
AT2G05620,57.70775658,0.972617626,0.059379264,57.31672587,0.993892348,0.031027528,58.0415918,0.976443851,0.067123362
AT2G05710,43.39026298,0.997883802,0.021067354,53.1967193,0.997668146,0.024113015,52.62927458,0.997466522,0.026006836
AT2G05830,42.29487604,0.999361028,0.010109595,42.06945482,0.99255412,0.036861368,42.21507353,0.992576349,0.038451007
AT2G05840,60.2320268,0.981694552,0.059686894,49.54974506,0.985519979,0.054944699,48.62372916,0.986724923,0.053741902
AT2G05990,47.12117992,0.997279949,0.027065991,52.26382255,0.994665906,0.036358842,52.12080333,0.994556436,0.038399168
AT2G09990,,,,52.07544233,0.986602392,0.053371155,47.353598,0.975151434,0.068580444
AT2G10940,63.0704952,0.979308641,0.041231301,64.75220085,0.933832621,0.072996668,61.79594694,0.900216267,0.134728269
AT2G13360,54.40747156,0.998139453,0.019748225,56.06365123,0.990611369,0.046743181,56.07678725,0.99425573,0.035918797
AT2G13440,49.66437979,0.990563482,0.039859979,,,,,,
AT2G13560,50.24871529,0.993417552,0.038240284,52.48005064,0.997175726,0.025469582,52.78973344,0.99498924,0.036068432
AT2G14260,43.84610715,0.998765672,0.015800149,56.65673678,0.995494759,0.033226278,,,
AT2G14740,48.43233369,0.988498703,0.045400089,53.87685499,0.998747708,0.01648899,53.97647207,0.998317779,0.019238316
AT2G15620,48.40557173,0.998418353,0.020429735,53.38306965,0.998344718,0.019865754,53.31765001,0.998948015,0.016219917
AT2G15690,45.39600134,0.997047368,0.022484704,,,,,,
AT2G16370,43.31985802,0.987463389,0.045714516,52.39858035,0.996304128,0.027832618,,,
AT2G16600,55.39656568,0.977292965,0.045164471,43.54056081,0.978301597,0.065375468,41.3536314,0.982437959,0.06260272
AT2G16950,50.09168183,0.995398384,0.028627303,47.85311014,0.988739113,0.044441625,,,
AT2G17190,57.26789727,0.94909272,0.084819321,54.78996564,0.997547081,0.021179129,,,
AT2G17200,61.6631502,0.939454776,0.079129728,56.95885655,0.995095604,0.026861809,57.99686854,0.989916045,0.047080004
AT2G17290,39.17546365,0.980986325,0.056373063,,,,,,
AT2G17380,43.20952766,0.994878492,0.026779481,49.83404734,0.985133301,0.052452596,,,
AT2G17390,62.11744439,0.989664921,0.029102581,48.58099393,0.989717148,0.045091463,48.58881407,0.970025438,0.082062746
AT2G17630,47.27871236,0.999301942,0.012393032,52.05954992,0.996170516,0.029390779,51.78966947,0.998040658,0.021600978
AT2G17790,42.21838103,0.993816718,0.032187032,54.0931908,0.940543374,0.124833885,,,
AT2G17980,44.26036981,0.996887477,0.025124262,46.74674479,0.99766029,0.02438287,46.28225635,0.994950604,0.035246239
AT2G18020,52.30328435,0.981241548,0.037613394,,,,,,
AT2G18230,64.41014485,0.964670338,0.052620911,61.31904244,0.970254706,0.060586677,64.7253636,0.949958734,0.100964531
AT2G18330,48.39540856,0.988910337,0.036151797,50.29693462,0.982401438,0.057148062,,,
AT2G18710,32.96739127,0.993426843,0.028829979,55.98554667,0.979037353,0.069349516,56.28610511,0.990346053,0.044044737
AT2G18900,38.7866234,0.983319466,0.049514738,48.31825416,0.984456941,0.065427809,,,
AT2G18960,36.27900241,0.998688136,0.013661457,51.95959011,0.995602418,0.033249911,51.84009049,0.992717025,0.043163207
AT2G19430,,,,59.14554037,0.894570626,0.139037614,,,
AT2G19520,,,,61.86169331,0.92857784,0.119120348,,,
AT2G19730,62.83584409,0.973621549,0.048485589,62.01476774,0.987269009,0.039305198,63.03958897,0.988736181,0.050344342
AT2G19740,,,,65.72275209,0.924009737,0.097536613,,,
AT2G19940,63.23389604,0.992363629,0.031268931,59.07141309,0.993644912,0.032148979,60.72009026,0.996019338,0.026594084
AT2G20140,34.3958839,0.993654568,0.027992802,,,,,,
AT2G20260,,,,63.87089063,0.958773528,0.072221536,63.39757878,0.967799566,0.082638621
AT2G20280,61.19112878,0.968277844,0.053675025,,,,,,
AT2G20360,38.05551112,0.989280389,0.043425175,52.66020806,0.995757719,0.032129955,51.94344703,0.994614776,0.037774049
