experiment,source_file,source_row,source_protein,source_gene_name,mapping_accession,protein_accession,protein_gene_name_match,gene,mapping_status,selection_rank,selected_for_wide_table,Tm,R2,RSE
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1,A0A178VBR3,A0A178VBR3,A0A178VBR3,A0A178VBR3,True,,unmapped_to_nodes,,False,40.36425194,0.992091222,0.038878113
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,2,A0A1I9LM41,A0A1I9LM41,A0A1I9LM41,A0A1I9LM41,True,,unmapped_to_nodes,,False,55.96360942,0.904343048,0.133543039
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,3,A0A1I9LQP3,A0A1I9LQP3,A0A1I9LQP3,A0A1I9LQP3,True,,unmapped_to_nodes,,False,59.80261802,0.909234928,0.089053138
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,4,A0A1P8APK3,A0A1P8APK3,A0A1P8APK3,A0A1P8APK3,True,,unmapped_to_nodes,,False,39.65151542,0.994302447,0.0281085
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,5,A0A1P8AX61,A0A1P8AX61,A0A1P8AX61,A0A1P8AX61,True,,unmapped_to_nodes,,False,51.23306805,0.993301708,0.037658887
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,6,A0A1P8B5Y0,A0A1P8B5Y0,A0A1P8B5Y0,A0A1P8B5Y0,True,,unmapped_to_nodes,,False,36.14735465,0.976719425,0.049202098
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,7,A0A1P8B8I9,A0A1P8B8I9,A0A1P8B8I9,A0A1P8B8I9,True,,unmapped_to_nodes,,False,43.454804,0.985697015,0.058068509
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,8,A0A1P8B9B0,A0A1P8B9B0,A0A1P8B9B0,A0A1P8B9B0,True,,unmapped_to_nodes,,False,54.80018593,0.990417091,0.043075384
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,9,A0A1P8B9Q7,A0A1P8B9Q7,A0A1P8B9Q7,A0A1P8B9Q7,True,,unmapped_to_nodes,,False,56.35599958,0.985751831,0.040538196
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,10,A0A1P8BAY5,A0A1P8BAY5,A0A1P8BAY5,A0A1P8BAY5,True,,unmapped_to_nodes,,False,49.92040629,0.99840794,0.019965018
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,11,A0A1P8BBL0,A0A1P8BBL0,A0A1P8BBL0,A0A1P8BBL0,True,,unmapped_to_nodes,,False,61.57210625,0.957154124,0.08352563
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,12,A0A1P8BF77,A0A1P8BF77,A0A1P8BF77,A0A1P8BF77,True,,unmapped_to_nodes,,False,41.94980306,0.997742997,0.019768161
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,13,A0A1P8BFH2,A0A1P8BFH2,A0A1P8BFH2,A0A1P8BFH2,True,,unmapped_to_nodes,,False,43.47311308,0.990477332,0.041509884
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,14,A0A1P8BH73,A0A1P8BH73,A0A1P8BH73,A0A1P8BH73,True,,unmapped_to_nodes,,False,56.85298833,0.996172161,0.022963375
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,15,A0A1R7T3C8,A0A1R7T3C8,A0A1R7T3C8,A0A1R7T3C8,True,,unmapped_to_nodes,,False,39.51100263,0.997402371,0.021713406
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,16,A0A2H1ZEK8,A0A2H1ZEK8,A0A2H1ZEK8,A0A2H1ZEK8,True,,unmapped_to_nodes,,False,59.05623875,0.988989714,0.033576946
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,17,A1L4Y1,A1L4Y1,A1L4Y1,A1L4Y1,True,,unmapped_to_nodes,,False,37.68307777,0.993591266,0.029623121
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,18,A8MRZ7,A8MRZ7,A8MRZ7,A8MRZ7,True,,unmapped_to_nodes,,False,39.17469727,0.999649166,0.007788017
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,19,A8MS69,A8MS69,A8MS69,A8MS69,True,,unmapped_to_nodes,,False,49.19700258,0.999257331,0.013200614
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,20,B3H6I9,B3H6I9,B3H6I9,B3H6I9,True,,unmapped_to_nodes,,False,49.5824479,0.994392978,0.034657268
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,22,B3H7F6,B3H7F6,B3H7F6,B3H7F6,True,,unmapped_to_nodes,,False,61.55110357,0.899386997,0.08971768
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,23,B3H7J6,B3H7J6,B3H7J6,B3H7J6,True,,unmapped_to_nodes,,False,32.88341932,0.98420575,0.041384364
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,24,B9DG18,B9DG18,B9DG18,B9DG18,True,,unmapped_to_nodes,,False,47.22335855,0.995529419,0.03177639
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,25,F4HNW2,F4HNW2,F4HNW2,F4HNW2,True,,unmapped_to_nodes,,False,58.01026743,0.965029636,0.055992021
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,26,F4HVV7,F4HVV7,F4HVV7,F4HVV7,True,,unmapped_to_nodes,,False,60.67846057,0.963404734,0.061921803
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,27,F4I035,F4I035,F4I035,F4I035,True,,unmapped_to_nodes,,False,44.3534017,0.998025273,0.018490636
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,28,F4I096,F4I096,F4I096,F4I096,True,,unmapped_to_nodes,,False,45.60743415,0.997796737,0.023180651
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,29,F4I7V2,F4I7V2,F4I7V2,F4I7V2,True,,unmapped_to_nodes,,False,44.88221607,0.996071973,0.029232665
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,30,F4IFM6,F4IFM6,F4IFM6,F4IFM6,True,,unmapped_to_nodes,,False,44.42358424,0.998892505,0.014295139
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,31,F4IFV5,F4IFV5,F4IFV5,F4IFV5,True,,unmapped_to_nodes,,False,53.87163435,0.980186365,0.055555815
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,32,F4IZ56,F4IZ56,F4IZ56,F4IZ56,True,,unmapped_to_nodes,,False,40.8693222,0.994541997,0.029462708
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,33,F4IZR5,F4IZR5,F4IZR5,F4IZR5,True,,unmapped_to_nodes,,False,37.98133451,0.981173444,0.052931031
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,34,F4J7Q0,F4J7Q0,F4J7Q0,F4J7Q0,True,,unmapped_to_nodes,,False,33.12054093,0.993546796,0.028254636
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,35,F4JB05,F4JB05,F4JB05,F4JB05,True,,unmapped_to_nodes,,False,54.24964829,0.990086626,0.041383589
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,36,F4JKM2,F4JKM2,F4JKM2,F4JKM2,True,,unmapped_to_nodes,,False,44.43520879,0.993725282,0.03667319
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,37,F4JP46,F4JP46,F4JP46,F4JP46,True,,unmapped_to_nodes,,False,47.16653672,0.996673631,0.026700697
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,38,F4JQZ0,F4JQZ0,F4JQZ0,F4JQZ0,True,,unmapped_to_nodes,,False,40.37279777,0.995243332,0.025333106
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,39,F4JZ25,F4JZ25,F4JZ25,F4JZ25,True,,unmapped_to_nodes,,False,44.39229825,0.994394598,0.034639097
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,40,F4K2C6,F4K2C6,F4K2C6,F4K2C6,True,,unmapped_to_nodes,,False,35.71153171,0.991062984,0.033647623
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,41,F4K452,F4K452,F4K452,F4K452,True,,unmapped_to_nodes,,False,41.13218211,0.998078792,0.018583308
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,42,F4K8N1,F4K8N1,F4K8N1,F4K8N1,True,,unmapped_to_nodes,,False,44.74172143,0.996449118,0.030245185
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,43,F4KBV0,F4KBV0,F4KBV0,F4KBV0,True,,unmapped_to_nodes,,False,40.75208468,0.988398351,0.037578447
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,44,F4KGM7,F4KGM7,F4KGM7,F4KGM7,True,,unmapped_to_nodes,,False,37.88009141,0.990297551,0.03662814
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,45,O04147,O04147,O04147,O04147,True,,unmapped_to_nodes,,False,45.828083,0.989358623,0.047914311
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,46,O04193,O04193,O04193,O04193,True,,unmapped_to_nodes,,False,59.01293047,0.928714675,0.072678968
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,52,O64767,O64767,O64767,O64767,True,,unmapped_to_nodes,,False,48.90599872,0.999042632,0.016086894
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,57,P46310,P46310,P46310,P46310,True,,unmapped_to_nodes,,False,40.71069012,0.98645909,0.044277797
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,61,Q1G3U6,Q1G3U6,Q1G3U6,Q1G3U6,True,,unmapped_to_nodes,,False,53.94139572,0.980978005,0.059102709
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,62,Q29Q13,Q29Q13,Q29Q13,Q29Q13,True,,unmapped_to_nodes,,False,40.70318717,0.994878157,0.031447954
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,65,Q4PSZ5,Q4PSZ5,Q4PSZ5,Q4PSZ5,True,,unmapped_to_nodes,,False,45.55144983,0.99114349,0.045977488
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,66,Q56X52,Q56X52,Q56X52,Q56X52,True,,unmapped_to_nodes,,False,45.34952617,0.972799083,0.063951249
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,67,Q84JZ4,Q84JZ4,Q84JZ4,Q84JZ4,True,,unmapped_to_nodes,,False,54.23244234,0.976037499,0.065827057
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,68,Q84W91,Q84W91,Q84W91,Q84W91,True,,unmapped_to_nodes,,False,48.11264913,0.965838444,0.057950993
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,69,Q8GZ28,Q8GZ28,Q8GZ28,Q8GZ28,True,,unmapped_to_nodes,,False,41.93377308,0.99732269,0.021501458
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,70,Q8H1Q2,Q8H1Q2,Q8H1Q2,Q8H1Q2,True,,unmapped_to_nodes,,False,48.28562925,0.994767406,0.030600063
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,72,Q8RX87,Q8RX87,Q8RX87,Q8RX87,True,,unmapped_to_nodes,,False,39.97130986,0.993209806,0.030813106
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,73,Q8W115,Q8W115,Q8W115,Q8W115,True,,unmapped_to_nodes,,False,50.01240054,0.980633259,0.049225117
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,74,Q93Z30,Q93Z30,Q93Z30,Q93Z30,True,,unmapped_to_nodes,,False,51.24087133,0.995672331,0.02476338
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,75,Q944J2,Q944J2,Q944J2,Q944J2,True,,unmapped_to_nodes,,False,45.02362454,0.996820998,0.025865779
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,76,Q94C15,Q94C15,Q94C15,Q94C15,True,,unmapped_to_nodes,,False,50.31450351,0.980370125,0.06472087
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,78,Q9C8H3,Q9C8H3,Q9C8H3,Q9C8H3,True,,unmapped_to_nodes,,False,39.0429564,0.988306759,0.045644455
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,80,Q9C9N4,Q9C9N4,Q9C9N4,Q9C9N4,True,,unmapped_to_nodes,,False,46.15303793,0.998288191,0.016794983
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,82,Q9FHB8,Q9FHB8,Q9FHB8,Q9FHB8,True,,unmapped_to_nodes,,False,36.70545945,0.99689765,0.020739428
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,83,Q9FK23,Q9FK23,Q9FK23,Q9FK23,True,,unmapped_to_nodes,,False,37.47892477,0.997229502,0.019989491
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,84,Q9FN18,Q9FN18,Q9FN18,Q9FN18,True,,unmapped_to_nodes,,False,38.07575993,0.987568534,0.038670328
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,85,Q9FXJ2,Q9FXJ2,Q9FXJ2,Q9FXJ2,True,,unmapped_to_nodes,,False,48.53903889,0.984911952,0.049457625
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,86,Q9LK77,Q9LK77,Q9LK77,Q9LK77,True,,unmapped_to_nodes,,False,55.38634297,0.969117461,0.070172202
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,87,Q9LME7,Q9LME7,Q9LME7,Q9LME7,True,,unmapped_to_nodes,,False,53.89078428,0.896968243,0.109598208
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,89,Q9LQ96,Q9LQ96,Q9LQ96,Q9LQ96,True,,unmapped_to_nodes,,False,48.98590542,0.947407421,0.082954412
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,91,Q9LTM0,Q9LTM0,Q9LTM0,Q9LTM0,True,,unmapped_to_nodes,,False,38.09708535,0.997632545,0.019470298
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,93,Q9M076,Q9M076,Q9M076,Q9M076,True,,unmapped_to_nodes,,False,50.51676785,0.983460673,0.061475543
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,94,Q9M1R1,Q9M1R1,Q9M1R1,Q9M1R1,True,,unmapped_to_nodes,,False,44.88259137,0.992616342,0.040502471
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,96,Q9M9B4,Q9M9B4,Q9M9B4,Q9M9B4,True,,unmapped_to_nodes,,False,41.57070463,0.830296327,0.125381114
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,97,Q9MBH1,Q9MBH1,Q9MBH1,Q9MBH1,True,,unmapped_to_nodes,,False,39.39572043,0.98872756,0.042226196
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,98,Q9S9T7,Q9S9T7,Q9S9T7,Q9S9T7,True,,unmapped_to_nodes,,False,49.7714139,0.99375375,0.030720403
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,99,Q9SAV3,Q9SAV3,Q9SAV3,Q9SAV3,True,,unmapped_to_nodes,,False,44.37430085,0.992440626,0.033784403
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,102,Q9SR43,Q9SR43,Q9SR43,Q9SR43,True,,unmapped_to_nodes,,False,42.34320929,0.998204936,0.018364517
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,103,Q9SR93,Q9SR93,Q9SR93,Q9SR93,True,,unmapped_to_nodes,,False,50.52277964,0.968559146,0.067720489
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,105,Q9ST43,Q9ST43,Q9ST43,Q9ST43,True,,unmapped_to_nodes,,False,42.25739534,0.998332262,0.019074515
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,106,Q9STI1,Q9STI1,Q9STI1,Q9STI1,True,,unmapped_to_nodes,,False,39.09979134,0.997663791,0.019651167
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,108,Q9SVL9,Q9SVL9,Q9SVL9,Q9SVL9,True,,unmapped_to_nodes,,False,48.11981291,0.960132888,0.092554597
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,109,Q9XIA9,Q9XIA9,Q9XIA9,Q9XIA9,True,,unmapped_to_nodes,,False,35.63848719,0.999308273,0.010080332
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,110,Q9ZR02,Q9ZR02,Q9ZR02,Q9ZR02,True,,unmapped_to_nodes,,False,44.82565531,0.985629911,0.053142918
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,113,Q9ZVJ2,Q9ZVJ2,Q9ZVJ2,Q9ZVJ2,True,,unmapped_to_nodes,,False,43.15210035,0.984133321,0.056735266
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,114,A0A178U9N5,A0A178U9N5,A0A178U9N5,A0A178U9N5,True,,unmapped_to_nodes,,False,38.23498421,0.998333516,0.015866304
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,115,A0A178UWU9,A0A178UWU9,A0A178UWU9,A0A178UWU9,True,,unmapped_to_nodes,,False,49.26440477,0.99678931,0.028106253
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,117,A0A1I9LL70,A0A1I9LL70,A0A1I9LL70,A0A1I9LL70,True,,unmapped_to_nodes,,False,38.06185075,0.999564203,0.008630476
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,118,A0A1I9LM53,A0A1I9LM53,A0A1I9LM53,A0A1I9LM53,True,,unmapped_to_nodes,,False,41.94624003,0.99780314,0.019076486
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,119,A0A1I9LMB4,A0A1I9LMB4,A0A1I9LMB4,A0A1I9LMB4,True,,unmapped_to_nodes,,False,35.76381395,0.989379506,0.037283629
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,120,A0A1I9LMK8,A0A1I9LMK8,A0A1I9LMK8,A0A1I9LMK8,True,,unmapped_to_nodes,,False,47.08686096,0.997739479,0.022469006
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,121,A0A1I9LNS4,A0A1I9LNS4,A0A1I9LNS4,A0A1I9LNS4,True,,unmapped_to_nodes,,False,37.60819763,0.997774935,0.017922591
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,122,A0A1I9LNT2,A0A1I9LNT2,A0A1I9LNT2,A0A1I9LNT2,True,,unmapped_to_nodes,,False,48.74215886,0.99963111,0.008101281
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,123,A0A1I9LNZ1,A0A1I9LNZ1,A0A1I9LNZ1,A0A1I9LNZ1,True,,unmapped_to_nodes,,False,61.05497013,0.978072255,0.055759212
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,124,A0A1I9LPI4,A0A1I9LPI4,A0A1I9LPI4,A0A1I9LPI4,True,,unmapped_to_nodes,,False,39.19398647,0.981302332,0.056430098
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,125,A0A1I9LRA3,A0A1I9LRA3,A0A1I9LRA3,A0A1I9LRA3,True,,unmapped_to_nodes,,False,51.89536951,0.99328118,0.040137027
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,126,A0A1I9LRJ6,A0A1I9LRJ6,A0A1I9LRJ6,A0A1I9LRJ6,True,,unmapped_to_nodes,,False,45.29336587,0.993628807,0.034203711
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,127,A0A1I9LRK5,A0A1I9LRK5,A0A1I9LRK5,A0A1I9LRK5,True,,unmapped_to_nodes,,False,41.14423106,0.958201245,0.061776763
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,128,A0A1I9LTQ6,A0A1I9LTQ6,A0A1I9LTQ6,A0A1I9LTQ6,True,,unmapped_to_nodes,,False,36.80338293,0.997239243,0.019692579
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,129,A0A1I9LTR7,A0A1I9LTR7,A0A1I9LTR7,A0A1I9LTR7,True,,unmapped_to_nodes,,False,58.72280595,0.988121048,0.031969473
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,130,A0A1P8ANX8,A0A1P8ANX8,A0A1P8ANX8,A0A1P8ANX8,True,,unmapped_to_nodes,,False,54.7135832,0.995143212,0.025852994
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,131,A0A1P8AP70,A0A1P8AP70,A0A1P8AP70,A0A1P8AP70,True,,unmapped_to_nodes,,False,52.88694979,0.997772587,0.023241168
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,132,A0A1P8API2,A0A1P8API2,A0A1P8API2,A0A1P8API2,True,,unmapped_to_nodes,,False,51.84573874,0.992595671,0.040553792
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,133,A0A1P8APR6,A0A1P8APR6,A0A1P8APR6,A0A1P8APR6,True,,unmapped_to_nodes,,False,34.11166652,0.993497494,0.028987834
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,134,A0A1P8AQD4,A0A1P8AQD4,A0A1P8AQD4,A0A1P8AQD4,True,,unmapped_to_nodes,,False,48.24031187,0.988845554,0.036066829
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,135,A0A1P8AS55,A0A1P8AS55,A0A1P8AS55,A0A1P8AS55,True,,unmapped_to_nodes,,False,46.41722723,0.998659825,0.015346799
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,136,A0A1P8ASR1,A0A1P8ASR1,A0A1P8ASR1,A0A1P8ASR1,True,,unmapped_to_nodes,,False,38.93608151,0.991786515,0.032380578
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,137,A0A1P8ATB0,A0A1P8ATB0,A0A1P8ATB0,A0A1P8ATB0,True,,unmapped_to_nodes,,False,53.53183535,0.966767895,0.060492187
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,138,A0A1P8ATL2,A0A1P8ATL2,A0A1P8ATL2,A0A1P8ATL2,True,,unmapped_to_nodes,,False,57.57985121,0.990354654,0.043393072
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,139,A0A1P8ATN7,A0A1P8ATN7,A0A1P8ATN7,A0A1P8ATN7,True,,unmapped_to_nodes,,False,53.03396711,0.995522439,0.033646052
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,140,A0A1P8ATW8,A0A1P8ATW8,A0A1P8ATW8,A0A1P8ATW8,True,,unmapped_to_nodes,,False,47.6290957,0.993910062,0.038633328
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,141,A0A1P8AV08,A0A1P8AV08,A0A1P8AV08,A0A1P8AV08,True,,unmapped_to_nodes,,False,55.01714096,0.996276898,0.029613053
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,142,A0A1P8AWP9,A0A1P8AWP9,A0A1P8AWP9,A0A1P8AWP9,True,,unmapped_to_nodes,,False,44.19609125,0.991764172,0.039643578
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,143,A0A1P8AWQ1,A0A1P8AWQ1,A0A1P8AWQ1,A0A1P8AWQ1,True,,unmapped_to_nodes,,False,49.02662968,0.998622209,0.01555236
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,144,A0A1P8AWV1,A0A1P8AWV1,A0A1P8AWV1,A0A1P8AWV1,True,,unmapped_to_nodes,,False,55.20485828,0.996330833,0.024539878
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,145,A0A1P8AX55,A0A1P8AX55,A0A1P8AX55,A0A1P8AX55,True,,unmapped_to_nodes,,False,61.85513836,0.976150327,0.066591097
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,146,A0A1P8AXC1,A0A1P8AXC1,A0A1P8AXC1,A0A1P8AXC1,True,,unmapped_to_nodes,,False,39.36822691,0.999283839,0.010466544
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,147,A0A1P8AXC4,A0A1P8AXC4,A0A1P8AXC4,A0A1P8AXC4,True,,unmapped_to_nodes,,False,49.43419865,0.985478822,0.060339327
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,148,A0A1P8AXD8,A0A1P8AXD8,A0A1P8AXD8,A0A1P8AXD8,True,,unmapped_to_nodes,,False,41.07491295,0.996486198,0.021759321
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,149,A0A1P8AXW4,A0A1P8AXW4,A0A1P8AXW4,A0A1P8AXW4,True,,unmapped_to_nodes,,False,51.19246693,0.996962231,0.024823791
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,150,A0A1P8AYA1,A0A1P8AYA1,A0A1P8AYA1,A0A1P8AYA1,True,,unmapped_to_nodes,,False,44.55181955,0.98031777,0.075106575
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,151,A0A1P8AZH4,A0A1P8AZH4,A0A1P8AZH4,A0A1P8AZH4,True,,unmapped_to_nodes,,False,51.70180769,0.996297786,0.023087587
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,152,A0A1P8AZJ3,A0A1P8AZJ3,A0A1P8AZJ3,A0A1P8AZJ3,True,,unmapped_to_nodes,,False,54.40188863,0.944398164,0.070590046
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,153,A0A1P8AZL4,A0A1P8AZL4,A0A1P8AZL4,A0A1P8AZL4,True,,unmapped_to_nodes,,False,50.26112115,0.991310547,0.042327352
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,154,A0A1P8AZP9,A0A1P8AZP9,A0A1P8AZP9,A0A1P8AZP9,True,,unmapped_to_nodes,,False,55.43569378,0.9957002,0.030905148
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,155,A0A1P8B1A9,A0A1P8B1A9,A0A1P8B1A9,A0A1P8B1A9,True,,unmapped_to_nodes,,False,61.95049179,0.934507342,0.107746655
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,156,A0A1P8B223,A0A1P8B223,A0A1P8B223,A0A1P8B223,True,,unmapped_to_nodes,,False,44.58552049,0.99636184,0.026993212
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,157,A0A1P8B252,A0A1P8B252,A0A1P8B252,A0A1P8B252,True,,unmapped_to_nodes,,False,61.85397319,0.98725341,0.038629923
