node,abundance_file_1,n_uniprot_abundance_values_file_1,matched_uniprot_accessions_file_1,abundance_file_2,n_uniprot_abundance_values_file_2,matched_uniprot_accessions_file_2,abundance_file_3,n_uniprot_abundance_values_file_3,matched_uniprot_accessions_file_3,abundance_file_4,n_uniprot_abundance_values_file_4,matched_uniprot_accessions_file_4,abundance_file_5,n_uniprot_abundance_values_file_5,matched_uniprot_accessions_file_5,abundance_file_6,n_uniprot_abundance_values_file_6,matched_uniprot_accessions_file_6,abundance_file_7,n_uniprot_abundance_values_file_7,matched_uniprot_accessions_file_7,n_abundance_files_with_values,harmonized_abundance
AT1G01050,255.0,1,Q93V56,133.0,1.0,Q93V56,93.2,1.0,Q93V56,484.0,1.0,Q93V56,67.1,1.0,Q93V56,,,,,,,5,133.0
AT1G01060,0.295,1,Q6R0H1,0.244,1.0,Q6R0H1,1.01,1.0,Q6R0H1,,,,,,,,,,,,,3,0.295
AT1G01090,172.0,1,O24457,40.8,1.0,O24457,102.0,1.0,O24457,273.0,1.0,O24457,214.0,1.0,O24457,96.8,1.0,O24457,101.0,1.0,O24457,7,102.0
AT1G01100,1928.0,1,Q8LCW9,3051.0,1.0,Q8LCW9,5572.0,1.0,Q8LCW9,247.0,1.0,Q8LCW9,760.0,1.0,Q8LCW9,,,,,,,5,1928.0
AT1G01120,0.973,1,Q9MAM3,0.448,1.0,Q9MAM3,1.67,1.0,Q9MAM3,1.07,1.0,Q9MAM3,0.746,1.0,Q9MAM3,,,,,,,5,0.973
AT1G01200,7.53,1,Q9LNK1,2.65,1.0,Q9LNK1,24.4,1.0,Q9LNK1,1.62,1.0,Q9LNK1,1.81,1.0,Q9LNK1,,,,,,,5,2.65
AT1G01290,2.0,1,Q39056,1.49,1.0,Q39056,,,,4.13,1.0,Q39056,,,,,,,,,,3,2.0
AT1G01340,3.22,1,Q9LNJ0,,,,0.024,1.0,Q9LNJ0,7.23,1.0,Q9LNJ0,,,,,,,,,,3,3.22
AT1G01360,0.795,1,Q84MC7,,,,,,,1.79,1.0,Q84MC7,,,,,,,,,,2,1.2925
AT1G01370,21.4,1,Q8RVQ9,51.6,1.0,Q8RVQ9,27.8,1.0,Q8RVQ9,17.7,1.0,Q8RVQ9,69.1,1.0,Q8RVQ9,,,,,,,5,27.8
AT1G01560,15.2,1,Q9LMM5,16.1,1.0,Q9LMM5,7.41,1.0,Q9LMM5,25.2,1.0,Q9LMM5,38.0,1.0,Q9LMM5,,,,,,,5,16.1
AT1G01610,17.2,1,Q9LMM0,1.5,1.0,Q9LMM0,3.65,1.0,Q9LMM0,35.5,1.0,Q9LMM0,32.0,1.0,Q9LMM0,,,,,,,5,17.2
AT1G01620,211.0,1,Q08733,306.0,1.0,Q08733,501.0,1.0,Q08733,98.1,1.0,Q08733,163.0,1.0,Q08733,,,,,,,5,211.0
AT1G01820,26.3,1,Q9LQ73,21.8,1.0,Q9LQ73,14.6,1.0,Q9LQ73,44.1,1.0,Q9LQ73,50.5,1.0,Q9LQ73,,,,,,,5,26.3
AT1G01880,0.015,1,Q9LPD2,0.137,1.0,Q9LPD2,,,,,,,,,,,,,,,,2,0.07600000000000001
AT1G01940,17.8,1,Q9LPC7,1.38,1.0,Q9LPC7,3.19,1.0,Q9LPC7,37.2,1.0,Q9LPC7,25.6,1.0,Q9LPC7,,,,,,,5,17.8
AT1G01960,22.7,1,Q9LPC5,22.7,1.0,Q9LPC5,17.6,1.0,Q9LPC5,33.2,1.0,Q9LPC5,104.0,1.0,Q9LPC5,,,,,,,5,22.7
AT1G01970,0.206,1,Q9LPC4,1.76,1.0,Q9LPC4,,,,,,,2.2,1.0,Q9LPC4,,,,,,,3,1.76
AT1G01990,0.021,1,Q9LPC2,0.193,1.0,Q9LPC2,,,,,,,,,,,,,,,,2,0.107
AT1G02065,0.001,1,Q8GXL3,0.009,1.0,Q8GXL3,,,,,,,,,,,,,,,,2,0.004999999999999999
AT1G02090,26.4,1,Q94JU3,32.2,1.0,Q94JU3,20.8,1.0,Q94JU3,38.5,1.0,Q94JU3,34.6,1.0,Q94JU3,,,,,,,5,32.2
AT1G02130,57.3,1,P28188,42.0,1.0,P28188,89.8,1.0,P28188,63.0,1.0,P28188,99.1,1.0,P28188,,,,,,,5,63.0
AT1G02140,84.3,1,O23676,144.0,1.0,O23676,34.5,1.0,O23676,131.0,1.0,O23676,177.0,1.0,O23676,,,,,,,5,131.0
AT1G02280,54.3,1,O23680,3.99,1.0,O23680,50.9,1.0,O23680,16.9,1.0,O23680,146.0,1.0,O23680,198.0,1.0,O23680,167.0,1.0,O23680,7,54.3
AT1G02330,6.6,1,F4HVZ5,15.1,1.0,F4HVZ5,4.91,1.0,F4HVZ5,8.16,1.0,F4HVZ5,6.15,1.0,F4HVZ5,,,,,,,5,6.6
AT1G02500,502.0,1,P23686,781.0,1.0,P23686,520.0,1.0,P23686,603.0,1.0,P23686,81.4,1.0,P23686,57.6,1.0,P23686,70.3,1.0,P23686,7,502.0
AT1G02510,0.05,1,Q9FWX6,0.47,1.0,Q9FWX6,,,,,,,,,,,,,,,,2,0.26
AT1G02520,6.0,1,Q9FWX7,8.14,1.0,Q9FWX7,6.35,1.0,Q9FWX7,7.72,1.0,Q9FWX7,0.758,1.0,Q9FWX7,,,,,,,5,6.35
AT1G02530,5.4,1,Q9FWX8,4.5,1.0,Q9FWX8,7.62,1.0,Q9FWX8,6.49,1.0,Q9FWX8,,,,,,,,,,4,5.945
AT1G02560,140.0,1,Q9S834,58.7,1.0,Q9S834,138.0,1.0,Q9S834,170.0,1.0,Q9S834,171.0,1.0,Q9S834,82.9,1.0,Q9S834,142.0,1.0,Q9S834,7,140.0
AT1G02580,0.042,1,O65312,0.133,1.0,O65312,,,,,,,3.42,1.0,O65312,,,,,,,3,0.133
AT1G02640,11.7,1,Q94KD8,0.615,1.0,Q94KD8,9.63,1.0,Q94KD8,20.2,1.0,Q94KD8,8.16,1.0,Q94KD8,,,,,,,5,9.63
AT1G02690,26.8,1,Q9FWY7,31.8,1.0,Q9FWY7,19.5,1.0,Q9FWY7,39.6,1.0,Q9FWY7,71.9,1.0,Q9FWY7,,,,,,,5,31.8
AT1G02740,0.197,1,Q4V3E2,1.84,1.0,Q4V3E2,,,,,,,,,,,,,,,,2,1.0185
AT1G02750,0.353,1,Q8GWK1,,,,,,,0.795,1.0,Q8GWK1,,,,,,,,,,2,0.5740000000000001
AT1G02780,1479.0,1,Q9SRX2,1869.0,1.0,Q9SRX2,1338.0,1.0,Q9SRX2,1089.0,1.0,Q9SRX2,6290.0,1.0,Q9SRX2,3455.0,1.0,Q9SRX2,1119.0,1.0,Q9SRX2,7,1479.0
AT1G02830,0.105,1,Q9SRX7,0.987,1.0,Q9SRX7,,,,,,,,,,,,,,,,2,0.546
AT1G03060,1.28,1,F4HZB2,0.196,1.0,F4HZB2,0.451,1.0,F4HZB2,2.44,1.0,F4HZB2,7.25,1.0,F4HZB2,,,,,,,5,1.28
AT1G03090,22.1,1,Q42523,23.4,1.0,Q42523,35.3,1.0,Q42523,21.9,1.0,Q42523,52.4,1.0,Q42523,,,,,,,5,23.4
AT1G03130,710.0,1,Q9SA56,393.0,1.0,Q9SA56,636.0,1.0,Q9SA56,1120.0,1.0,Q9SA56,7.51,1.0,Q9SA56,,,,,,,5,636.0
AT1G03190,1.61,1,Q8W4M7,0.381,1.0,Q8W4M7,0.244,1.0,Q8W4M7,3.28,1.0,Q8W4M7,5.83,1.0,Q8W4M7,,,,,,,5,1.61
AT1G03330,126.0,1,Q1H595,280.0,1.0,Q1H595,86.8,1.0,Q1H595,159.0,1.0,Q1H595,213.0,1.0,Q1H595,,,,,,,5,159.0
AT1G03350,40.9,1,Q9ZVT6,70.2,1.0,Q9ZVT6,7.1,1.0,Q9ZVT6,70.7,1.0,Q9ZVT6,4.55,1.0,Q9ZVT6,,,,,,,5,40.9
AT1G03360,3.55,1,Q9ZVT7,10.4,1.0,Q9ZVT7,0.233,1.0,Q9ZVT7,5.24,1.0,Q9ZVT7,5.16,1.0,Q9ZVT7,,,,,,,5,5.16
AT1G03380,0.276,1,Q8GUL1,0.052,1.0,Q8GUL1,,,,0.593,1.0,Q8GUL1,0.808,1.0,Q8GUL1,,,,,,,4,0.4345
AT1G03445,1.15,1,Q9LR78,0.406,1.0,Q9LR78,0.567,1.0,Q9LR78,2.16,1.0,Q9LR78,,,,,,,,,,4,0.8584999999999999
AT1G03475,232.0,1,Q9LR75,63.9,1.0,Q9LR75,112.0,1.0,Q9LR75,336.0,1.0,Q9LR75,143.0,1.0,Q9LR75,296.0,1.0,Q9LR75,225.0,1.0,Q9LR75,7,225.0
AT1G03600,557.0,1,Q9LR64,374.0,1.0,Q9LR64,341.0,1.0,Q9LR64,592.0,1.0,Q9LR64,226.0,1.0,Q9LR64,907.0,1.0,Q9LR64,951.0,1.0,Q9LR64,7,557.0
AT1G03630,124.0,1,O48741,14.0,1.0,O48741,141.0,1.0,O48741,116.0,1.0,O48741,122.0,1.0,O48741,171.0,1.0,O48741,199.0,1.0,O48741,7,124.0
AT1G03680,420.0,1,O48737,614.0,1.0,O48737,471.0,1.0,O48737,244.0,1.0,O48737,159.0,1.0,O48737,555.0,1.0,O48737,808.0,1.0,O48737,7,471.0
AT1G03740,0.981,1,Q9LR53,0.399,1.0,Q9LR53,2.17,1.0,Q9LR53,0.798,1.0,Q9LR53,0.428,1.0,Q9LR53,,,,,,,5,0.798
AT1G03860,235.0,1,Q9ZNT7,69.7,1.0,Q9ZNT7,240.0,1.0,Q9ZNT7,287.0,1.0,Q9ZNT7,258.0,1.0,Q9ZNT7,217.0,1.0,Q9ZNT7,175.0,1.0,Q9ZNT7,7,235.0
AT1G03870,262.0,1,Q9ZWA8,150.0,1.0,Q9ZWA8,151.0,1.0,Q9ZWA8,426.0,1.0,Q9ZWA8,65.7,1.0,Q9ZWA8,95.8,1.0,Q9ZWA8,89.1,1.0,Q9ZWA8,7,150.0
AT1G03910,8.47,1,F4I2J8,27.8,1.0,F4I2J8,5.03,1.0,F4I2J8,9.28,1.0,F4I2J8,4.94,1.0,F4I2J8,,,,,,,5,8.47
AT1G03960,1.35,1,Q84JI6,0.889,1.0,Q84JI6,0.469,1.0,Q84JI6,2.55,1.0,Q84JI6,,,,,,,,,,4,1.1195
AT1G04010,0.343,1,Q4VCM1,0.091,1.0,Q4VCM1,,,,0.749,1.0,Q4VCM1,,,,,,,,,,3,0.343
AT1G04050,0.207,1,Q946J2,0.14,1.0,Q946J2,0.328,1.0,Q946J2,0.235,1.0,Q946J2,,,,,,,,,,4,0.22099999999999997
AT1G04160,1.52,1,F4I460,0.668,1.0,F4I460,0.715,1.0,F4I460,2.82,1.0,F4I460,0.714,1.0,F4I460,,,,,,,5,0.715
AT1G04170,144.0,1,O64490,78.9,1.0,O64490,43.2,1.0,O64490,274.0,1.0,O64490,235.0,1.0,O64490,,,,,,,5,144.0
AT1G04210,0.048,1,O64486,0.212,1.0,O64486,,,,0.058,1.0,O64486,,,,,,,,,,3,0.058
AT1G04220,1.0,1,Q5XEP9,0.07,1.0,Q5XEP9,,,,2.22,1.0,Q5XEP9,1.13,1.0,Q5XEP9,,,,,,,4,1.065
AT1G04270,443.0,1,Q08112,409.0,1.0,Q08112,832.0,1.0,Q08112,340.0,1.0,Q08112,171.0,1.0,Q08112,127.0,1.0,Q08112,153.0,1.0,Q08112,7,340.0
AT1G04310,0.003,1,P93825,0.026,1.0,P93825,,,,,,,,,,,,,,,,2,0.014499999999999999
AT1G04360,0.051,1,P93823,0.477,1.0,P93823,,,,,,,,,,,,,,,,2,0.264
AT1G04400,7.0,1,Q96524,11.6,1.0,Q96524,3.47,1.0,Q96524,10.7,1.0,Q96524,8.08,1.0,Q96524,,,,,,,5,8.08
AT1G04410,1688.0,1,P93819,2190.0,1.0,P93819,1014.0,1.0,P93819,1510.0,1.0,P93819,1813.0,1.0,P93819,3300.0,1.0,P93819,2471.0,1.0,P93819,7,1813.0
AT1G04430,43.3,1,Q940J9,41.4,1.0,Q940J9,38.0,1.0,Q940J9,64.0,1.0,Q940J9,31.4,1.0,Q940J9,,,,,,,5,41.4
AT1G04480,781.0,1,P49690,327.0,1.0,P49690,1226.0,1.0,P49690,943.0,1.0,P49690,,,,,,,,,,4,862.0
AT1G04510,35.5,1,Q94BR4,19.3,1.0,Q94BR4,29.2,1.0,Q94BR4,56.5,1.0,Q94BR4,64.7,1.0,Q94BR4,,,,,,,5,35.5
AT1G04550,0.13,1,Q38830,1.21,1.0,Q38830,,,,,,,,,,,,,,,,2,0.6699999999999999
AT1G04600,0.36,1,F4I5Q6,0.142,1.0,F4I5Q6,0.347,1.0,F4I5Q6,0.561,1.0,F4I5Q6,0.37,1.0,F4I5Q6,,,,,,,5,0.36
AT1G04630,102.0,1,Q8RWA7,138.0,1.0,Q8RWA7,76.4,1.0,Q8RWA7,151.0,1.0,Q8RWA7,17.4,1.0,Q8RWA7,,,,,,,5,102.0
AT1G04650,0.019,1,F4I5R5,0.068,1.0,F4I5R5,,,,,,,1.44,1.0,F4I5R5,,,,,,,3,0.068
AT1G04680,14.3,1,Q940Q1,3.59,1.0,Q940Q1,3.52,1.0,Q940Q1,29.0,1.0,Q940Q1,8.47,1.0,Q940Q1,,,,,,,5,8.47
AT1G04690,329.0,1,O23016,139.0,1.0,O23016,260.0,1.0,O23016,452.0,1.0,O23016,643.0,1.0,O23016,239.0,1.0,O23016,214.0,1.0,O23016,7,260.0
AT1G04750,85.7,1,Q9ZTW3,14.3,1.0,Q9ZTW3,148.0,1.0,Q9ZTW3,101.0,1.0,Q9ZTW3,,,,,,,,,,4,93.35
AT1G04810,41.6,1,Q9MAT0,21.0,1.0,Q9MAT0,26.2,1.0,Q9MAT0,70.8,1.0,Q9MAT0,106.0,1.0,Q9MAT0,,,,,,,5,41.6
AT1G04820,441.0,1,Q0WV25,491.0,1.0,Q0WV25,637.0,1.0,Q0WV25,491.0,1.0,Q0WV25,,,,,,,,,,4,491.0
AT1G04870,25.8,1,Q9MAT5,25.6,1.0,Q9MAT5,14.0,1.0,Q9MAT5,40.7,1.0,Q9MAT5,156.0,1.0,Q9MAT5,,,,,,,5,25.8
AT1G04950,5.66,1,Q9MAU3,11.7,1.0,Q9MAU3,9.8,1.0,Q9MAU3,3.6,1.0,Q9MAU3,24.3,1.0,Q9MAU3,,,,,,,5,9.8
AT1G05010,171.0,1,Q06588,57.4,1.0,Q06588,55.5,1.0,Q06588,336.0,1.0,Q06588,93.1,1.0,Q06588,,,,,,,5,93.1
AT1G05055,1.27,1,Q9ZVN9,2.81,1.0,Q9ZVN9,,,,2.14,1.0,Q9ZVN9,2.78,1.0,Q9ZVN9,,,,,,,4,2.46
AT1G05140,2.33,1,O23053,1.52,1.0,O23053,1.94,1.0,O23053,3.53,1.0,O23053,10.3,1.0,O23053,,,,,,,5,2.33
AT1G05150,19.0,1,O23052,18.0,1.0,O23052,23.7,1.0,O23052,24.0,1.0,O23052,11.7,1.0,O23052,,,,,,,5,19.0
AT1G05160,0.026,1,O23051,,,,,,,,,,3.21,1.0,O23051,,,,,,,2,1.6179999999999999
AT1G05180,59.1,1,P42744,16.9,1.0,P42744,102.0,1.0,P42744,65.2,1.0,P42744,119.0,1.0,P42744,,,,,,,5,65.2
AT1G05190,246.0,1,O23049,40.8,1.0,O23049,367.0,1.0,O23049,148.0,1.0,O23049,309.0,1.0,O23049,500.0,1.0,O23049,374.0,1.0,O23049,7,309.0
AT1G05385,5.57,1,Q9ZVZ9,17.8,1.0,Q9ZVZ9,5.81,1.0,Q9ZVZ9,4.65,1.0,Q9ZVZ9,5.88,1.0,Q9ZVZ9,,,,,,,5,5.81
AT1G05460,1.16,1,Q8GYD9,4.53,1.0,Q8GYD9,1.04,1.0,Q8GYD9,0.46,1.0,Q8GYD9,23.6,1.0,Q8GYD9,,,,,,,5,1.16
AT1G05470,0.025,1,Q9LR47,0.093,1.0,Q9LR47,,,,,,,1.86,1.0,Q9LR47,,,,,,,3,0.093
AT1G05490,0.092,1,F4I8S3,0.723,1.0,F4I8S3,,,,,,,1.77,1.0,F4I8S3,,,,,,,3,0.723
AT1G05500,40.7,1,Q8L706,12.3,1.0,Q8L706,15.9,1.0,Q8L706,77.9,1.0,Q8L706,55.6,1.0,Q8L706,,,,,,,5,40.7
AT1G05510,23.6,1,Q9ZVY7,0.442,1.0,Q9ZVY7,32.8,1.0,Q9ZVY7,27.8,1.0,Q9ZVY7,298.0,1.0,Q9ZVY7,,,,,,,5,27.8
AT1G05520,36.5,1,Q8H0S3,25.1,1.0,Q8H0S3,41.3,1.0,Q8H0S3,44.1,1.0,Q8H0S3,389.0,1.0,Q8H0S3,,,,,,,5,41.3
AT1G05620,33.4,1,Q8LAC4,14.8,1.0,Q8LAC4,17.1,1.0,Q8LAC4,60.1,1.0,Q8LAC4,61.6,1.0,Q8LAC4,,,,,,,5,33.4
AT1G05670,0.032,1,Q0WVK7,0.3,1.0,Q0WVK7,,,,,,,,,,,,,,,,2,0.16599999999999998
AT1G06000,47.4,1,Q9LNE6,29.6,1.0,Q9LNE6,29.3,1.0,Q9LNE6,78.6,1.0,Q9LNE6,185.0,1.0,Q9LNE6,,,,,,,5,47.4
AT1G06020,56.2,1,Q9LNE4,27.8,1.0,Q9LNE4,49.6,1.0,Q9LNE4,89.9,1.0,Q9LNE4,,,,,,,,,,4,52.900000000000006
AT1G06030,72.2,1,Q9LNE3,47.0,1.0,Q9LNE3,58.5,1.0,Q9LNE3,116.0,1.0,Q9LNE3,,,,,,,,,,4,65.35
AT1G06110,3.05,1,Q9LND7,0.982,1.0,Q9LND7,0.712,1.0,Q9LND7,5.87,1.0,Q9LND7,17.1,1.0,Q9LND7,,,,,,,5,3.05
AT1G06210,40.3,1,Q9LNC6,97.1,1.0,Q9LNC6,21.9,1.0,Q9LNC6,53.0,1.0,Q9LNC6,58.6,1.0,Q9LNC6,,,,,,,5,53.0
AT1G06220,28.6,1,Q9LNC5,23.0,1.0,Q9LNC5,43.6,1.0,Q9LNC5,29.7,1.0,Q9LNC5,160.0,1.0,Q9LNC5,,,,,,,5,29.7
AT1G06290,48.3,1,P0CZ23,20.5,1.0,P0CZ23,24.2,1.0,P0CZ23,85.2,1.0,P0CZ23,210.0,1.0,P0CZ23,,,,,,,5,48.3
AT1G06400,85.6,1,P28185,107.0,1.0,P28185,108.0,1.0,P28185,97.0,1.0,P28185,258.0,1.0,P28185,,,,,,,5,107.0
AT1G06410,59.8,1,Q9LMI0,38.9,1.0,Q9LMI0,42.8,1.0,Q9LMI0,87.0,1.0,Q9LMI0,311.0,1.0,Q9LMI0,16.2,1.0,Q9LMI0,18.4,1.0,Q9LMI0,7,42.8
AT1G06515,0.148,1,A8MSB8,1.39,1.0,A8MSB8,,,,,,,,,,,,,,,,2,0.7689999999999999
AT1G06530,184.0,1,Q9SHJ6,383.0,1.0,Q9SHJ6,108.0,1.0,Q9SHJ6,202.0,1.0,Q9SHJ6,763.0,1.0,Q9SHJ6,116.0,1.0,Q9SHJ6,99.9,1.0,Q9SHJ6,7,184.0
AT1G06590,0.404,1,Q8H1U4,,,,,,,0.898,1.0,Q8H1U4,0.556,1.0,Q8H1U4,,,,,,,3,0.556
AT1G06680,4605.0,1,Q42029,3813.0,1.0,Q42029,11435.0,1.0,Q42029,1519.0,1.0,Q42029,1152.0,1.0,Q42029,3026.0,1.0,Q42029,2336.0,1.0,Q42029,7,3026.0
AT1G06700,53.9,1,Q8H1G6,31.0,1.0,Q8H1G6,86.4,1.0,Q8H1G6,61.3,1.0,Q8H1G6,31.0,1.0,Q8H1G6,,,,,,,5,53.9
AT1G06720,2.7,1,A0A1P8AVE9,9.48,1.0,A0A1P8AVE9,2.76,1.0,A0A1P8AVE9,1.42,1.0,A0A1P8AVE9,39.3,1.0,A0A1P8AVE9,,,,,,,5,2.76
AT1G06790,1.36,1,Q9M9Y6,1.05,1.0,Q9M9Y6,,,,2.76,1.0,Q9M9Y6,2.71,1.0,Q9M9Y6,,,,,,,4,2.035
AT1G06820,4.66,1,Q9M9Y8,1.56,1.0,Q9M9Y8,0.675,1.0,Q9M9Y8,9.54,1.0,Q9M9Y8,8.39,1.0,Q9M9Y8,,,,,,,5,4.66
AT1G06840,11.5,1,C0LGD7,9.77,1.0,C0LGD7,2.88,1.0,C0LGD7,21.7,1.0,C0LGD7,7.74,1.0,C0LGD7,,,,,,,5,9.77
AT1G06950,258.0,1,Q8LPR9,69.9,1.0,Q8LPR9,143.0,1.0,Q8LPR9,151.0,1.0,Q8LPR9,767.0,1.0,Q8LPR9,656.0,1.0,Q8LPR9,929.0,1.0,Q8LPR9,7,258.0
AT1G06960,7.19,1,Q8H1S6,4.47,1.0,Q8H1S6,13.9,1.0,Q8H1S6,6.74,1.0,Q8H1S6,,,,,,,,,,4,6.965
AT1G07000,2.2,1,Q9LMJ4,0.857,1.0,Q9LMJ4,0.622,1.0,Q9LMJ4,4.37,1.0,Q9LMJ4,,,,,,,,,,4,1.5285000000000002
AT1G07070,72.6,1,Q9LMK0,38.5,1.0,Q9LMK0,86.5,1.0,Q9LMK0,100.0,1.0,Q9LMK0,102.0,1.0,Q9LMK0,,,,,,,5,86.5
AT1G07110,19.5,1,Q9MB58,12.7,1.0,Q9MB58,19.0,1.0,Q9MB58,9.19,1.0,Q9MB58,23.5,1.0,Q9MB58,45.0,1.0,Q9MB58,55.9,1.0,Q9MB58,7,19.5
AT1G07140,1020.0,1,Q9LMK7,2928.0,1.0,Q9LMK7,602.0,1.0,Q9LMK7,1178.0,1.0,Q9LMK7,565.0,1.0,Q9LMK7,112.0,1.0,Q9LMK7,95.6,1.0,Q9LMK7,7,602.0
AT1G07170,10.5,1,Q0WMV8,10.9,1.0,Q0WMV8,7.04,1.0,Q0WMV8,16.7,1.0,Q0WMV8,,,,,,,,,,4,10.7
AT1G07220,0.056,1,Q9LML4,0.438,1.0,Q9LML4,,,,,,,1.08,1.0,Q9LML4,,,,,,,3,0.438
AT1G07270,0.099,1,Q8W032,,,,0.343,1.0,Q8W032,,,,0.887,1.0,Q8W032,,,,,,,3,0.343
AT1G07310,14.5,1,Q9LNV0,3.63,1.0,Q9LNV0,2.23,1.0,Q9LNV0,30.4,1.0,Q9LNV0,2.63,1.0,Q9LNV0,,,,,,,5,3.63
AT1G07320,741.0,1,O50061,27.0,1.0,O50061,1562.0,1.0,O50061,117.0,1.0,O50061,392.0,1.0,O50061,1691.0,1.0,O50061,1391.0,1.0,O50061,7,741.0
AT1G07360,13.1,1,Q9LNV5,24.2,1.0,Q9LNV5,4.99,1.0,Q9LNV5,19.8,1.0,Q9LNV5,44.7,1.0,Q9LNV5,,,,,,,5,19.8
AT1G07370,86.2,1,Q9M7Q7,153.0,1.0,Q9M7Q7,33.3,1.0,Q9M7Q7,135.0,1.0,Q9M7Q7,129.0,1.0,Q9M7Q7,,,,,,,5,129.0
AT1G07400,4.31,1,Q9LNW0,0.447,1.0,Q9LNW0,16.0,1.0,Q9LNW0,,,,,,,,,,,,,3,4.31
AT1G07510,9.21,1,Q8VZI8,3.82,1.0,Q8VZI8,4.22,1.0,Q8VZI8,16.8,1.0,Q8VZI8,27.5,1.0,Q8VZI8,,,,,,,5,9.21
AT1G07530,5.03,1,Q9XE58,3.87,1.0,Q9XE58,0.125,1.0,Q9XE58,10.3,1.0,Q9XE58,1.55,1.0,Q9XE58,,,,,,,5,3.87
AT1G07660,6693.0,1,P59259,3922.0,1.0,P59259,18914.0,1.0,P59259,2378.0,1.0,P59259,,,,1761.0,1.0,P59259,273.0,1.0,P59259,6,3150.0
AT1G07670,34.2,1,Q9XES1,40.1,1.0,Q9XES1,18.3,1.0,Q9XES1,53.9,1.0,Q9XES1,132.0,1.0,Q9XES1,,,,,,,5,40.1
AT1G07750,125.0,1,Q9LQQ3,55.7,1.0,Q9LQQ3,67.1,1.0,Q9LQQ3,221.0,1.0,Q9LQQ3,398.0,1.0,Q9LQQ3,,,,,,,5,125.0
AT1G07770,377.0,1,P42798,298.0,1.0,P42798,726.0,1.0,P42798,342.0,1.0,P42798,,,,,,,,,,4,359.5
AT1G07810,29.1,1,P92939,42.4,1.0,P92939,16.4,1.0,P92939,43.2,1.0,P92939,120.0,1.0,P92939,,,,,,,5,42.4
AT1G07820,6693.0,1,P59259,3922.0,1.0,P59259,18914.0,1.0,P59259,2378.0,1.0,P59259,,,,1761.0,1.0,P59259,273.0,1.0,P59259,6,3150.0
AT1G07890,4793.0,1,Q05431,3786.0,1.0,Q05431,8174.0,1.0,Q05431,3527.0,1.0,Q05431,2410.0,1.0,Q05431,4665.0,1.0,Q05431,2572.0,1.0,Q05431,7,3786.0
AT1G07920,1784.0,1,Q0WL56,655.0,1.0,Q0WL56,3313.0,1.0,Q0WL56,1013.0,1.0,Q0WL56,,,,2134.0,1.0,Q0WL56,2240.0,1.0,Q0WL56,6,1959.0
AT1G07930,1779.0,1,Q8W4H7,655.0,1.0,Q8W4H7,3313.0,1.0,Q8W4H7,1013.0,1.0,Q8W4H7,,,,2134.0,1.0,Q8W4H7,2176.0,1.0,Q8W4H7,6,1956.5
AT1G07940,2822.0,1,P0DH99,655.0,1.0,P0DH99,3313.0,1.0,P0DH99,1013.0,1.0,P0DH99,,,,2134.0,1.0,P0DH99,13649.0,1.0,P0DH99,6,2478.0
AT1G07980,1.0,1,Q9LN09,2.48,1.0,Q9LN09,,,,1.62,1.0,Q9LN09,2.31,1.0,Q9LN09,,,,,,,4,1.965
AT1G08050,2.19,1,Q9LN03,6.49,1.0,Q9LN03,0.283,1.0,Q9LN03,2.99,1.0,Q9LN03,11.6,1.0,Q9LN03,,,,,,,5,2.99
AT1G08130,15.8,1,Q42572,10.4,1.0,Q42572,4.39,1.0,Q42572,29.0,1.0,Q42572,79.8,1.0,Q42572,,,,,,,5,15.8
AT1G08140,0.006,1,Q8GX92,0.06,1.0,Q8GX92,,,,,,,,,,,,,,,,2,0.033
AT1G08160,15.7,1,Q8VZ13,82.3,1.0,Q8VZ13,9.47,1.0,Q8VZ13,9.67,1.0,Q8VZ13,7.68,1.0,Q8VZ13,,,,,,,5,9.67
AT1G08180,2.46,1,Q9SGE2,,,,,,,5.52,1.0,Q9SGE2,,,,,,,,,,2,3.9899999999999998
AT1G08200,160.0,1,Q9SGE0,72.1,1.0,Q9SGE0,72.4,1.0,Q9SGE0,277.0,1.0,Q9SGE0,99.5,1.0,Q9SGE0,56.3,1.0,Q9SGE0,43.6,1.0,Q9SGE0,7,72.4
AT1G08290,0.003,1,Q9SGD1,0.024,1.0,Q9SGD1,,,,,,,,,,,,,,,,2,0.0135
AT1G08360,184.0,1,Q8VZB9,208.0,1.0,Q8VZB9,219.0,1.0,Q8VZB9,207.0,1.0,Q8VZB9,111.0,1.0,Q8VZB9,48.5,1.0,Q8VZB9,67.7,1.0,Q8VZB9,7,184.0
AT1G08380,147.0,1,Q949Q5,,,,141.0,1.0,Q949Q5,,,,189.0,1.0,Q949Q5,980.0,1.0,Q949Q5,294.0,1.0,Q949Q5,5,189.0
AT1G08400,0.218,1,Q8GXP1,0.091,1.0,Q8GXP1,,,,0.445,1.0,Q8GXP1,1.27,1.0,Q8GXP1,,,,,,,4,0.3315
AT1G08410,4.9,1,Q9SJF1,2.59,1.0,Q9SJF1,2.55,1.0,Q9SJF1,7.63,1.0,Q9SJF1,67.2,1.0,Q9SJF1,,,,,,,5,4.9
AT1G08420,13.9,1,Q9SJF0,29.8,1.0,Q9SJF0,14.4,1.0,Q9SJF0,14.9,1.0,Q9SJF0,33.6,1.0,Q9SJF0,,,,,,,5,14.9
AT1G08450,104.0,1,O04153,222.0,1.0,O04153,78.4,1.0,O04153,132.0,1.0,O04153,77.3,1.0,O04153,,,,,,,5,104.0
