source,target
AT1G15750,AT4G23980
AT1G15750,AT4G28910
AT1G15750,AT4G32295
AT1G15750,AT4G37260
AT1G15750,AT4G38130
AT1G15750,AT5G02810
AT1G15750,AT5G04340
AT1G15750,AT5G04550
AT1G15750,AT5G13220
AT1G15750,AT5G13790
AT1G15750,AT5G24470
AT1G15750,AT5G43700
AT1G15750,AT5G44210
AT1G15750,AT5G60120
AT1G15750,AT5G62000
AT1G15810,AT4G08520
AT1G15820,AT1G18080
AT1G15820,AT2G16640
AT1G15820,AT3G07370
AT1G15820,AT3G27925
AT1G15910,AT1G15910
AT1G15910,AT3G48670
AT1G15930,AT1G18080
AT1G16000,AT3G17210
AT1G16000,AT3G55440
AT1G16000,AT4G35860
AT1G16030,AT5G21990
AT1G16240,AT4G26450
AT1G16240,AT4G26455
AT1G16330,AT1G20930
AT1G16330,AT1G66750
AT1G16330,AT1G73690
AT1G16330,AT1G76540
AT1G16330,AT2G38620
AT1G16330,AT3G48750
AT1G16330,AT3G54180
AT1G16330,AT5G03415
AT1G16470,AT5G56750
AT1G16610,AT1G27650
AT1G16610,AT1G55310
AT1G16610,AT1G77180
AT1G16610,AT3G50670
AT1G16610,AT3G54230
AT1G16790,AT4G26450
AT1G16790,AT4G26455
AT1G16860,AT4G18710
AT1G16970,AT1G48050
AT1G16970,AT5G01840
AT1G17050,AT5G09820
AT1G17110,AT3G52590
AT1G17110,AT4G05320
AT1G17140,AT1G47550
AT1G17140,AT4G24840
AT1G17140,AT5G17790
AT1G17260,AT5G04870
AT1G17260,AT5G58060
AT1G17550,AT2G40330
AT1G17550,AT4G01026
AT1G17550,AT4G27920
AT1G17550,AT5G05440
AT1G17550,AT5G53160
AT1G17590,AT1G54830
AT1G17590,AT1G59580
AT1G17590,AT1G65360
AT1G17590,AT1G69690
AT1G17590,AT3G15030
AT1G17590,AT3G47620
AT1G17590,AT3G48590
AT1G17590,AT5G50480
AT1G17590,AT5G63470
AT1G17615,AT5G58430
AT1G17650,AT1G50420
AT1G17720,AT4G30220
AT1G17730,AT5G44560
AT1G17745,AT4G34200
AT1G17760,AT1G28200
AT1G17760,AT1G30460
AT1G17760,AT3G57870
AT1G17760,AT5G58040
AT1G17840,AT1G17840
AT1G17840,AT1G31770
AT1G17840,AT1G51500
AT1G17840,AT3G10640
AT1G17840,AT4G27420
AT1G17840,AT5G06320
AT1G17840,AT5G25752
AT1G17860,AT5G45410
AT1G17980,AT5G08130
AT1G18040,AT1G20610
AT1G18040,AT1G44110
AT1G18040,AT1G47230
AT1G18040,AT1G49620
AT1G18040,AT2G23430
AT1G18040,AT2G27960
AT1G18040,AT2G27970
AT1G18040,AT2G32710
AT1G18040,AT2G36010
AT1G18040,AT2G38620
AT1G18040,AT3G11520
AT1G18040,AT3G19150
AT1G18040,AT3G24810
AT1G18040,AT3G48750
AT1G18040,AT3G50630
AT1G18040,AT3G54180
AT1G18040,AT4G03270
AT1G18040,AT4G04020
AT1G18040,AT4G28980
AT1G18040,AT4G37630
AT1G18040,AT5G11300
AT1G18040,AT5G25380
AT1G18040,AT5G27620
AT1G18040,AT5G43080
AT1G18040,AT5G48820
AT1G18040,AT5G65420
AT1G18080,AT1G18500
AT1G18080,AT1G20010
AT1G18080,AT1G20220
AT1G18080,AT1G20620
AT1G18080,AT1G20840
AT1G18080,AT1G27070
AT1G18080,AT1G29880
AT1G18080,AT1G29910
AT1G18080,AT1G29930
AT1G18080,AT1G30690
AT1G18080,AT1G31230
AT1G18080,AT1G31330
AT1G18080,AT1G32640
AT1G18080,AT1G42970
AT1G18080,AT1G47128
AT1G18080,AT1G47380
AT1G18080,AT1G49240
AT1G18080,AT1G50370
AT1G18080,AT1G51660
AT1G18080,AT1G52230
AT1G18080,AT1G54040
AT1G18080,AT1G55670
AT1G18080,AT1G60780
AT1G18080,AT1G60950
AT1G18080,AT1G61520
AT1G18080,AT1G64230
AT1G18080,AT1G64770
AT1G18080,AT1G65260
AT1G18080,AT1G70600
AT1G18080,AT1G72160
AT1G18080,AT1G76080
AT1G18080,AT1G78370
AT1G18080,AT1G78380
AT1G18080,AT1G78570
AT1G18080,AT2G01140
AT1G18080,AT2G04790
AT1G18080,AT2G10940
AT1G18080,AT2G16870
AT1G18080,AT2G18510
AT1G18080,AT2G19730
AT1G18080,AT2G21330
AT1G18080,AT2G24270
AT1G18080,AT2G26280
AT1G18080,AT2G27100
AT1G18080,AT2G27450
AT1G18080,AT2G27860
AT1G18080,AT2G29190
AT1G18080,AT2G30020
AT1G18080,AT2G30050
AT1G18080,AT2G34430
AT1G18080,AT2G38470
AT1G18080,AT2G43130
AT1G18080,AT2G43790
AT1G18080,AT2G44120
AT1G18080,AT2G47090
AT1G18080,AT3G01280
AT1G18080,AT3G01910
AT1G18080,AT3G04790
AT1G18080,AT3G05200
AT1G18080,AT3G09260
AT1G18080,AT3G12780
AT1G18080,AT3G13750
AT1G18080,AT3G14420
AT1G18080,AT3G15690
AT1G18080,AT3G17390
AT1G18080,AT3G18780
AT1G18080,AT3G21220
AT1G18080,AT3G23390
AT1G18080,AT3G23400
AT1G18080,AT3G26650
AT1G18080,AT3G27430
AT1G18080,AT3G27690
AT1G18080,AT3G27830
AT1G18080,AT3G44110
AT1G18080,AT3G45640
AT1G18080,AT3G47470
AT1G18080,AT3G49430
AT1G18080,AT3G49680
AT1G18080,AT3G52300
AT1G18080,AT3G52930
AT1G18080,AT3G54890
AT1G18080,AT3G56940
AT1G18080,AT3G61470
AT1G18080,AT3G62030
AT1G18080,AT4G01850
AT1G18080,AT4G02510
AT1G18080,AT4G04640
AT1G18080,AT4G08350
AT1G18080,AT4G08500
AT1G18080,AT4G09800
AT1G18080,AT4G12800
AT1G18080,AT4G13940
AT1G18080,AT4G14660
AT1G18080,AT4G15000
AT1G18080,AT4G20890
AT1G18080,AT4G23470
AT1G18080,AT4G23730
AT1G18080,AT4G25100
AT1G18080,AT4G27960
AT1G18080,AT4G32040
AT1G18080,AT4G32940
AT1G18080,AT4G34460
AT1G18080,AT4G34620
AT1G18080,AT4G35250
AT1G18080,AT4G38970
AT1G18080,AT4G39200
AT1G18080,AT4G39960
AT1G18080,AT5G02960
AT1G18080,AT5G06360
AT1G18080,AT5G09620
AT1G18080,AT5G11500
AT1G18080,AT5G13650
AT1G18080,AT5G14780
AT1G18080,AT5G15090
AT1G18080,AT5G15650
AT1G18080,AT5G16710
AT1G18080,AT5G18170
AT1G18080,AT5G20290
AT1G18080,AT5G20630
AT1G18080,AT5G22640
AT1G18080,AT5G23740
AT1G18080,AT5G23860
AT1G18080,AT5G24520
AT1G18080,AT5G24780
AT1G18080,AT5G25610
AT1G18080,AT5G26280
AT1G18080,AT5G35360
AT1G18080,AT5G35630
AT1G18080,AT5G38430
AT1G18080,AT5G38660
AT1G18080,AT5G41770
AT1G18080,AT5G43960
AT1G18080,AT5G44340
AT1G18080,AT5G47210
AT1G18080,AT5G52430
AT1G18080,AT5G53850
AT1G18080,AT5G54430
AT1G18080,AT5G58220
AT1G18080,AT5G59310
AT1G18080,AT5G59320
AT1G18080,AT5G61600
AT1G18080,AT5G64040
AT1G18080,AT5G64070
AT1G18080,AT5G65950
AT1G18080,AT5G66570
AT1G18150,AT1G35460
AT1G18150,AT1G80840
AT1G18150,AT2G31390
AT1G18150,AT2G43790
AT1G18150,AT3G21175
AT1G18150,AT3G44460
AT1G18150,AT3G47620
AT1G18150,AT4G23650
AT1G18150,AT4G35600
AT1G18150,AT5G08330
AT1G18150,AT5G13790
AT1G18160,AT2G18170
AT1G18260,AT5G35080
AT1G18330,AT1G80490
AT1G18330,AT2G43790
AT1G18330,AT3G15880
AT1G18330,AT3G16830
AT1G18330,AT3G45640
AT1G18330,AT5G27030
AT1G18370,AT1G71880
AT1G18450,AT2G05210
AT1G18450,AT3G12810
AT1G18450,AT5G16850
AT1G18500,AT3G11630
AT1G18500,AT3G57870
AT1G18660,AT1G18660
AT1G18660,AT1G32230
AT1G18660,AT2G35940
AT1G18660,AT2G37190
AT1G18660,AT3G17860
AT1G18660,AT3G47620
AT1G18660,AT3G48150
AT1G18660,AT4G32175
AT1G18660,AT4G32570
AT1G18660,AT5G08330
AT1G18800,AT3G18035
AT1G19100,AT3G49250
AT1G19180,AT1G19180
AT1G19180,AT1G22920
AT1G19180,AT1G32640
AT1G19180,AT1G48500
AT1G19180,AT1G53230
AT1G19180,AT1G66350
AT1G19180,AT1G69690
AT1G19180,AT1G70700
AT1G19180,AT1G72450
AT1G19180,AT1G74950
AT1G19180,AT2G01570
AT1G19180,AT2G27110
AT1G19180,AT2G28550
AT1G19180,AT2G39940
AT1G19180,AT2G46510
AT1G19180,AT3G03450
AT1G19180,AT3G11830
AT1G19180,AT3G14080
AT1G19180,AT3G17860
AT1G19180,AT3G20770
AT1G19180,AT3G26744
AT1G19180,AT3G27810
AT1G19180,AT3G43440
AT1G19180,AT4G16430
AT1G19180,AT4G17880
AT1G19180,AT4G28910
AT1G19180,AT5G11980
AT1G19180,AT5G13220
AT1G19180,AT5G15840
AT1G19180,AT5G20900
AT1G19180,AT5G41315
AT1G19180,AT5G46760
AT1G19180,AT5G46830
AT1G19180,AT5G60120
AT1G19180,AT5G63110
AT1G19270,AT1G69690
AT1G19270,AT3G15030
AT1G19270,AT3G47620
AT1G19270,AT4G18390
AT1G19270,AT4G32570
AT1G19270,AT5G03240
AT1G19270,AT5G15840
AT1G19350,AT1G56650
AT1G19350,AT1G71030
AT1G19350,AT1G75080
AT1G19350,AT1G77300
AT1G19350,AT2G42620
AT1G19350,AT2G43790
AT1G19350,AT3G09880
AT1G19350,AT3G28910
AT1G19350,AT3G48430
AT1G19350,AT4G18710
AT1G19350,AT4G32570
AT1G19350,AT5G03470
AT1G19350,AT5G08130
AT1G19350,AT5G10450
AT1G19350,AT5G15840
AT1G19350,AT5G56030
AT1G19520,AT1G60080
AT1G19570,AT1G29330
AT1G19570,AT2G23070
AT1G19570,AT4G31340
AT1G19570,AT5G38660
AT1G19570,AT5G48380
AT1G19750,AT1G27840
AT1G19750,AT4G05420
AT1G19800,AT3G17210
AT1G19800,AT4G23400
AT1G19800,AT5G06320
AT1G19835,AT1G32230
AT1G19850,AT1G19850
AT1G19850,AT1G51950
AT1G19850,AT3G15540
AT1G19850,AT3G17600
AT1G19850,AT3G23050
AT1G19850,AT3G61830
AT1G19850,AT4G01370
AT1G19850,AT4G14550
AT1G19850,AT4G14560
AT1G19850,AT4G23980
AT1G19850,AT5G20730
AT1G19850,AT5G43700
AT1G19860,AT1G48410
AT1G19860,AT1G51600
AT1G19860,AT1G69690
AT1G19860,AT2G22800
AT1G19860,AT2G25000
AT1G19860,AT3G15030
AT1G19860,AT3G47620
AT1G19860,AT4G01720
AT1G19860,AT4G04450
AT1G19860,AT4G04885
AT1G19860,AT4G22070
AT1G19860,AT4G32010
AT1G19860,AT5G08130
AT1G19860,AT5G08330
AT1G19860,AT5G60120
AT1G19860,AT5G60910
AT1G20010,AT4G25030
AT1G20020,AT3G21630
AT1G20020,AT4G11960
AT1G20020,AT4G22890
AT1G20090,AT1G52240
AT1G20090,AT2G33460
AT1G20090,AT2G38440
AT1G20090,AT2G44100
AT1G20090,AT3G51550
AT1G20090,AT4G16340
AT1G20110,AT2G45170
AT1G20110,AT3G12400
AT1G20110,AT4G18060
AT1G20110,AT4G19690
AT1G20110,AT4G21670
AT1G20110,AT4G34660
AT1G20110,AT5G03240
AT1G20110,AT5G13860
AT1G20140,AT1G30950
AT1G20140,AT2G04550
AT1G20140,AT2G18915
AT1G20140,AT2G42620
AT1G20140,AT3G06240
AT1G20140,AT3G59150
AT1G20140,AT3G62980
AT1G20140,AT4G02570
AT1G20140,AT4G12560
AT1G20140,AT4G24210
AT1G20140,AT5G48170
AT1G20140,AT5G57360
AT1G20200,AT1G64750
AT1G20200,AT5G45010
AT1G20220,AT5G16850
AT1G20220,AT5G62440
AT1G20330,AT4G24190
AT1G20340,AT4G02510
AT1G20450,AT2G01950
AT1G20540,AT4G31160
AT1G20610,AT1G73690
AT1G20610,AT2G38620
AT1G20610,AT3G48750
AT1G20610,AT3G54180
AT1G20610,AT4G11920
AT1G20610,AT4G37630
AT1G20610,AT5G03415
AT1G20610,AT5G13840
AT1G20610,AT5G67260
AT1G20620,AT4G09320
AT1G20620,AT4G20380
AT1G20620,AT5G19450
AT1G20620,AT5G35410
AT1G20630,AT3G49250
AT1G20630,AT4G09320
AT1G20630,AT4G20380
AT1G20630,AT5G56290
AT1G20640,AT2G42810
AT1G20700,AT1G58100
AT1G20700,AT1G65360
AT1G20700,AT1G69690
AT1G20700,AT1G74950
AT1G20700,AT2G18380
AT1G20700,AT3G11280
AT1G20700,AT3G15030
AT1G20700,AT3G17600
AT1G20700,AT3G47620
AT1G20700,AT3G48590
AT1G20700,AT4G00850
AT1G20700,AT4G08150
AT1G20700,AT4G31800
AT1G20700,AT5G06160
AT1G20700,AT5G08330
AT1G20700,AT5G15210
AT1G20700,AT5G25220
AT1G20700,AT5G28640
AT1G20840,AT4G15560
AT1G20850,AT2G43120
AT1G20850,AT3G01340
AT1G20870,AT1G54840
AT1G20870,AT3G14980
AT1G20870,AT5G59380
AT1G20870,AT5G59800
AT1G20930,AT1G47870
AT1G20930,AT1G49620
AT1G20930,AT2G23430
AT1G20930,AT2G27960
AT1G20930,AT2G27970
AT1G20930,AT2G41090
AT1G20930,AT3G19150
AT1G20930,AT3G43810
AT1G20930,AT3G48750
AT1G20930,AT3G51920
AT1G20930,AT3G54180
AT1G20930,AT4G28980
AT1G20930,AT4G37490
AT1G20930,AT5G06150
AT1G20930,AT5G11300
AT1G20930,AT5G21274
AT1G20930,AT5G37780
AT1G20930,AT5G65420
AT1G20950,AT3G51920
AT1G20960,AT3G57870
AT1G20970,AT4G34460
AT1G21250,AT2G05520
AT1G21270,AT5G14870
AT1G21400,AT5G45410
AT1G21410,AT1G75950
AT1G21410,AT3G60010
AT1G21410,AT4G34210
AT1G21410,AT4G34470
AT1G21410,AT5G03415
AT1G21410,AT5G42190
AT1G21560,AT3G57870
AT1G21690,AT1G25490
AT1G21690,AT1G64280
AT1G21690,AT1G77470
AT1G21690,AT4G32010
AT1G21700,AT1G28420
AT1G21700,AT1G35460
AT1G21700,AT1G49720
AT1G21700,AT1G50420
AT1G21700,AT1G53230
AT1G21700,AT1G58100
AT1G21700,AT1G72010
AT1G21700,AT2G30470
AT1G21700,AT2G33610
AT1G21700,AT2G36010
AT1G21700,AT2G42280
AT1G21700,AT2G46020
AT1G21700,AT2G47620
AT1G21700,AT3G01890
AT1G21700,AT3G03450
AT1G21700,AT3G11540
AT1G21700,AT3G15030
AT1G21700,AT3G24650
AT1G21700,AT3G46640
AT1G21700,AT3G60630
AT1G21700,AT3G61830
AT1G21700,AT4G36710
AT1G21700,AT5G02470
AT1G21700,AT5G06960
AT1G21700,AT5G14960
AT1G21700,AT5G15840
AT1G21700,AT5G17490
AT1G21700,AT5G25220
AT1G21700,AT5G29000
AT1G21700,AT5G60120
AT1G21700,AT5G63470
AT1G21750,AT3G19390
AT1G21750,AT3G28270
AT1G21780,AT1G21780
AT1G21780,AT1G26830
AT1G21980,AT5G64070
AT1G22150,AT1G78000
AT1G22150,AT3G10640
AT1G22150,AT3G48890
AT1G22150,AT5G06320
AT1G22280,AT2G18790
AT1G22280,AT3G26470
AT1G22300,AT1G35580
AT1G22300,AT1G75080
AT1G22300,AT5G61060
AT1G22700,AT4G25030
AT1G22710,AT1G22710
AT1G22710,AT3G54180
AT1G22710,AT5G06320
AT1G22760,AT3G14010
AT1G22770,AT1G51950
AT1G22770,AT1G68050
AT1G22770,AT2G18915
AT1G22770,AT2G25930
AT1G22770,AT2G32950
AT1G22770,AT2G37630
AT1G22770,AT3G11540
AT1G22770,AT4G08150
AT1G22770,AT4G32570
AT1G22770,AT4G37260
AT1G22770,AT5G15840
AT1G22770,AT5G24270
AT1G22770,AT5G35410
AT1G22770,AT5G57360
AT1G22770,AT5G60120
AT1G22780,AT4G24840
AT1G22840,AT1G22920
AT1G22840,AT4G08150
AT1G22920,AT1G30070
AT1G22920,AT1G51560
AT1G22920,AT1G52240
AT1G22920,AT1G52510
AT1G22920,AT1G52760
AT1G22920,AT1G65480
AT1G22920,AT1G74500
AT1G22920,AT2G01290
AT1G22920,AT2G02950
AT1G22920,AT2G03680
AT1G22920,AT2G03870
AT1G22920,AT2G21660
AT1G22920,AT2G26300
AT1G22920,AT2G30050
AT1G22920,AT2G30950
AT1G22920,AT2G33500
AT1G22920,AT2G45640
AT1G22920,AT3G03000
AT1G22920,AT3G06610
AT1G22920,AT3G09370
AT1G22920,AT3G16980
AT1G22920,AT3G18130
AT1G22920,AT3G22231
AT1G22920,AT3G23050
AT1G22920,AT3G25545
AT1G22920,AT3G48240
AT1G22920,AT3G60820
AT1G22920,AT3G61140
AT1G22920,AT4G02080
AT1G22920,AT4G04800
AT1G22920,AT4G14110
AT1G22920,AT4G25740
AT1G22920,AT4G38930
AT1G22920,AT4G38960
AT1G22920,AT5G14250
AT1G22920,AT5G20240
AT1G22920,AT5G20920
AT1G22920,AT5G22360
AT1G22920,AT5G37055
AT1G22920,AT5G38410
AT1G22920,AT5G42970
AT1G22920,AT5G47100
AT1G22920,AT5G52650
AT1G22920,AT5G52960
AT1G22920,AT5G53400
AT1G22920,AT5G56280
AT1G22920,AT5G56360
AT1G22920,AT5G62880
AT1G22970,AT5G56750
AT1G23080,AT1G35670
AT1G23080,AT5G06320
AT1G23190,AT4G25030
AT1G23490,AT2G37550
AT1G23820,AT1G70310
AT1G23820,AT5G53120
AT1G23860,AT1G23860
AT1G23860,AT1G53720
AT1G23860,AT2G24590
AT1G23860,AT2G37340
AT1G23860,AT3G13570
AT1G23860,AT3G50670
AT1G23860,AT3G55460
AT1G23860,AT3G61860
AT1G23860,AT4G08150
AT1G23860,AT5G52040
AT1G23860,AT5G62600
AT1G23900,AT5G11710
AT1G23980,AT4G25030
AT1G24020,AT3G11630
AT1G24050,AT3G14080
AT1G24050,AT3G48150
AT1G24050,AT4G30330
AT1G24190,AT3G10480
AT1G24190,AT3G20310
AT1G24190,AT4G38130
AT1G24260,AT1G24260
AT1G24260,AT1G43850
AT1G24260,AT1G69120
AT1G24260,AT2G22540
AT1G24260,AT2G42830
AT1G24260,AT2G45660
AT1G24260,AT3G58780
AT1G24260,AT4G18960
AT1G24260,AT5G13790
AT1G24260,AT5G60910
AT1G24280,AT1G24280
AT1G24280,AT2G40330
AT1G24310,AT3G20550
AT1G24360,AT3G11630
AT1G24510,AT3G03960
AT1G24510,AT5G20890
AT1G24590,AT1G30490
AT1G24590,AT1G68590
AT1G24590,AT2G33430
AT1G24590,AT2G38300
AT1G24590,AT5G49210
AT1G24590,AT5G60120
AT1G25260,AT2G01830
AT1G25280,AT1G75950
AT1G25280,AT4G01370
AT1G25280,AT5G42190
AT1G25310,AT5G60640
AT1G25490,AT1G32380
AT1G25490,AT1G50370
AT1G25490,AT1G66070
AT1G25490,AT1G70940
AT1G25490,AT1G73590
AT1G25490,AT1G75080
AT1G25490,AT2G19430
AT1G25490,AT2G26980
AT1G25490,AT2G27110
AT1G25490,AT2G37630
AT1G25490,AT2G40330
AT1G25490,AT3G07370
AT1G25490,AT3G09880
AT1G25490,AT3G13670
AT1G25490,AT3G14080
AT1G25490,AT3G45640
AT1G25490,AT3G48090
AT1G25490,AT4G04800
AT1G25490,AT4G15415
AT1G25490,AT5G06960
AT1G25490,AT5G08130
AT1G25490,AT5G16310
AT1G25490,AT5G17710
AT1G25490,AT5G25475
AT1G25490,AT5G44090
AT1G25490,AT5G57090
AT1G25490,AT5G58140
AT1G25540,AT1G25540
AT1G25540,AT1G32640
AT1G25540,AT2G36270
AT1G25540,AT4G17880
AT1G25540,AT4G39070
AT1G25540,AT5G05410
AT1G25540,AT5G10140
AT1G25540,AT5G29000
AT1G25540,AT5G46760
AT1G26110,AT2G45810
AT1G26110,AT4G29510
AT1G26110,AT4G34230
AT1G26110,AT5G13570
AT1G26260,AT1G59580
AT1G26260,AT2G35940
AT1G26260,AT4G28910
AT1G26260,AT4G32040
AT1G26260,AT4G34530
AT1G26260,AT5G02030
AT1G26260,AT5G25220
AT1G26460,AT4G35850
AT1G26630,AT3G21510
AT1G26630,AT3G21630
AT1G26630,AT3G23150
AT1G26670,AT2G43160
AT1G26670,AT5G26980
AT1G26830,AT1G31340
AT1G26830,AT2G26990
AT1G26830,AT3G51770
AT1G26830,AT5G13060
AT1G26830,AT5G19000
AT1G26830,AT5G20570
AT1G26910,AT1G71840
AT1G26960,AT1G26960
AT1G26960,AT1G75240
AT1G26960,AT2G18790
AT1G26960,AT5G15210
AT1G26960,AT5G65410
AT1G27070,AT3G57870
AT1G27190,AT1G51800
AT1G27190,AT1G55610
AT1G27190,AT1G71830
AT1G27190,AT2G26330
AT1G27190,AT2G27060
AT1G27190,AT2G41090
AT1G27190,AT3G10640
AT1G27190,AT3G13380
AT1G27190,AT3G14350
AT1G27190,AT3G43810
AT1G27190,AT3G51920
AT1G27190,AT4G22130
AT1G27190,AT4G39400
AT1G27190,AT5G06320
AT1G27190,AT5G21274
AT1G27190,AT5G37780
AT1G27190,AT5G46330
AT1G27190,AT5G62230
AT1G27310,AT5G20010
AT1G27450,AT1G27450
AT1G27630,AT5G10270
AT1G27630,AT5G64960
AT1G27650,AT1G27650
AT1G27650,AT2G16940
AT1G27650,AT2G43790
AT1G27650,AT3G01890
AT1G27650,AT3G50670
AT1G27840,AT4G05420
AT1G27970,AT5G20010
AT1G28060,AT5G01820
AT1G28200,AT1G30460
AT1G28200,AT2G46370
AT1G28200,AT3G25500
AT1G28420,AT2G33610
AT1G28420,AT2G46020
AT1G28420,AT3G06400
AT1G28420,AT5G18620
AT1G28480,AT3G47620
AT1G28480,AT4G32570
AT1G28480,AT5G06950
AT1G28480,AT5G06960
AT1G28490,AT3G11820
AT1G28490,AT4G26450
AT1G28490,AT4G26455
AT1G28490,AT4G35100
AT1G28490,AT5G26980
AT1G29150,AT3G52450
AT1G29150,AT3G61140
AT1G29170,AT3G24650
AT1G29170,AT4G16340
AT1G29170,AT4G26080
AT1G29170,AT5G57050
AT1G29260,AT2G33150
AT1G29260,AT3G07560
AT1G29260,AT3G46060
AT1G29260,AT4G32010
AT1G29260,AT4G32570
AT1G29260,AT5G56290
AT1G29330,AT3G10640
AT1G29330,AT3G62560
AT1G29330,AT4G11220
AT1G29330,AT4G16360
AT1G29330,AT5G06320
AT1G29400,AT4G26840
AT1G29670,AT3G57870
AT1G29900,AT3G27740
AT1G29910,AT3G47620
AT1G29910,AT3G57870
AT1G29920,AT1G44575
AT1G29920,AT1G74890
AT1G29920,AT2G47450
AT1G29920,AT3G11630
AT1G29920,AT3G47620
AT1G29920,AT3G54170
AT1G29930,AT2G16640
AT1G29930,AT2G42580
AT1G29930,AT3G54170
AT1G29990,AT5G17990
AT1G30070,AT1G30070
AT1G30120,AT3G17860
AT1G30120,AT3G21140
AT1G30120,AT3G47620
AT1G30120,AT3G63010
AT1G30120,AT5G28900
AT1G30210,AT1G53230
AT1G30210,AT1G58100
AT1G30210,AT1G65620
AT1G30210,AT1G69690
AT1G30210,AT2G37000
AT1G30210,AT3G15030
AT1G30210,AT3G47620
AT1G30210,AT4G18390
AT1G30210,AT5G08330
AT1G30210,AT5G13060
AT1G30230,AT2G26400
AT1G30230,AT4G17730
AT1G30270,AT1G30270
AT1G30270,AT2G26650
AT1G30270,AT2G37620
AT1G30270,AT4G17615
AT1G30270,AT4G26570
AT1G30270,AT5G47100
AT1G30270,AT5G55990
AT1G30270,AT5G57050
AT1G30320,AT4G18710
AT1G30320,AT4G29330
AT1G30330,AT1G51950
AT1G30330,AT1G75080
AT1G30330,AT2G01570
AT1G30330,AT2G43010
AT1G30330,AT3G15540
AT1G30330,AT3G17600
AT1G30330,AT3G23050
AT1G30330,AT3G61830
AT1G30330,AT4G14550
AT1G30330,AT4G14560
AT1G30330,AT4G23980
AT1G30330,AT5G43700
AT1G30360,AT5G06320
AT1G30360,AT5G23060
AT1G30400,AT3G21640
AT1G30440,AT3G45780
AT1G30460,AT1G30460
AT1G30460,AT1G58100
AT1G30460,AT1G69690
AT1G30460,AT2G29580
AT1G30460,AT2G34720
AT1G30460,AT3G04680
AT1G30460,AT3G06560
AT1G30460,AT3G15030
AT1G30460,AT3G47620
AT1G30460,AT4G04885
AT1G30460,AT4G08150
AT1G30460,AT4G25550
AT1G30460,AT5G08330
AT1G30460,AT5G12980
AT1G30460,AT5G23880
AT1G30460,AT5G51660
AT1G30460,AT5G58040
AT1G30460,AT5G61380
AT1G30480,AT1G59580
AT1G30480,AT2G18170
AT1G30480,AT4G01370
AT1G30480,AT5G25060
AT1G30490,AT1G58100
AT1G30490,AT1G69690
AT1G30490,AT2G22800
AT1G30490,AT2G42280
AT1G30490,AT2G46970
AT1G30490,AT3G13960
AT1G30490,AT3G15030
AT1G30490,AT3G17860
AT1G30490,AT3G47620
AT1G30490,AT4G04885
AT1G30490,AT4G08150
AT1G30490,AT4G32010
AT1G30490,AT4G32570
AT1G30490,AT5G08130
AT1G30490,AT5G08330
AT1G30490,AT5G60120
AT1G30490,AT5G61270
AT1G30530,AT4G17730
AT1G30580,AT3G57870
AT1G30580,AT4G25030
AT1G30580,AT5G45410
AT1G30690,AT3G57870
AT1G30860,AT2G01250
AT1G30860,AT2G47610
AT1G30860,AT3G20550
AT1G30860,AT4G28230
AT1G30860,AT5G09810
AT1G30860,AT5G20920
AT1G30860,AT5G35410
AT1G30860,AT5G38220
AT1G30950,AT1G75950
AT1G30950,AT3G21850
AT1G30950,AT4G34210
AT1G30950,AT4G34470
AT1G30950,AT5G42190
AT1G30950,AT5G61850
AT1G30970,AT2G18000
AT1G30970,AT2G22370
AT1G30970,AT3G15030
AT1G30970,AT3G19590
AT1G30970,AT4G00650
AT1G30970,AT4G02560
AT1G30970,AT4G24680
AT1G30970,AT5G22330
AT1G30970,AT5G37055
AT1G30970,AT5G49880
AT1G31330,AT2G16640
AT1G31420,AT1G34470
AT1G31420,AT1G48480
AT1G31420,AT1G53440
AT1G31420,AT1G70520
AT1G31420,AT3G02130
AT1G31420,AT3G02880
AT1G31420,AT3G08680
AT1G31420,AT3G10640
AT1G31420,AT3G17840
AT1G31420,AT3G28220
AT1G31420,AT4G23220
AT1G31420,AT4G33430
AT1G31420,AT5G16590
AT1G31420,AT5G65800
AT1G31440,AT4G12780
AT1G31440,AT4G28910
AT1G31780,AT2G01830
AT1G31780,AT3G48150
AT1G31780,AT4G24840
AT1G31780,AT5G11980
AT1G32060,AT3G11630
AT1G32060,AT3G26650
AT1G32100,AT1G53230
AT1G32100,AT1G69690
AT1G32100,AT2G37000
AT1G32100,AT4G18390
AT1G32230,AT2G33550
AT1G32230,AT2G37630
AT1G32230,AT3G04710
AT1G32230,AT3G16770
AT1G32230,AT3G59060
AT1G32230,AT4G01720
AT1G32230,AT5G05410
AT1G32230,AT5G06950
AT1G32230,AT5G54680
AT1G32230,AT5G61270
AT1G32350,AT3G10640
AT1G32380,AT1G51660
AT1G32440,AT4G28910
AT1G32530,AT4G29170
AT1G32580,AT1G72530
AT1G32580,AT2G35240
AT1G32580,AT3G06790
AT1G32580,AT3G15000
AT1G32580,AT3G48150
AT1G32580,AT4G20020
AT1G32580,AT5G55100
AT1G32640,AT1G48500
AT1G32640,AT1G66350
AT1G32640,AT1G70700
AT1G32640,AT1G71020
AT1G32640,AT1G72450
AT1G32640,AT1G74950
AT1G32640,AT2G01570
AT1G32640,AT2G27050
AT1G32640,AT2G33610
AT1G32640,AT2G40330
AT1G32640,AT2G43790
AT1G32640,AT2G46020
AT1G32640,AT3G01090
AT1G32640,AT3G03450
AT1G32640,AT3G17860
