source,target
AT1G32640,AT3G20550
AT1G32640,AT3G20770
AT1G32640,AT3G22380
AT1G32640,AT3G27810
AT1G32640,AT3G43440
AT1G32640,AT3G57870
AT1G32640,AT4G36730
AT1G32640,AT5G01820
AT1G32640,AT5G12980
AT1G32640,AT5G13220
AT1G32640,AT5G17490
AT1G32640,AT5G20900
AT1G32990,AT3G11630
AT1G33050,AT2G40330
AT1G33140,AT3G57870
AT1G33810,AT1G47260
AT1G34170,AT5G43700
AT1G34430,AT1G52240
AT1G34430,AT2G47450
AT1G34430,AT3G18140
AT1G34430,AT3G25860
AT1G34430,AT4G02510
AT1G34430,AT5G55220
AT1G34470,AT2G17350
AT1G34470,AT3G10640
AT1G34470,AT5G25752
AT1G34470,AT5G67380
AT1G34790,AT1G34790
AT1G34790,AT1G56650
AT1G35160,AT1G35580
AT1G35160,AT4G30190
AT1G35160,AT4G35900
AT1G35160,AT5G04870
AT1G35460,AT1G59580
AT1G35460,AT2G18170
AT1G35460,AT2G33610
AT1G35460,AT2G43790
AT1G35460,AT2G46020
AT1G35460,AT3G02860
AT1G35460,AT3G57870
AT1G35460,AT4G01370
AT1G35580,AT1G78300
AT1G35580,AT3G02520
AT1G35580,AT3G09920
AT1G35580,AT4G09000
AT1G35580,AT5G10450
AT1G35580,AT5G16050
AT1G35580,AT5G38480
AT1G35580,AT5G65430
AT1G35670,AT1G35670
AT1G35670,AT1G49720
AT1G35670,AT1G52740
AT1G35670,AT1G65650
AT1G35670,AT1G74470
AT1G35670,AT2G20890
AT1G35670,AT2G31500
AT1G35670,AT2G36270
AT1G35670,AT3G11410
AT1G35670,AT4G17730
AT1G35670,AT4G21670
AT1G35670,AT4G34000
AT1G35670,AT5G07240
AT1G35670,AT5G27850
AT1G35670,AT5G41670
AT1G35670,AT5G59880
AT1G35670,AT5G65360
AT1G35720,AT1G35720
AT1G35720,AT2G38750
AT1G35720,AT3G21630
AT1G35720,AT4G17730
AT1G35720,AT5G47910
AT1G35720,AT5G56750
AT1G37130,AT1G37130
AT1G37130,AT1G78300
AT1G37130,AT2G18170
AT1G37130,AT2G37630
AT1G37130,AT2G42590
AT1G37130,AT2G43790
AT1G37130,AT3G45640
AT1G37130,AT4G09000
AT1G37130,AT4G32570
AT1G37130,AT5G10450
AT1G37130,AT5G38480
AT1G37130,AT5G38640
AT1G37130,AT5G60120
AT1G37130,AT5G60410
AT1G37130,AT5G65430
AT1G41880,AT4G25030
AT1G42560,AT1G70520
AT1G42560,AT5G52240
AT1G42970,AT1G42970
AT1G42970,AT2G42580
AT1G42970,AT3G11630
AT1G42970,AT3G21630
AT1G42970,AT5G45410
AT1G43170,AT3G57870
AT1G43700,AT1G43700
AT1G43700,AT3G45640
AT1G43700,AT4G34460
AT1G43700,AT4G38900
AT1G43700,AT5G12980
AT1G43790,AT5G17420
AT1G43850,AT1G69120
AT1G43850,AT3G54340
AT1G43850,AT4G32551
AT1G43860,AT3G45640
AT1G44000,AT1G44000
AT1G44000,AT4G22920
AT1G44000,AT4G37000
AT1G44000,AT5G04900
AT1G44110,AT1G76540
AT1G44110,AT2G32710
AT1G44110,AT3G48750
AT1G44110,AT3G54180
AT1G44110,AT4G11920
AT1G44110,AT4G22910
AT1G44110,AT5G13840
AT1G44575,AT3G27925
AT1G44575,AT4G00355
AT1G44575,AT4G02510
AT1G45000,AT4G25030
AT1G45249,AT1G45249
AT1G45249,AT1G49720
AT1G45249,AT2G36270
AT1G45249,AT3G01090
AT1G45249,AT3G11410
AT1G45249,AT3G50500
AT1G45249,AT3G57530
AT1G45249,AT4G26080
AT1G45249,AT4G33950
AT1G45249,AT4G34000
AT1G45249,AT5G05410
AT1G45249,AT5G12980
AT1G45249,AT5G15840
AT1G45474,AT4G11660
AT1G46480,AT1G58100
AT1G46480,AT1G69690
AT1G46480,AT2G27110
AT1G46480,AT2G45160
AT1G46480,AT3G02550
AT1G46480,AT3G15030
AT1G46480,AT3G47620
AT1G46480,AT4G01720
AT1G46480,AT4G04885
AT1G46480,AT4G08150
AT1G46480,AT4G36710
AT1G46480,AT5G08330
AT1G46480,AT5G15210
AT1G47128,AT1G47710
AT1G47128,AT1G72290
AT1G47128,AT2G43120
AT1G47128,AT3G09770
AT1G47200,AT5G11390
AT1G47220,AT3G10640
AT1G47230,AT1G67580
AT1G47230,AT1G73690
AT1G47230,AT1G76540
AT1G47230,AT2G23430
AT1G47230,AT2G27960
AT1G47230,AT2G27970
AT1G47230,AT2G32710
AT1G47230,AT2G38620
AT1G47230,AT3G48750
AT1G47230,AT3G50630
AT1G47230,AT3G54180
AT1G47230,AT4G22910
AT1G47230,AT4G28980
AT1G47230,AT5G13840
AT1G47230,AT5G48820
AT1G47230,AT5G63610
AT1G47250,AT1G47260
AT1G47260,AT1G56330
AT1G47260,AT3G48160
AT1G47260,AT3G48680
AT1G47260,AT3G49250
AT1G47260,AT4G02080
AT1G47260,AT4G17720
AT1G47260,AT5G16840
AT1G47260,AT5G16880
AT1G47260,AT5G63510
AT1G47550,AT5G03540
AT1G47830,AT4G11380
AT1G47870,AT1G77000
AT1G47870,AT2G22490
AT1G47870,AT3G12280
AT1G47870,AT3G45640
AT1G47870,AT3G48750
AT1G47870,AT4G02570
AT1G47870,AT4G37630
AT1G47870,AT5G02470
AT1G47870,AT5G03415
AT1G47870,AT5G11300
AT1G48175,AT5G24670
AT1G48270,AT2G26300
AT1G48270,AT3G16770
AT1G48270,AT4G13510
AT1G48270,AT4G35950
AT1G48410,AT2G32560
AT1G48410,AT2G45980
AT1G48410,AT3G16640
AT1G48410,AT3G60600
AT1G48410,AT4G00355
AT1G48410,AT4G25100
AT1G48410,AT5G21274
AT1G48410,AT5G56010
AT1G48420,AT3G54170
AT1G48480,AT1G48480
AT1G48480,AT1G67720
AT1G48480,AT2G01950
AT1G48480,AT3G53420
AT1G48480,AT4G39400
AT1G48480,AT5G07280
AT1G48480,AT5G41180
AT1G48480,AT5G46330
AT1G48480,AT5G49660
AT1G48500,AT1G48500
AT1G48500,AT1G70700
AT1G48500,AT2G28550
AT1G48500,AT2G46510
AT1G48500,AT3G17860
AT1G48500,AT3G26744
AT1G48500,AT3G43440
AT1G48500,AT4G17880
AT1G48500,AT4G28910
AT1G48500,AT5G13220
AT1G48500,AT5G15850
AT1G48500,AT5G60120
AT1G48560,AT2G19520
AT1G48630,AT1G51660
AT1G48630,AT2G27100
AT1G48630,AT2G29080
AT1G48630,AT2G43790
AT1G48630,AT3G21220
AT1G48630,AT3G45640
AT1G48630,AT4G08500
AT1G48630,AT4G34460
AT1G48630,AT4G35470
AT1G48630,AT5G43960
AT1G48630,AT5G48650
AT1G48760,AT2G43160
AT1G48830,AT3G57870
AT1G48830,AT5G45410
AT1G48850,AT3G11630
AT1G48900,AT2G47450
AT1G49480,AT4G34390
AT1G49620,AT1G66750
AT1G49620,AT1G76540
AT1G49620,AT2G27970
AT1G49620,AT2G38620
AT1G49620,AT3G01090
AT1G49620,AT3G48750
AT1G49620,AT3G50070
AT1G49620,AT3G54180
AT1G49620,AT3G54650
AT1G49620,AT4G03270
AT1G49620,AT4G28980
AT1G49620,AT4G37630
AT1G49620,AT5G10440
AT1G49620,AT5G27620
AT1G49620,AT5G65420
AT1G49670,AT4G34460
AT1G49720,AT1G49720
AT1G49720,AT1G71830
AT1G49720,AT2G36270
AT1G49720,AT2G46020
AT1G49720,AT3G11410
AT1G49720,AT3G44460
AT1G49720,AT3G50500
AT1G49720,AT3G57530
AT1G49720,AT4G34000
AT1G49720,AT5G12980
AT1G49720,AT5G13530
AT1G49720,AT5G15840
AT1G49720,AT5G66880
AT1G49760,AT2G43970
AT1G49760,AT3G14010
AT1G49820,AT1G59580
AT1G49820,AT2G18170
AT1G49820,AT4G01370
AT1G49970,AT4G25030
AT1G50010,AT5G56750
AT1G50030,AT3G15040
AT1G50030,AT3G49590
AT1G50030,AT5G38640
AT1G50250,AT2G20140
AT1G50250,AT3G07370
AT1G50250,AT4G29040
AT1G50250,AT4G37130
AT1G50320,AT2G41680
AT1G50320,AT3G57870
AT1G50370,AT1G70940
AT1G50370,AT1G73590
AT1G50370,AT2G01420
AT1G50370,AT2G36270
AT1G50370,AT5G57090
AT1G50370,AT5G63980
AT1G50420,AT1G76030
AT1G50420,AT2G01570
AT1G50420,AT2G18170
AT1G50420,AT3G45640
AT1G50420,AT4G01370
AT1G50420,AT4G22220
AT1G50430,AT4G26450
AT1G50430,AT4G26455
AT1G50460,AT3G12580
AT1G50460,AT5G02500
AT1G50500,AT1G71270
AT1G50740,AT2G44790
AT1G50740,AT5G25752
AT1G50740,AT5G37610
AT1G50740,AT5G45410
AT1G51070,AT4G14410
AT1G51090,AT3G57870
AT1G51100,AT2G37630
AT1G51100,AT4G37260
AT1G51460,AT4G35860
AT1G51460,AT5G06320
AT1G51460,AT5G07340
AT1G51460,AT5G25752
AT1G51500,AT3G10640
AT1G51510,AT1G51510
AT1G51510,AT1G66260
AT1G51510,AT3G13920
AT1G51510,AT3G19760
AT1G51510,AT5G02530
AT1G51510,AT5G37720
AT1G51510,AT5G59950
AT1G51590,AT4G38240
AT1G51600,AT1G51600
AT1G51600,AT2G02560
AT1G51600,AT2G05210
AT1G51600,AT2G25620
AT1G51600,AT2G27110
AT1G51600,AT2G29580
AT1G51600,AT2G47450
AT1G51600,AT3G11400
AT1G51600,AT3G21175
AT1G51600,AT3G29160
AT1G51600,AT3G48590
AT1G51600,AT3G58750
AT1G51600,AT5G04470
AT1G51600,AT5G06160
AT1G51600,AT5G12980
AT1G51600,AT5G16850
AT1G51600,AT5G27910
AT1G51600,AT5G57180
AT1G51650,AT2G01830
AT1G51660,AT1G71230
AT1G51660,AT2G43410
AT1G51660,AT2G43790
AT1G51660,AT3G08530
AT1G51660,AT3G18130
AT1G51660,AT3G45640
AT1G51660,AT4G01370
AT1G51660,AT4G08150
AT1G51660,AT4G18710
AT1G51660,AT4G32570
AT1G51660,AT4G37260
AT1G51710,AT2G41110
AT1G51710,AT5G56750
AT1G51800,AT2G14510
AT1G51800,AT2G27060
AT1G51800,AT3G14350
AT1G51800,AT4G20270
AT1G51800,AT4G20940
AT1G51800,AT5G16000
AT1G51800,AT5G16590
AT1G51950,AT1G59750
AT1G51950,AT1G80490
AT1G51950,AT3G15540
AT1G51950,AT3G17600
AT1G51950,AT3G18140
AT1G51950,AT3G23050
AT1G51950,AT3G45640
AT1G51950,AT3G61830
AT1G51950,AT4G14560
AT1G51950,AT4G23980
AT1G51950,AT4G32570
AT1G51950,AT5G20730
AT1G51950,AT5G37020
AT1G51950,AT5G43700
AT1G51950,AT5G55220
AT1G51950,AT5G60450
AT1G51950,AT5G62000
AT1G51980,AT3G21150
AT1G52040,AT3G12630
AT1G52240,AT1G69690
AT1G52240,AT1G76850
AT1G52240,AT2G18790
AT1G52240,AT2G42790
AT1G52240,AT3G60210
AT1G52240,AT4G35020
AT1G52240,AT5G64960
AT1G52360,AT5G45410
AT1G52380,AT4G16143
AT1G52400,AT3G21630
AT1G52410,AT3G18730
AT1G52410,AT3G28270
AT1G52510,AT3G08530
AT1G52560,AT1G77080
AT1G52560,AT2G47450
AT1G52560,AT4G02150
AT1G52560,AT4G16143
AT1G52600,AT3G10640
AT1G52600,AT5G06320
AT1G52740,AT3G12810
AT1G52760,AT4G17730
AT1G52760,AT4G34460
AT1G52920,AT2G26300
AT1G53020,AT2G30110
AT1G53020,AT2G47110
AT1G53020,AT3G62250
AT1G53090,AT1G53090
AT1G53090,AT1G56650
AT1G53090,AT1G66390
AT1G53090,AT2G32950
AT1G53090,AT2G46340
AT1G53090,AT3G15354
AT1G53090,AT4G05420
AT1G53090,AT4G11110
AT1G53090,AT4G21100
AT1G53090,AT5G15840
AT1G53230,AT1G56650
AT1G53230,AT1G58100
AT1G53230,AT1G65620
AT1G53230,AT1G66390
AT1G53230,AT1G69690
AT1G53230,AT1G70700
AT1G53230,AT1G71030
AT1G53230,AT1G74950
AT1G53230,AT1G75080
AT1G53230,AT2G01570
AT1G53230,AT2G26300
AT1G53230,AT2G28290
AT1G53230,AT2G33610
AT1G53230,AT2G37000
AT1G53230,AT2G40330
AT1G53230,AT2G43790
AT1G53230,AT2G46020
AT1G53230,AT2G47620
AT1G53230,AT3G15030
AT1G53230,AT3G15210
AT1G53230,AT3G15540
AT1G53230,AT3G17860
AT1G53230,AT3G47620
AT1G53230,AT4G18390
AT1G53230,AT5G05700
AT1G53230,AT5G08330
AT1G53230,AT5G27030
AT1G53230,AT5G44210
AT1G53320,AT1G75950
AT1G53320,AT5G42190
AT1G53430,AT5G16000
AT1G53430,AT5G16590
AT1G53440,AT5G65700
AT1G53720,AT1G55310
AT1G53720,AT2G37340
AT1G53720,AT3G13570
AT1G53720,AT3G55460
AT1G53720,AT3G61860
AT1G53720,AT4G25500
AT1G53720,AT4G35800
AT1G54000,AT1G70520
AT1G54010,AT1G70520
AT1G54010,AT2G01950
AT1G54010,AT4G25030
AT1G54010,AT5G45410
AT1G54030,AT3G47620
AT1G54030,AT5G25980
AT1G54040,AT4G23810
AT1G54140,AT4G31720
AT1G54140,AT5G25150
AT1G54140,AT5G43130
AT1G54320,AT3G10640
AT1G54320,AT3G28220
AT1G54320,AT3G47620
AT1G54320,AT5G06320
AT1G54360,AT3G15030
AT1G54410,AT2G16640
AT1G54440,AT3G57870
AT1G54490,AT5G60120
AT1G54610,AT2G41090
AT1G54610,AT3G43810
AT1G54610,AT3G51920
AT1G54610,AT5G21274
AT1G54610,AT5G37780
AT1G54820,AT4G25030
AT1G54830,AT2G01570
AT1G54830,AT2G27470
AT1G54830,AT2G34720
AT1G54830,AT3G05690
AT1G54830,AT3G45640
AT1G54830,AT4G14540
AT1G54830,AT5G15840
AT1G54830,AT5G47640
AT1G54840,AT3G14980
AT1G54840,AT5G59380
AT1G54840,AT5G59800
AT1G55150,AT4G17730
AT1G55300,AT4G26840
AT1G55300,AT5G43130
AT1G55310,AT1G55310
AT1G55310,AT2G37340
AT1G55310,AT3G13570
AT1G55310,AT3G50670
AT1G55310,AT3G55460
AT1G55460,AT5G18830
AT1G55490,AT2G28000
AT1G55490,AT4G02510
AT1G55490,AT4G25030
AT1G55490,AT5G45410
AT1G55540,AT3G53110
AT1G55610,AT2G26330
AT1G55610,AT3G13380
AT1G55610,AT3G14350
AT1G55610,AT4G22130
AT1G55610,AT5G46330
AT1G55610,AT5G65700
AT1G55670,AT2G16640
AT1G55750,AT1G58100
AT1G55750,AT3G47620
AT1G55890,AT3G50630
AT1G55890,AT4G24690
AT1G56070,AT2G26300
AT1G56220,AT3G21630
AT1G56330,AT1G71230
AT1G56330,AT4G17720
AT1G56330,AT5G02040
AT1G56330,AT5G66680
AT1G56340,AT1G66340
AT1G56340,AT2G47470
AT1G56340,AT4G25030
AT1G56340,AT5G43470
AT1G56340,AT5G45410
AT1G56450,AT4G32570
AT1G56650,AT1G71030
AT1G56650,AT1G72450
AT1G56650,AT1G73100
AT1G56650,AT2G46130
AT1G56650,AT2G46340
AT1G56650,AT3G15354
AT1G56650,AT4G00850
AT1G56650,AT4G11110
AT1G56650,AT4G31580
AT1G56650,AT4G37130
AT1G56650,AT5G27910
AT1G56650,AT5G35770
AT1G56650,AT5G41315
AT1G56650,AT5G59570
AT1G57720,AT2G18110
AT1G58100,AT1G58100
AT1G58100,AT1G69120
AT1G58100,AT1G69690
AT1G58100,AT2G01570
AT1G58100,AT2G17950
AT1G58100,AT2G25620
AT1G58100,AT2G27110
AT1G58100,AT2G29580
AT1G58100,AT2G37000
AT1G58100,AT2G46020
AT1G58100,AT2G47620
AT1G58100,AT3G15030
AT1G58100,AT3G15210
AT1G58100,AT3G15880
AT1G58100,AT3G16830
AT1G58100,AT3G17590
AT1G58100,AT3G47620
AT1G58100,AT4G18390
AT1G58100,AT4G20380
AT1G58100,AT4G37460
AT1G58100,AT5G08330
AT1G58100,AT5G12980
AT1G58100,AT5G60960
AT1G58100,AT5G61270
AT1G58230,AT5G45410
AT1G58270,AT3G11410
AT1G58270,AT4G16360
AT1G58270,AT4G18430
AT1G59580,AT1G59580
AT1G59580,AT1G66350
AT1G59580,AT1G74740
AT1G59580,AT1G75950
AT1G59580,AT1G79020
AT1G59580,AT1G80030
AT1G59580,AT2G01430
AT1G59580,AT2G17950
AT1G59580,AT2G18380
AT1G59580,AT2G27050
AT1G59580,AT2G30980
AT1G59580,AT2G38300
AT1G59580,AT2G40290
AT1G59580,AT2G41630
AT1G59580,AT2G43790
AT1G59580,AT2G46830
AT1G59580,AT3G05840
AT1G59580,AT3G15030
AT1G59580,AT3G20130
AT1G59580,AT3G21175
AT1G59580,AT3G21510
AT1G59580,AT3G28910
AT1G59580,AT3G58780
AT1G59580,AT3G63280
AT1G59580,AT4G23650
AT1G59580,AT4G23810
AT1G59580,AT4G25560
AT1G59580,AT5G13790
AT1G59580,AT5G19450
AT1G59580,AT5G47640
AT1G59580,AT5G49650
AT1G59580,AT5G62000
AT1G59580,AT5G63310
AT1G59580,AT5G63470
AT1G59610,AT1G59610
AT1G59610,AT5G42080
AT1G59620,AT5G45410
AT1G59750,AT1G59750
AT1G59750,AT3G17600
AT1G59750,AT3G50060
AT1G59750,AT3G61830
AT1G59750,AT4G23980
AT1G59750,AT5G60450
AT1G59750,AT5G62000
AT1G59830,AT5G03730
AT1G59870,AT1G80440
AT1G59870,AT2G18170
AT1G59870,AT2G41100
AT1G59870,AT3G43810
AT1G59870,AT3G51920
AT1G59870,AT3G56800
AT1G59870,AT3G57290
AT1G59870,AT4G04800
AT1G59870,AT4G24210
AT1G59870,AT5G24270
AT1G59900,AT3G07370
AT1G59900,AT4G29040
AT1G59900,AT5G50850
AT1G59990,AT3G53020
AT1G60080,AT4G35250
AT1G60080,AT5G38640
AT1G60160,AT3G28360
AT1G60220,AT2G01570
AT1G60620,AT2G41630
AT1G60650,AT1G60650
AT1G60650,AT2G44710
AT1G60650,AT3G55460
AT1G60650,AT4G02150
AT1G60650,AT4G16143
AT1G60650,AT5G04280
AT1G60850,AT3G21630
AT1G60940,AT3G18780
AT1G60950,AT2G05620
AT1G60950,AT3G21630
AT1G60950,AT4G11960
AT1G60950,AT4G22890
AT1G60950,AT4G32010
AT1G60950,AT5G45410
AT1G61010,AT5G23880
AT1G61150,AT4G09340
AT1G61170,AT3G57870
AT1G61170,AT4G19700
AT1G61210,AT4G05420
AT1G61250,AT5G25752
AT1G61520,AT1G73660
AT1G61520,AT2G16640
AT1G61520,AT3G54170
AT1G61560,AT1G61560
AT1G61560,AT3G48890
AT1G61690,AT4G29160
AT1G61730,AT3G28730
AT1G61870,AT5G20280
AT1G61980,AT5G15840
AT1G62180,AT2G16640
AT1G62300,AT2G46020
AT1G62300,AT3G16830
AT1G62300,AT4G01720
AT1G62300,AT4G04450
AT1G62300,AT4G18390
AT1G62300,AT5G12980
AT1G62360,AT2G35940
AT1G62360,AT3G47620
AT1G62360,AT5G02030
AT1G62380,AT2G42580
AT1G62740,AT5G56030
AT1G62780,AT3G52450
AT1G62830,AT5G04340
AT1G62960,AT2G36270
AT1G63000,AT1G78570
AT1G63160,AT1G77470
AT1G63700,AT2G37050
AT1G63700,AT4G18710
AT1G63850,AT2G43790
AT1G63850,AT2G46020
AT1G63940,AT2G15620
AT1G63970,AT2G36580
AT1G63970,AT4G02150
AT1G63970,AT4G28440
AT1G64040,AT2G31305
AT1G64060,AT4G33950
AT1G64060,AT5G21326
AT1G64230,AT4G24990
AT1G64230,AT5G03240
AT1G64280,AT1G64280
AT1G64280,AT2G30360
AT1G64280,AT5G06950
AT1G64280,AT5G06960
AT1G64520,AT3G52450
AT1G64520,AT4G08150
AT1G64750,AT1G75990
AT1G64750,AT4G00020
AT1G64750,AT5G01630
AT1G64780,AT3G02130
AT1G64840,AT1G75950
AT1G64840,AT5G42190
AT1G64990,AT2G26300
AT1G65010,AT4G34460
AT1G65030,AT4G05420
AT1G65260,AT2G04030
AT1G65260,AT2G16640
AT1G65310,AT3G44990
AT1G65360,AT4G18390
AT1G65380,AT5G04870
AT1G65380,AT5G13290
AT1G65380,AT5G57940
AT1G65480,AT3G48150
AT1G65480,AT4G25530
AT1G65480,AT4G35900
AT1G65480,AT5G06850
AT1G65480,AT5G38480
AT1G65620,AT1G65620
AT1G65620,AT2G37630
AT1G65620,AT3G15030
AT1G65620,AT4G18390
AT1G65620,AT5G51230
AT1G65740,AT1G75950
AT1G65740,AT2G23380
AT1G65930,AT5G42980
AT1G65980,AT5G45410
AT1G66150,AT2G19190
AT1G66150,AT3G02130
AT1G66150,AT3G02880
AT1G66150,AT3G08680
AT1G66150,AT3G17840
AT1G66150,AT4G20270
AT1G66150,AT5G65700
AT1G66200,AT3G54170
AT1G66200,AT4G09000
AT1G66260,AT2G31320
AT1G66260,AT5G02530
AT1G66340,AT2G26070
AT1G66340,AT3G21510
AT1G66340,AT3G23150
AT1G66340,AT3G28220
AT1G66340,AT5G03280
AT1G66340,AT5G03730
AT1G66340,AT5G06320
AT1G66350,AT1G75080
AT1G66350,AT2G32700
AT1G66350,AT3G05120
AT1G66350,AT3G05690
AT1G66350,AT3G23050
AT1G66350,AT3G45640
AT1G66350,AT3G47620
AT1G66350,AT3G63010
AT1G66350,AT4G01370
AT1G66350,AT4G24210
AT1G66350,AT5G43700
AT1G66350,AT5G57710
AT1G66350,AT5G59980
AT1G66390,AT2G32950
AT1G66390,AT2G46340
AT1G66390,AT4G11110
AT1G66390,AT5G41315
AT1G66410,AT3G02880
AT1G66410,AT3G49260
AT1G66410,AT5G43940
AT1G66670,AT3G07370
AT1G66670,AT4G28910
AT1G66750,AT2G22490
AT1G66750,AT2G23430
AT1G66750,AT2G27960
AT1G66750,AT2G27970
AT1G66750,AT2G32710
AT1G66750,AT2G36010
AT1G66750,AT2G38620
AT1G66750,AT3G11520
AT1G66750,AT3G19150
AT1G66750,AT3G21140
AT1G66750,AT3G24810
AT1G66750,AT3G48750
AT1G66750,AT3G50630
AT1G66750,AT3G54180
AT1G66750,AT4G03270
AT1G66750,AT4G28980
AT1G66750,AT4G37630
AT1G66750,AT5G10440
AT1G66750,AT5G11300
AT1G66750,AT5G27620
AT1G66750,AT5G48820
AT1G66750,AT5G63610
AT1G66750,AT5G65420
AT1G67090,AT2G20140
AT1G67090,AT3G11630
AT1G67090,AT4G29040
AT1G67090,AT4G32570
AT1G67090,AT4G37260
AT1G67090,AT5G45410
AT1G67230,AT3G10730
AT1G67230,AT5G04990
AT1G67430,AT3G07780
AT1G67580,AT2G32710
AT1G67580,AT3G54180
AT1G67580,AT4G28980
AT1G67580,AT5G10440
AT1G67580,AT5G27620
AT1G67580,AT5G65420
AT1G67720,AT2G18170
AT1G67720,AT3G28450
AT1G67720,AT3G45640
AT1G67720,AT3G49670
AT1G67720,AT4G13510
AT1G67720,AT4G20270
AT1G67720,AT4G28650
AT1G67720,AT5G07280
AT1G67720,AT5G10290
AT1G67720,AT5G65700
AT1G67730,AT1G67730
AT1G67930,AT2G05210
AT1G68050,AT1G75950
AT1G68050,AT2G18915
AT1G68050,AT2G28550
AT1G68050,AT3G60010
AT1G68050,AT4G34210
AT1G68050,AT4G34470
AT1G68050,AT5G24470
AT1G68050,AT5G39660
AT1G68050,AT5G42190
AT1G68050,AT5G57360
AT1G68050,AT5G61380
AT1G68050,AT5G62430
AT1G68060,AT5G56360
AT1G68090,AT2G37620
AT1G68360,AT1G69690
AT1G68360,AT3G15030
AT1G68360,AT3G20550
AT1G68360,AT3G47620
AT1G68360,AT4G18390
AT1G68360,AT5G60120
AT1G68520,AT2G18915
AT1G68520,AT3G21150
AT1G68680,AT4G25030
AT1G68810,AT4G23980
AT1G68810,AT5G12980
AT1G68840,AT3G25990
AT1G68840,AT5G17800
AT1G68850,AT4G25030
AT1G68850,AT5G45410
AT1G69120,AT1G69120
AT1G69120,AT1G69690
AT1G69120,AT1G77080
AT1G69120,AT2G22540
AT1G69120,AT2G25620
AT1G69120,AT2G29580
AT1G69120,AT2G43790
AT1G69120,AT2G45660
AT1G69120,AT3G15030
AT1G69120,AT3G47620
AT1G69120,AT3G54340
AT1G69120,AT4G18960
AT1G69120,AT5G13790
AT1G69120,AT5G20240
AT1G69120,AT5G61380
AT1G69200,AT3G06730
AT1G69200,AT3G54090
AT1G69200,AT4G13670
AT1G69490,AT4G01370
AT1G69490,AT4G14550
AT1G69530,AT3G54170
AT1G69620,AT3G57870
AT1G69690,AT1G70700
AT1G69690,AT1G72450
AT1G69690,AT1G74890
AT1G69690,AT1G74950
AT1G69690,AT1G75080
AT1G69690,AT2G01570
AT1G69690,AT2G17950
AT1G69690,AT2G18380
AT1G69690,AT2G19430
AT1G69690,AT2G25620
AT1G69690,AT2G29580
AT1G69690,AT2G30050
AT1G69690,AT2G36270
AT1G69690,AT2G36400
AT1G69690,AT2G37000
AT1G69690,AT2G39830
AT1G69690,AT2G40330
AT1G69690,AT2G40470
AT1G69690,AT2G46130
AT1G69690,AT2G47620
AT1G69690,AT3G05690
AT1G69690,AT3G09370
AT1G69690,AT3G11540
AT1G69690,AT3G13960
AT1G69690,AT3G15030
AT1G69690,AT3G15210
AT1G69690,AT3G17860
AT1G69690,AT3G45640
AT1G69690,AT3G47620
AT1G69690,AT3G48090
AT1G69690,AT3G57750
AT1G69690,AT3G58510
AT1G69690,AT4G08150
AT1G69690,AT4G14550
AT1G69690,AT4G14560
AT1G69690,AT4G18390
AT1G69690,AT4G18710
AT1G69690,AT4G20380
AT1G69690,AT4G24390
AT1G69690,AT4G24680
AT1G69690,AT4G36750
AT1G69690,AT4G36860
AT1G69690,AT4G37460
AT1G69690,AT5G03415
AT1G69690,AT5G05700
AT1G69690,AT5G06160
AT1G69690,AT5G08330
AT1G69690,AT5G12980
AT1G69690,AT5G13220
AT1G69690,AT5G17800
AT1G69690,AT5G20240
AT1G69690,AT5G24470
AT1G69690,AT5G25220
AT1G69690,AT5G27910
AT1G69690,AT5G28640
AT1G69690,AT5G38420
AT1G69690,AT5G44210
AT1G69690,AT5G50600
AT1G69690,AT5G51100
AT1G69690,AT5G53160
AT1G69690,AT5G60120
AT1G69690,AT5G61380
AT1G69690,AT5G66240
AT1G69740,AT3G11630
AT1G69770,AT5G17690
AT1G69770,AT5G60410
AT1G69830,AT3G57870
AT1G69840,AT2G05210
AT1G69840,AT5G16850
AT1G70300,AT3G10640
AT1G70300,AT4G33950
AT1G70310,AT5G53120
AT1G70410,AT1G70410
AT1G70410,AT5G23120
AT1G70410,AT5G42980
AT1G70440,AT5G45410
AT1G70490,AT1G78920
AT1G70490,AT4G31340
AT1G70520,AT1G70520
AT1G70520,AT3G08510
AT1G70520,AT3G17210
AT1G70520,AT3G55440
AT1G70520,AT5G06320
AT1G70520,AT5G45750
AT1G70700,AT1G70700
AT1G70700,AT1G74950
AT1G70700,AT2G01570
AT1G70700,AT2G28550
AT1G70700,AT2G39940
AT1G70700,AT2G46510
AT1G70700,AT3G03450
AT1G70700,AT3G17860
AT1G70700,AT3G26744
AT1G70700,AT3G43440
AT1G70700,AT4G14720
AT1G70700,AT4G17880
AT1G70700,AT4G28910
AT1G70700,AT5G13220
AT1G70700,AT5G17490
AT1G70700,AT5G46760
AT1G70700,AT5G60120
AT1G70750,AT5G20490
AT1G70940,AT3G19980
AT1G70940,AT5G63980
AT1G71020,AT1G71020
AT1G71020,AT2G26980
AT1G71020,AT3G55460
AT1G71020,AT4G17880
AT1G71020,AT5G13160
AT1G71020,AT5G46760
AT1G71030,AT4G18710
AT1G71030,AT5G27030
AT1G71030,AT5G41315
AT1G71230,AT2G33500
AT1G71230,AT2G39770
AT1G71230,AT2G40940
AT1G71230,AT2G42580
AT1G71230,AT3G06610
AT1G71230,AT3G11400
AT1G71230,AT3G21175
AT1G71230,AT3G22231
